EXTRACTION_RULE,FILE_NAME,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEF,PLAIN_TEXT_TERM
definition + emph{},1110.4364#msw2_13.tex,,FALSE,"A perfect matching of a graph G is a subset P of the 
edges of G such that
each vertex of G is incident to exactly one edge of P. 
If G is a snake graph or a band graph, and the edges of  a perfect matching P of  
G are labeled τ_j_1,…,τ_j_r, then 
we define the weight x(P) of P to be 
x_τ_j_1… x_τ_j_r.",perfect matching
definition + emph{},1611.02093#quantum_path_final.tex,,FALSE,We say that there is perfect state transfer from vertex u to vertex v if there is some time T at which the solution to (<ref>) satisfies |φ_T(v)| = 1 and φ_T(x) = 0 for x≠ v.,perfect state transfer
definition + emph{},1702.07000#pretty_good_v2.tex,,FALSE,"We say that there is perfect state transfer from vertex u to vertex v if, given the initial condition φ_0 = _u, there is some time T at which the solution to (<ref>) satisfies |φ_T| = _v, that is, |φ_T(v)| = 1 and φ_T(x) = 0 for x≠ v.",perfect state transfer
definition + emph{},1710.02181#1710.02181.tex,,FALSE,"Let X be a graph with vertices u and v.


  * We say that X admits perfect state transfer from u to v if there is some time t>0 such that

    |U(t)_u,v| = 1.


  * We say  X admits pretty good state transfer from u to v if, for any ϵ>0, there is a time t>0 such that

    |U(t)_u,v| > 1-ϵ.

",perfect state transfer;pretty good state transfer
definition + emph{},1804.01645#1804.01645.tex,,FALSE,"Let G be a graph with vertices u and v.


  * We say that G admits perfect state transfer (PST) from u to v if there is some time t>0 such that

    |U(t)_u,v| = 1.


  * We say  G admits pretty good state transfer (PGST) from u to v if, for any ϵ>0, there is a time t>0 such that

    |U(t)_u,v| > 1-ϵ.

",perfect state transfer;pretty good state transfer
definition + emph{},1212.5646#star-graph_embeddings.tex,,FALSE,"A permissible separation of a chord diagram D'_Γ, C arising as an expansion of a -chord diagram D_Γ, C is a pair of chord diagrams D_W and D_B such that


  * Every chord in D'_Γ, C is in exactly one of D_W and D_B.

  * Two chords in D'_Γ, C which come from the same triad in D_Γ, C are both in D_W, or both in D_B.

  * Of any two chords in D'_Γ, C which come from the same double chord in D_Γ, C, one chord is in D_W and the other is in D_B.
",permissible separation
definition + emph{},1312.6342#star-graph_embeddings_nonorientable.tex,,FALSE,"A permissible separation of a signed chord diagram D'_Γ, C arising as an expansion of a signed -chord diagram D_Γ, C is a pair of signed chord diagrams D_W and D_B such that


  * Every chord in D'_Γ, C is in exactly one of D_W and D_B.

  * Two chords in D'_Γ, C which come from the same triad in D_Γ, C are both in D_W, or both in D_B.

  * Of any two chords in D'_Γ, C which come from the same double chord in D_Γ, C, one chord is in D_W and the other is in D_B.
",permissible separation
definition + emph{},1210.1652#1210.1652.tex,,FALSE,"Let G be a finite permutation group. The pair 𝒢=(V,ℰ) is the permutation graph of G, where V is the set of fixed point free elements of G and the edge set ℰ consists of the pairs (x,y) where xy^-1∈ V.",permutation graph
definition + emph{},1608.03002#Przytycki-Silvero_arxiv.tex,,FALSE,A chord diagram 𝒞 is said to be a permutation chord diagram if the boundary of 𝒞 can be divided into two arcs a_1 and a_2 in such a way that each chord of 𝒞 connects a point in a_1 with another one in a_2. The circle graph associated to a permutation chord diagram is called a permutation graph . See Figure <ref> for some examples.,permutation graph
definition + emph{},1507.00593#1507.00593.tex,,FALSE,"Let π be a permutation of {1,...,n}. Then the corresponding
permutation graph has vertices 1,...,n, with an edge ij whenever
i<j and π(i)>π(j).",permutation graph
definition + emph{},1812.10251#1812.10251.tex,,FALSE,"A graph G=(V,E) is a permutation graph if and only if there is an ordering v_1,v_2, …, v_n of the vertices of V such that there is permutation τ of the numbers from 1 to n with the property that for all integers 1≤ i<j≤ n

    (v_i,v_j)∈ E  if and only if τ(i)>τ(j).
",permutation graph
definition + emph{},1701.08982#leaf-reconstructible-ARXIV.tex,,FALSE,A phylogenetic tree on X is a tree with no degree-2 vertices in which the leaves (degree-1 vertices) are bijectively labelled by the elements of X.,phylogenetic tree
definition + emph{},1710.02682#tropical_pca_oct_14.tex,,FALSE,"Let T=(V,E) be a tree with m labeled leaves and no vertices of degree two. We call such a tree a phylogenetic tree .",phylogenetic tree
definition + emph{},0905.4879#forarx.tex,,FALSE,"If v,w∈ V(G) then the pivot G^vw is obtained from G by
toggling every adjacency between vertices a and b such that a∈ N(v),
b∈ N(w), and either a∉ N(w) or b∉ N(v).",pivot
definition + emph{},1601.03003#main.tex,,FALSE," Let G be any graph. Let v ∈ V(G). For any pair of vertices a,b ∈ V(G), partition the remaining vertices of G into the following sets: (1) vertices adjacent to a and not b; (2) vertices adjacent to b and not a; (3) vertices adjacent to both a and b; and (4) vertices adjacent to neither a nor b. Define the pivot G^ab to be the graph obtained by inserting all possible edges between the first three of these sets, and deleting those that were already present in G (see Fig. <ref>). Denote by G_ab the graph G with the labels of the vertices a and b swapped.",pivot
definition + emph{},1103.4334#JournalVersion.tex,,FALSE,"Suppose A = P_1Q_1R_1S_1 and B = P_2Q_2R_2S_2 are two matrices in block form, where P_1,P_2 is an m × m block and X is the set of the first m basis vectors. The pivot of [A,B] by X is

    [A, B] ∗ X = [ P_2Q_1R_2S_1, -P_1Q_2-R_1
    S_2]
",pivot
definition + textit{},1904.13361#1904.13361.tex,,FALSE,"
Say  and ' are related by a pivot if they satisfy (<ref>), and


' = ∖S ∪{S ∖a ∪b},


where there is some exact ⊆ containing S such that |S| = max_T ∈( |T| ),


a ∈S ∩T, 
  and
  b ∈T ∖S


for some T ∈.",pivot
definition + emph{},1706.09921#Positroids_Induced_by_Rational_Dyck_Paths.tex,graph G,TRUE,A plabic graph is an undirected graph G drawn inside a disk D (up to homotopy) which has a finite number of vertices on the boundary of D. Each of the remaining vertices of G is strictly inside the disk and colored either black or white. Each vertex on the boundary of D is incident to a single edge.,plabic graph
definition + textit{},1612.03838#1612.03838.tex,planar,TRUE,"A plabic graph 𝒢 is a planar bicolored graph embedded in a disk. It has n boundary vertices numbered 1,…, n in a counterclockwise order. Boundary vertices lie on the boundary of the disk and are not colored. Additionally there are internal vertices colored black or white. Each boundary vertex is adjacent to a single internal vertex.",plabic graph
definition + emph{},1603.01440#paper_enumeration_final.tex,,FALSE,"
	Let T be a triangulation on  (possibly with holes), g>0, and let d={e_1,e_2} be a planar double edge.
	If c≠ d is a face, edge, or double edge, we write c<d if the triangulation of the disc
	obtained by cutting along d contains c.",planar
definition + emph{},1704.05160#networks.tex,,FALSE,"
	We say that a cylindrical network  is planar if for each edge =(,)∈ there is an embedding h_:[0,1]→ satisfying the following properties: 
	
		
  * h_(0)= and h_(1)=;
		
  * the interior h_((0,1)) of  does not intersect the image of any other h_' for '∈ and does not contain any vertex of ;
		
  * shift-invariance: h_+(t)=h_(t)+ for all ∈ and t∈[0,1].
	",planar
definition + emph{},1012.1059#1012.1059.tex,,FALSE,"
A nearring (N,+,· ) is said to be planar if:

    
  * |N/≡_m|≥3;
    
  * ∀ a,b,c∈ N, with a≢_m b, the equation
        a·x=b·x+c
        has a unique solution in N.
",planar
definition + emph{},1508.02975#tsscpp_Sn2.tex,,FALSE,"
A plane partition is a two dimensional array of positive integers {t_i,j} that weakly decreases across rows from left to right and down columns. We will sometimes take the array to be rectangular, in which case we complete the array to a rectangle by adding entries equal to zero. So we have the following n× m array satisfying t_i,j≥ t_i+1,j≥ 0 and t_i,j≥ t_i,j+1≥ 0.


[ t_1,1 t_1,2 t_1,3     ⋯ t_1,m; t_2,1 t_2,2 t_2,3       t_2,m;     ⋮                       ⋮; t_n,1 t_n,2 t_n,3     ⋯ t_n,m;       ]

",plane partition
definition + emph{},1408.5391#longposetpaperarxiv.tex,array,TRUE,"A plane partition is a two-dimensional array of positive integers which weakly decrease across rows from left to right and weakly decrease down columns.
",plane partition
definition + emph{},1907.05848#submission_Fq14Proceedings_arXiv.tex,,FALSE,"
		Let P be a set with v elements that are called points . A t-(v,k,λ) design , or t-design , in brief, is a collection of k-subsets, called blocks , of P such that every t-subset of P is contained in exactly λ blocks.","points;t-(v,k,λ) design;t-design;blocks"
definition + emph{},1807.02055#des_noniso_arXiv.tex,,FALSE,"
		Let P be a set with v elements ( points ). A t-(v,k,λ) design (or t-design , in brief) is a collection of k-subsets ( blocks ) of P such that each t-subset of P is contained in exactly λ blocks.","points;t-(v,k,λ) design;t-design;blocks"
definition + emph{},1109.2688#newtonOracleLong.tex,,FALSE,"A (possibly multisort) species of structures ℱ is polynomial if there exists n≥ 0 such that  ℱ_≥ n=0. In other words, there are only a finite number of ℱ-structures.",polynomial
theorem + emph{},0801.4404#article.tex,,FALSE,"
Let R := (E, (ρ_i)_i ∈ I) be a relational structure on an infinite set. Then, _R is non-decreasing. And provided that either the signature μ : =
  (n_i)_i ∈ I is bounded or the kernel K(R) of R is finite, the
  growth of _R is either polynomial or as fast as
  every polynomial.",polynomial
definition + emph{},1009.3998#1009.3998.tex,,FALSE,"[Polynomial map]
Suppose that H and G are I-filtered groups with H = (H,+) abelian[This is not actually a necessary assumption; see Appendix <ref>.  However, in the main body of the paper we will only be concerned with polynomial maps on additive domains.]. Then for any map g : H → G we define the derivative 

    ∂_h g(n) := g(n+h) g(n)^-1.
 
We say that g : H → G is polynomial if

    ∂_h_1…∂_h_m g (n) ∈ G_i_1 + … + i_m

for all m ≥ 0, all i_1,…, i_m ∈ I and all h_j ∈ H_i_j for j = 1,…, m, and for all n ∈ H_0. 

We denote by (H_I → G_I) the space of all polynomial maps from H_I to G_I.  As usual, we use (H_I → G_I) to denote the space of all limit polynomial maps from H_I to G_I (i.e. ultralimits of polynomial maps in (H_I → G_I)).",polynomial
theorem + emph{},1402.3090#main1.tex,,FALSE,"
  Let R := (E, (ρ_i)_i ∈ I) be a relational structure on an
  infinite set. Then, _R is non-decreasing. And provided
  that either the signature μ is bounded or the kernel K(R) of
  R is finite, the growth of _R is either
  polynomial or as fast as every polynomial.",polynomial
definition + emph{},1902.08059#Diagonal.tex,,FALSE,"[Polytopal complex]
A polytopal complex is a finite collection  of polytopes of ^n satisfying the following conditions:


  * the empty polytope ∅ is contained in ,

  * P ∈ implies (P) ⊂, 

  * P, Q∈ implies P∩ Q∈(P)∩(Q).
",polytopal complex
definition + emph{},1604.07385#SubdivisionCDdecomposition.tex,,FALSE,"A polytopal complex 𝒞⊆ℝ^d is a finite set of polytopes such that



  * The empty face is present. That is, ∅∈𝒞.

  * If P ∈𝒞, then all proper faces of P are also in C. 

  * For any P, Q ∈𝒞, if P ∩ Q = F where F ≠∅, then F is a face of both P and Q.  
",polytopal complex
definition + emph{},1212.6756#boxlicity.tex,,FALSE,"[Poset dimension]
Let (𝒫, ) be a poset (partially ordered set). A linear extension L of 𝒫 is a total order which satisfies (x  y ∈𝒫)  (x  y ∈ L). A realiser of 𝒫 is a set of linear extensions of 𝒫, say ℛ, which satisfy the following condition: for any two distinct elements x and y, x y ∈𝒫 if and only if x  y ∈ L, ∀ L ∈ℛ.  
The poset dimension of 𝒫, denoted by dim(𝒫), is the minimum integer k such that there exists a realiser of 𝒫 of cardinality k. ",poset dimension
definition + emph{},1404.4484#sd-icgt.tex,,FALSE,"[Poset dimension]

Let (𝒫, ) be a poset (partially ordered set). A linear extension L of 𝒫 is a total order which satisfies (x  y ∈𝒫)  (x  y ∈ L). A realiser of 𝒫 is a set of linear extensions of 𝒫, say ℛ, which satisfy the following condition: for any two distinct elements x and y, x y ∈𝒫 if and only if x  y ∈ L, ∀ L ∈ℛ.  
The poset dimension of 𝒫, denoted by dim(𝒫), is the minimum integer k such that there exists a realiser of 𝒫 of cardinality k. ",poset dimension
definition + emph{},1305.5233#1305.5233.tex,,FALSE,"[Poset dimension]
Let (P, ) be a poset (partially ordered set). A linear extension L of P is a total order which satisfies (x  y ∈ P)  (x  y ∈ L). A realiser of P is a set of linear extensions of P, say ℛ, which satisfy the following condition: for any two distinct elements x and y, x y ∈ P if and only if x  y ∈ L, ∀ L ∈ℛ.  The poset dimension of P, denoted by (P), is the minimum positive integer k such that there exists a realiser of P of cardinality k.",poset dimension
definition + emph{},1810.07970#inglenook_puzzles3.tex,,FALSE,"A position p is a sequence p=(W_0,W_1,…,W_s) of ordered subsets of wagons such that 


  * ⋃_i=0^s W_i=W as sets,

  * W_i and W_j are disjoint whenever i≠j,

  * |W_i|≤ m_i for 1≤ i≤ s, and

  * |W_0|≤ h.
",position
definition + emph{},1609.07367#guessing-game.tex,mapping,TRUE,A position is a mapping from the vertices of G to the nonnegative integers.,position
definition + emph{},1712.00447#ClusterFeb18-2019.tex,,FALSE,"[Universally positive]
We say that a Laurent polynomial is positive if all of its coefficients are in _>0. An element h∈[] is called universally positive  (for the 𝒜-cluster structure) if for every 𝒜-cluster seed  Σ̌_G^𝒜 the expansion 𝐡^G of h in  is a positive Laurent polynomial. Similarly f∈[×^*] is called universally positive if its expansion 𝐟^G in the variables ∪{q} is given by a positive Laurent polynomial for every seed Σ̌_G^𝒜.",positive
definition + emph{},1102.3425#ab.tex,,FALSE,"A cycle 2-cover {c_k, k=1,⋯ N} of a graph is called
  positive if the quadratic form q=1/2∑_k=1^N c_k^2 is
  positive definite.",positive
definition + emph{},1111.1657#paper.tex,,FALSE,Call a c-cluster C in Φ_(c)  positive if C⊂Φ_+.,positive
definition + textit{},1904.13361#1904.13361.tex,,FALSE,"
The positive Grassmannian, _≥ 0(k,n), is the subset of (k,n) where all Plücker coordinates have the same sign.",positive Grassmannian
definition + emph{},1310.4159#POM_arXiv.v3.tex,,FALSE,"The positive Grassmannian ^+(k,n) is the 
subset of the real Grassmannian where all Plücker coordinates
are non-negative.
",positive Grassmannian
definition + emph{},0911.3381#Article_arxiv.tex,,FALSE,"[Signed Sets]
A signed set is a set A together with a decomposition A=A^+∪
A^- where A^+∩ A^-=∅. 
The members of A^+ are positive elements, those of
A^- are negative .",positive;negative
definition + emph{},1305.2646#Cycles05-12-2013.tex,,FALSE,"For every i=1,…, s, let P_i,i-1 be an arbitrary point on l_i-1∩_i (note that there are t_i such points), and let P_i,i be its neighbor on l_i.

We construct two different types of paths in _i: all of them start at P_i,i-1 and


  * the next vertex is P_i,i. The other vertices in the path are easily determined from these first two, or

  * the next vertex is the neighbor of P_i,i-1 in _i that is on the line l_i-2  q+1. The other vertices in the path are easily determined from these first two.

We will say that the first path is a positive path, and that the second is a negative path.",positive;negative
definition + emph{},1209.1521#1209.1521.tex,,FALSE,"
The sets of paths, interpreted as subsets of E(G),  

    _+() := {, , , },  _-() := {, , , },_0() := {,,,}

are called the sets of  of 
positive ,
negative , and 
neutral slack contributions of 
the rhombus , respectively.",positive;negative;neutral slack contributions
definition + emph{},1204.2484#LRC-decide-rev-bib.tex,,FALSE,"
The sets of paths, interpreted as subsets of E(G),  

    _+() := {, , , },  _-() := {, , , },_0() := {,,,}

are called the sets of  of 
positive ,
negative , and 
neutral slack contributions of 
the rhombus , respectively. 

",positive;negative;neutral slack contributions
definition + textit{},1904.13361#1904.13361.tex,represented,TRUE,"
A positroid is a matroid represented by some point in _≥ 0(k,n).",positroid
definition + emph{},1611.09279#Dyck_Paths_and_Positroids_from_Unit_Interval_Orders.tex,,FALSE,"The rank d matroid on the ground set [n] represented by a matrix A ∈Mat^≥ 0_d,n is denoted by ρ(A) and called a positroid .",positroid
definition + emph{},1508.00485#Vogel_arxiv.tex,,FALSE,"Let Q be a quiver. An element W of R ⟨⟨ Q ⟩⟩ is called a potential if it is a possibly infinite linear combination of cycles of Q such that no two cycles appearing in W with non-zero coefficients can be obtain from each other by rotation. If W is a potential on Q, we say that the pair (Q,W) is a quiver with potential, or a QP.",potential
definition + emph{},1409.5116#1409.5116.tex,,FALSE,"Let G be a graph. We let D_3(G) denote the graph induced by the vertices of degree at most three in G. We define the potential of subset R of V(G), denoted by p(R), as follows:


    p(R) = 4.8|R| - 3|E(G[R])| + .6α(G[D_3(G)∩ R])


We define the potential p(G) of G to be p(V(G)). Similarly we define P(G)=min_H⊆ G p(H).",potential
definition + emph{},1212.5100#arXiv-1.tex,,FALSE,"The potential (B) of a lattice basis B=[b_1,…,b_n] is defined as

    (B):=∏^n_i=1((b_1,…,b_i))^2=∏^n_i=1b^*_i^2(n-i+1) .
",potential
definition + emph{},1812.04452#paper.tex,,FALSE,"[Term potential]
    Let α∈𝒯(𝒩_n) be a term and 𝒢_n be
    a simple . Let Prod_𝒢_n(X) denote the set consisting of right-hand
    sides of regular productions in form of X →β in 𝒢_n.
    Then, the potential π(α) of α in 𝒢_n is
    defined inductively as follows:
    
        
  * If α = f(α_1,…,α_m), then
            π(α) = 1 + ∑_i=1^mπ(α_i);
        
  * If α = X ∈T,S,N, then
            π(α) = 1 + maxπ(γ) | γ∈ Prod_𝒢_n(X);
        
  * If α = G_k for some 0 ≤ k ≤ n, then π(α) = 1 + maxπ(γ) | γ∈⋃_i=0^k
                 Prod_𝒢_n(G_i).
    

    Let us note that π is well-defined as, by assumption, Prod_𝒢_n(X) ≠∅
    for all simple `y-reduction grammars 𝒢_n;
    otherwise L(G_k) could not span the whole set of `y-normalising in k normal-order steps.
    Moreover, π has the following crucial properties:
    
    
  * For each term α we have π(α) ≥ 1;
    
  * If α is a proper subterm of β, then π(α) <
        π(β);
    
  * If X →α is a regular production,
        then π(α) < π(X); and
    
  * For each G_i and G_j, it holds π(G_i) ≤π(G_j) whenever i
        ≤ j.
    ",potential
definition + emph{},1409.5295#1409.5295.tex,,FALSE,"Let G be a graph. The potential of G, denoted by p(G), is 5|V(G)|-3|E(G)|-T(G).

Let R⊆ V(G). The potential of R, denoted by p_G(R) is p(G[R]).",potential;potential
definition + emph{},1810.01972#1810.01972.tex,,FALSE,"The potential of a sequence of positive integers d_1,d_2,…,d_n is defined by

    P(d_1,d_2,…,d_n)=∑_1≤ i<j≤ nmin{d_i,d_j}.

For a graph G on n vertices v_1,v_2,…,v_n, the potential of G, denoted P(G), is the potential of the degree sequence of G; that is,

    P(G)   =P((v_1),(v_2),…,(v_n))=∑_1≤ i<j≤ nmin{(v_i),(v_j)}.
",potential;potential
definition + emph{},1901.02788#deltat0.tex,,FALSE,"Given π∈(m,n)^k, a primary diagonal inversion of π is a pair (i,j) such that
	
		
  * i appears in π to the left of j;
		
  * i and j are in distinct blocks;
		
  * j<i;
		
  * if i is the h-th smallest element in its block, then so is j.
	  
	A secondary diagonal inversion is a pair (i,j) such that 
	
		
  * i appears in π to the left of j;
		
  * i and j are in distinct blocks;
		
  * i<j;
		
  * if i is the h-th smallest element in its block, then j is the (h+1)-th smallest element in its block. 
	 We define (π) to be the number of diagonal inversions of π (primary or secondary).",primary diagonal inversion;secondary diagonal inversion
definition + emph{},1905.06970#BAMS-shuffle-fin.tex,,FALSE,"[]  Consider a parking function π, and a pair of cars {c_1, c_2} in it.


  * If the cars c_1, c_2 are in the same diagonal (that is, their squares are the same distance from y=x) with the larger car occurring further right, then {c_1, c_2} is a primary diagonal inversion . Let ^pri(π) be the set of all such pairs.

  * If the cars c_1, c_2 are in adjacent diagonals with the larger car occurring in the higher diagonal (that is, its square is distance 1 further from y=x than that of the smaller car) and further left, then {c_1, c_2} is a secondary diagonal inversion . Let ^sec(π) be the set of all such pairs.

Then

    (π) = | ^pri(π) | + | ^sec(π) |.
",primary diagonal inversion;secondary diagonal inversion
theorem + emph{},1008.5275#c.tex,,FALSE,"[Blagojević–Matschke–Ziegler theorem]
 For every d≥ 1 and every prime number r,
every BMZ-collection  admits a Tverberg rainbow r-partition
(R_1,…,R_r).",prime
definition + textit{},1906.11926#pps-linear-lower-bound.tex,,FALSE,"<cit.>
	We will call an integral point set M prime , if the greatest common divisor
	of all the distances occuring in M is 1.",prime
theorem + emph{},1306.0136#1306.0136.tex,,FALSE,"Let f(z) = ∑_n=0^∞ a(n) q^n and g(z) = ∑_n=0^∞ b(n) q^n both be modular forms in M_k(Γ_0(N),χ) for some positive integer N and character χ.  If 
    p | (a(n) - b(n))   ∀   0 ≤ n ≤k/12 N ·∏_d  prime: d | N(1+1/d),
 then f(z) ≡ g(z) mod p.",prime
definition + emph{},1903.12108#1903.12108.tex,,FALSE,"
A prime m-Catalan function of dimension n is =(a_1,…,a_n)∈^n
such that, for every i∈[2,n],

    z_(i-1)m-1()≥ i .
",prime
definition + emph{},1303.2753#separation.tex,,FALSE,"
For a plane graph G, a list assignment L from Theorem <ref>, and p∈ V(G) with |L(p)|=1, the pair (G,L) is prime if 


  * G is 2-connected


  * d(v) ≥ 3 for every v ∈ V(G)- p


  * d(p) ≥ 2


and in addition (G,L) contains none of the configurations (C<ref>)–(C<ref>) below:




  *  A 3-face containing p.


  *  A normal 4-face where all incident vertices are low.


  *  A 3-face incident to at most one high vertex.


  *  A diamond  xz_1yz_2 where d(z_1) = d(z_2) =3 and d(x)=d(y) = 4.


  *  A diamond  xz_1yz_2 where d(y) = 4 and d(x) = 3.


  *  
A facial K_4 wxyz where w is the internal vertex, and at least one of x, y, and z has degree at most 4.






    < g r a p h i c s >

Simple reducible configurations.
  









    < g r a p h i c s >

Compound reducible configurations.
  






  *  A facial K_4 wxyz where w is the internal vertex, the vertex z has degree exactly five, and the other two neighbors u,v of z bound a bad 3-face zvu.



  *  A diamond  xz_1yz_2 where d(z_1)=d(z_2) = 3, d(x) = 4, d(y) = 5, and the other two neighbors u,v of y form a bad 3-face yvu.


  *  A diamond  xz_1yz_2 where d(x) = 3, d(y) = 5, and the other two neighbors u,v of y form a bad 3-face yvu.


  *  A diamond  xz_1yz_2 where d(z_2) = 3, d(x) = d(y) = d(z_1) = 4, and the other two neighbors u,v of z_1 form a bad 3-face z_1vu.


  *  A bad 3-face xyz and a normal 4-face wuvx where d(x)=4 and x is the only high vertex incident to the 4-face.


  *  Two 3-faces xyz and xuv where d(x)=4 and d(y) = d(v) = 3.


  *  
Three 3-faces xyz, xuv, vpq, where d(y) = d(p) = 3 and d(x) = d(v) = 4.


  *  A diamond xz_1yz_2 where xy is an edge, d(z_1) = 3, d(y) = 4, d(x) = 5, and d(z_2) = 4, where x and z_2 are each incident to a bad 3-face.


  *  A diamond xz_1yz_2 where xy is an edge, d(z_1) = 3 and d(y) = d(x) = d(z_2) = 4, where z_2 is incident to a good 3-face z_2uv with d(v) = 4 and v is incident to another bad 3-face.


  *  A diamond xz_1yz_2 where xy is an edge, d(z_1) = 3,  d(x) = 5, and d(y) = d(z_2) = 4, where x is incident to a bad 3-face and z_2 is incident to a good 3-face z_2uv with d(v) = 4 and v is incident to another bad 3-face.


",prime
definition + emph{},1611.01788#thesis.tex,,FALSE,"
    An ideal primeideal⊆ M is prime if M∖ is a monoid. Equivalently, if for any a, b∈ M such that a+b∈ we have that a∈ or b∈.",prime
definition + emph{},1804.01616#Prime_Trees.tex,,FALSE,"A parking function (T,s) is prime if, for every non-root vertex v ∈ [n], we have |T_v| < |{i : s_i ∈ T_v}|.",prime
definition + emph{},1101.5211#wl_gi_arxiv.tex,,FALSE,"
 A subgraph S ⊆ G will be termed prime if it has no proper, non-trivial CWS subgraphs, and is itself a non-trivial CWS subgraphs of G. This is defined implicitly with respect to the k-dim WL method.",prime
definition + emph{},1907.07616#SL2Plethysms8+.tex,,FALSE,"A plethystic equivalence λℓmμ is prime if 
ℓ≥ℓ(λ) and m ≥ℓ(μ).",prime
definition + emph{},1001.2193#GHilb_revised.tex,,FALSE,"
A  Γ is called primitive if it has a y-valley
equal to x^i_y and a z-valley equal to x^i_z for some
nonnegative i_y,i_z.",primitive
definition + emph{},1912.04494#McNuggetsII.tex,,FALSE,"
Given a numerical semigroup S =, we say n ∈ S is primitive if there exist z_1, z_2 ∈Z(n) such that (z_1,z_2) is minimal in M_S under ≼_S.",primitive
definition + emph{},1612.03759#PPP_fpsac_2017.tex,,FALSE,"
    Let P be a PPP. P is primitive iff its intrinsic thickness is
    less or equal to the width of its trunk PPP.",primitive
definition + textit{},1912.10571#1912.10571.tex,,FALSE,A distance-regular graph X of diameter d is called primitive if for each i∈ [d] the distance-i graph X_i of X is connected.,primitive
definition + emph{},0911.4462#0911.4462.tex,,FALSE,"A polynomial F ∈[u_1, …, u_n] is primitive if no u_i divides F for i ∈ [1, n].",primitive
definition + emph{},1609.04299#1609.04299.tex,,FALSE,"The prism graph can be defined as the cartesian product C_n× P_2 of a cycle on n vertices with a path of length 2. The vertex set is V(C_n× P_2)={u_iv_i:1≤ i≤ n} and the edge set is
E(C_n× P_2)={u_iu_i+1,v_iv_i+1:1≤ i≤ n}∪{u_iv_i:1≤ i≤ n}


where i is calculated modulo n. The orders of the vertex set and the edge set are 2n and 3n respectively.",prism
definition + emph{},0908.1956#0908.1956.tex,,FALSE,"
Let X⊆ Q_n be a proper cubical complex.  The prism
over X is the subcomplex of Q_n+1 defined by
  
    X = {f=(f_1,…,f_n+1)∈ Q_n+1 (f_1,…,f_n)∈ X}.
",prism
definition + emph{},1204.1402#argthesis.tex,,FALSE,"
  For two species F and G, define their product to be the species F · G given by F · GA = ∑_A = B ⊔ C F B× G C.",product
definition + emph{},1906.03170#Subdivision_5-31-19.tex,,FALSE,"
Given functions of digital images f_i  X_i → Y_i for i = 1, …, n, we define the product function


    f_1 ×⋯× f_n  X_1 ×⋯×  X_n → Y_1 ×⋯× Y_n


as (f_1 ×⋯× f_n) (x_1, …, x_n) = (f_1(x_1), …, f_n(x_n) ).",product
definition + emph{},1604.03999#1604.03999.tex,,FALSE," For A,B∈ T define AB∈ T, the product of A and B, to be the tree obtained by replacing each leaf of A of color w∈ F by wB.",product
definition + emph{},1312.0542#1312.0542.tex,,FALSE,"Let F and G be species. Then their product F·G is the species such that:

    (F·G)[U]    = ⋃_S ⊆ UF[S] ×G[U ∖ S] 
       = {(s, t) :  S ⊆ U  s ∈F[S]  t ∈G[U ∖ S] },

and

    (F·G)[σ](s, t) = (F[σ_1](s), G[σ_2](t)),

where σ_1 and σ_2 are the restrictions of σ to the label sets of s and t respectively.",product
definition + emph{},0803.2138#minstable.tex,,FALSE,"For pairwise disjoint sets B_1,…,B_k⊆ X and tournaments T̃=({1,…,k},≻̃), T_1=(B_1,≻_1), …, T_k=(B_k,≻_k), the product of T_1,…,T_k with respect to T̃, denoted by Π(T̃,T_1,…,T_k), is a tournament (A,≻) such that A=⋃_i=1^kB_i and for all b_1∈ B_i, b_2∈ B_j, 

    b_1≻ b_2    if and only if    i=j  and  b_1≻_i b_2 , or  i j  and  i≻̃ j.

",product
definition + emph{},1905.07783#DHT_5-15-19.tex,,FALSE,"[digital products]
The product of digital images X and Y is the Cartesian product of sets X × Y with the adjacency relation (x, y) ∼_X × Y (x', y') when x∼_X x'  and y ∼_Y y'.",product
definition + textit{},1601.07466#1601.07466.tex,,FALSE,"
We define the product λλ' of two partitions λ,λ'∈𝒫 as the multi-set union of their parts listed in weakly decreasing order, e.g. (5,3,2,2)(4,2,1,1)=(5,4,3,2,2,2,1,1). The empty partition ∅ serves as the multiplicative identity.",product
definition + emph{},1204.4583#macdonald-case.tex,,FALSE,The profile of a minimal family of m non-intersecting lattice paths is the binary string associated to the mth path.,profile
definition + emph{},1703.01761#1703.01761.tex,,FALSE,"The profile of S is the (q-1)-uple

    (p_1,…,p_q-1)  ∈ ^q-1.
",profile
definition + emph{},1512.05878#GenVamosArxiv.tex,,FALSE,"An element in Λ_+ is a projection if its eigenvalues are contained in {0,1}.",projection
