CATEGORIES,DD_PAGE_TITLE,DEFINITION,DEF_PAGE_TITLE,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEFINITION,TERM
"['Definitions/Adjoints', 'Definitions/Linear Transformations on Hilbert Spaces']",Definition:Adjoint,"Let $mathcal H$ and $mathcal K$ be Hilbert spaces.

Let $mathcal B left(   right){mathcal H, mathcal K}$ be the set of bounded linear transformations from $mathcal H$ to $mathcal K$.

Let $A in mathcal B left(   right){mathcal H, mathcal K}$ be a bounded linear transformation.


By Existence and Uniqueness of Adjoint, there exists a unique bounded linear transformation $A^* in mathcal B left(   right){mathcal K, mathcal H}$ such that:

:$forall h in mathcal H, k in mathcal K: {leftlangle A left(   right)h,   rightrangle k}_mathcal K = {leftlangle h,   rightrangle{A^* left(   right)k} }_mathcal H$

where $leftlangle cdot,   rightranglecdot_mathcal H$ and $leftlangle cdot,   rightranglecdot_mathcal K$ are inner products on $mathcal H$ and $mathcal K$ respectively.


$A^*$ is called the adjoint of $A$.


The operation of assigning $A^*$ to $A$ may be referred to as adjoining.",Definition:Adjoint Linear Transformation,,FALSE,"Let ℋ and 𝒦 be Hilbert spaces.

Let ℬ(   )ℋ, 𝒦 be the set of bounded linear transformations from ℋ to 𝒦.

Let A ∈ℬ(   )ℋ, 𝒦 be a bounded linear transformation.


By Existence and Uniqueness of Adjoint, there exists a unique bounded linear transformation A^* ∈ℬ(   )𝒦, ℋ such that:

:∀ h ∈ℋ, k ∈𝒦: ⟨ A (   )h,   ⟩ k_𝒦 = ⟨ h,   ⟩A^* (   )k_ℋ

where ⟨·,   ⟩·_ℋ and ⟨·,   ⟩·_𝒦 are inner products on ℋ and 𝒦 respectively.


A^* is called the adjoint of A.


The operation of assigning A^* to A may be referred to as adjoining.",Adjoint
['Definitions/Galois Connections'],Definition:Adjoint,"Let $left( S, preceq right)$ and $left( T, precsim right)$ be ordered sets.

Let $g: S to T$, $d: T to S$ be mappings.

Let $left( g, d right)$ be a Galois connection.


Then:

:$g$ is called the upper adjoint of the Galois connection.
",Definition:Galois Connection/Upper Adjoint,,FALSE,"Let ( S, ≼) and ( T, ≾) be ordered sets.

Let g: S → T, d: T → S be mappings.

Let ( g, d ) be a Galois connection.


Then:

:g is called the upper adjoint of the Galois connection.
",Adjoint
['Definitions/Galois Connections'],Definition:Adjoint,"Let $left( S, preceq right)$ and $left( T, precsim right)$ be ordered sets.

Let $g: S to T$, $d: T to S$ be mappings.

Let $left( g, d right)$ be a Galois connection.


Then:

:$d$ is called the lower adjoint of the Galois connection.
",Definition:Galois Connection/Lower Adjoint,,FALSE,"Let ( S, ≼) and ( T, ≾) be ordered sets.

Let g: S → T, d: T → S be mappings.

Let ( g, d ) be a Galois connection.


Then:

:d is called the lower adjoint of the Galois connection.
",Adjoint
['Definitions/Category Theory'],Definition:Adjoint,"
",Definition:Adjoint Functor,,,"
",Adjoint
['Definitions/Category Theory'],Definition:Adjoint,"Let $mathbf C$, $mathbf D$ be locally small categories.

Let $F : mathbf D to mathbf C$ and $G : mathbf C to mathbf D$ be functors.

$F$ is a left adjoint functor of $G$  there exists an adjunction $left( F, G, alpha right)$.",Definition:Left Adjoint Functor,,FALSE,"Let 𝐂, 𝐃 be locally small categories.

Let F : 𝐃→𝐂 and G : 𝐂→𝐃 be functors.

F is a left adjoint functor of G  there exists an adjunction ( F, G, α).",Adjoint
['Definitions/Category Theory'],Definition:Adjoint,"Let $mathbf C$, $mathbf D$ be locally small categories.

Let $F : mathbf D to mathbf C$ and $G : mathbf C to mathbf D$ be functors.

$G$ is a right adjoint functor of $F$  there exists an adjunction $left( F, G, alpha right)$.
",Definition:Right Adjoint Functor,,FALSE,"Let 𝐂, 𝐃 be locally small categories.

Let F : 𝐃→𝐂 and G : 𝐂→𝐃 be functors.

G is a right adjoint functor of F  there exists an adjunction ( F, G, α).
",Adjoint
"['Definitions/Algebraic Geometry', 'Definitions/Affine Geometry']",Definition:Affine,"Let $K$ be a field.

Let $A = K left[ X_1, ldots, X_n right]$ be the ring of polynomial functions in $n$ variables over $K$.


Then a subset $X subseteq K^n$ is an affine algebraic set  it is the zero locus of some set $T subseteq A$.",Definition:Affine Algebraic Set,,FALSE,"Let K be a field.

Let A = K [ X_1, …, X_n ] be the ring of polynomial functions in n variables over K.


Then a subset X ⊆ K^n is an affine algebraic set  it is the zero locus of some set T ⊆ A.",Affine
['Definitions/Algebraic Geometry'],Definition:Affine,"Let $K$ be a field.

Let $A = K left[ X_1, ldots, X_n right]$ be the ring of polynomial functions in $n$ variables over $K$.


Then a subset $X subseteq K^n$ is an affine algebraic set  it is the zero locus of some set $T subseteq A$.
",Definition:Affine Algebraic Variety,,FALSE,"Let K be a field.

Let A = K [ X_1, …, X_n ] be the ring of polynomial functions in n variables over K.


Then a subset X ⊆ K^n is an affine algebraic set  it is the zero locus of some set T ⊆ A.
",Affine
['Definitions/Schemes'],Definition:Affine,An affine scheme is a ringed space which is isomorphic to the spectrum of a commutative ring with unity.,Definition:Affine Scheme,,FALSE,An affine scheme is a ringed space which is isomorphic to the spectrum of a commutative ring with unity.,Affine
['Definitions/Monoids'],Definition:Affine,"An affine monoid is a monoid that is:
: finitely generated
and:
: isomorphic to a submonoid of a free abelian group $mathbb Z^d$, for some $d in mathbb Z_{ge 0}$.",Definition:Affine Monoid,,FALSE,"An affine monoid is a monoid that is:
: finitely generated
and:
: isomorphic to a submonoid of a free abelian group ℤ^d, for some d ∈ℤ_≥ 0.",Affine
['Definitions/Applied Mathematics'],Definition:Age,"The age of a physical object is defined as the period of time over which it has been in existence.


Category:Definitions/Applied Mathematics
",Definition:Age (Time),,FALSE,"The age of a physical object is defined as the period of time over which it has been in existence.


Category:Definitions/Applied Mathematics
",Age
['Definitions/Model Theory for Predicate Logic'],Definition:Age,"Let $mathcal M$ be an $mathcal L$-structure.


An age of $mathcal M$ is a class $K$ of $mathcal L$-structures such that:
* if $mathcal A$ is a finitely generated $mathcal L$-structure such that there is an $mathcal L$-embedding $mathcal A to mathcal M$, then $mathcal A$ is isomorphic to some structure in $K$,
* no two structures in $K$ are isomorphic, and
* $K$ does not contain any structures which are not finitely generated or do not embed into $mathcal M$.

That is, $K$ is an age of $mathcal M$  it contains exactly one representative from each isomorphism type of the finitely-generated structures that embed into $mathcal M$.



Category:Definitions/Model Theory for Predicate Logic",Definition:Age (Model Theory),,FALSE,"Let ℳ be an ℒ-structure.


An age of ℳ is a class K of ℒ-structures such that:
* if 𝒜 is a finitely generated ℒ-structure such that there is an ℒ-embedding 𝒜→ℳ, then 𝒜 is isomorphic to some structure in K,
* no two structures in K are isomorphic, and
* K does not contain any structures which are not finitely generated or do not embed into ℳ.

That is, K is an age of ℳ  it contains exactly one representative from each isomorphism type of the finitely-generated structures that embed into ℳ.



Category:Definitions/Model Theory for Predicate Logic",Age
"['Definitions/Parenthesis', 'Definitions/Symbolic Logic', 'Definitions/Algebra', 'Definitions/Arithmetic']",Definition:Aggregation,"Parenthesis is a syntactical technique to disambiguate the meaning of a logical formula.

It allows one to specify that a logical formula should (temporarily) be regarded as being a single entity, being on the same level as a statement variable.

Such a formula is referred to as being in parenthesis.

Typically, a formal language, in defining its formal grammar, ensures by means of parenthesis that all of its well-formed words are uniquely readable.


Generally, brackets are used to indicate that certain formulas are in parenthesis.

The brackets that are mostly used are round ones, the left (round) bracket $($ and the right (round) bracket $)$.",Definition:Parenthesis,,FALSE,"Parenthesis is a syntactical technique to disambiguate the meaning of a logical formula.

It allows one to specify that a logical formula should (temporarily) be regarded as being a single entity, being on the same level as a statement variable.

Such a formula is referred to as being in parenthesis.

Typically, a formal language, in defining its formal grammar, ensures by means of parenthesis that all of its well-formed words are uniquely readable.


Generally, brackets are used to indicate that certain formulas are in parenthesis.

The brackets that are mostly used are round ones, the left (round) bracket ( and the right (round) bracket ).",Aggregation
"['Definitions/Set Theory', 'Definitions/Sets']",Definition:Aggregation,"A set is intuitively defined as any aggregation of objects, called elements, which can be precisely defined in some way or other.

We can think of each set as a single entity in itself, and we can denote it (and usually do) by means of a single symbol.


That is, anything you care to think of can be a set. This concept is known as the .


However, there are problems with the . If we allow it to be used without any restrictions at all, paradoxes arise, the most famous example probably being Russell's Paradox.


Hence some sources define a set as a  'well-defined' collection of objects, leaving the concept of what constitutes well-definition to later in the exposition.",Definition:Set,,FALSE,"A set is intuitively defined as any aggregation of objects, called elements, which can be precisely defined in some way or other.

We can think of each set as a single entity in itself, and we can denote it (and usually do) by means of a single symbol.


That is, anything you care to think of can be a set. This concept is known as the .


However, there are problems with the . If we allow it to be used without any restrictions at all, paradoxes arise, the most famous example probably being Russell's Paradox.


Hence some sources define a set as a  'well-defined' collection of objects, leaving the concept of what constitutes well-definition to later in the exposition.",Aggregation
"['Definitions/Aggregations (Physics)', 'Definitions/Physics', 'Definitions/Applied Mathematics']",Definition:Aggregation,"An aggregation, in the context of physics, is a set of bodies (but usually particles) all of which are under the same or similar conditions, and which are assumed to behave (in certain aspects) as one body.

The concept is deliberately left vague.",Definition:Aggregation (Physics),,FALSE,"An aggregation, in the context of physics, is a set of bodies (but usually particles) all of which are under the same or similar conditions, and which are assumed to behave (in certain aspects) as one body.

The concept is deliberately left vague.",Aggregation
['Definitions/Branches of Mathematics'],Definition:Algebra,"Algebra is the branch of mathematics which studies the techniques of manipulation of objects and expressions.
",Definition:Algebra (Mathematical Branch),mathematics,TRUE,"Algebra is the branch of mathematics which studies the techniques of manipulation of objects and expressions.
",Algebra
