,title,term,definition,pred
1143,Definition:Cancellable Element/Left Cancellable,Left Cancellable,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is left cancellable  if and only if :

:∀ a, b ∈ S: x ∘ a = x ∘ b  a = b",Definition:Cancellable Element/Left Cancellable
1144,Definition:Left Cancellable Operation,Left Cancellable,"Let ( S, ∘) be an algebraic structure.


The operation ∘ in ( S, ∘) is left cancellable  if and only if :
:∀ a, b, c ∈ S: a ∘ b = a ∘ c  b = c

That is,  if and only if  all elements of ( S, ∘) are left cancellable.",Definition:Left Cancellable Operation
1145,Definition:Left Cancellable Mapping,Left Cancellable,"A mapping f: Y → Z is left cancellable (or left-cancellable)  if and only if :

:∀ X: ∀( g_1, g_2: X → Y ): f ∘ g_1 = f ∘ g_2  g_1 = g_2

That is, for any set X, if g_1 and g_2 are mappings from X to Y:
:If f ∘ g_1 = f ∘ g_2
:then g_1 = g_2.",Definition:Left Cancellable Mapping
1146,Definition:Linear Measure/Height,Height,"Height, like depth, is used as a term for linear measure in a dimension perpendicular to both length and breadth.


However, whereas depth has connotations of down, height is used for distances up from the plane.


=== Euclidean Definition ===

When discussing the size and shape of a general polygon, the words height and width are often seen.

The height of a polygon is the linear measure going up the page.


 
: 
:The height of any figure is the perpendicular drawn from the vertex to the base.
 ”
 

In contrast, the width is the linear measure going across the page.",Definition:Linear Measure/Height
1147,Definition:Triangle (Geometry)/Height,Height,"The height of a triangle is the length of a perpendicular from the apex to whichever side has been chosen as its base.


That is, the length of the altitude so defined.


:

Thus the length of the altitude h_a so constructed is called the height of ABC.",Definition:Triangle (Geometry)/Height
1148,Definition:Polygon/Height,Height,"The height of a polygon is the length of a perpendicular from the base to the vertex most distant from the base.


 
: 
:The height of any figure is the perpendicular drawn from the vertex to the base.
 ”
 ",Definition:Polygon/Height
1149,Definition:Cone (Geometry)/Height,Height,":

Let a perpendicular AE be dropped from the apex of a cone to the plane containing its base.

The length h of the line AE is the height of the cone.",Definition:Cone (Geometry)/Height
1150,Definition:Height of Prime Ideal,Height,"Let A be a commutative ring with unity.

Let 𝔭 be a prime ideal in A.


The height of 𝔭 is the supremum over all n such that there exists a chain of prime ideals:

:𝔭_0 ⫋𝔭_1 ⫋⋯⫋𝔭_n = 𝔭


It is denoted by:
:ht(   )𝔭

 ",Definition:Height of Prime Ideal
1151,Definition:Height of Proper Ideal,Height,"Let A be a commutative ring with unity.

Let I be a proper ideal in A.


The height of I is defined as:
:ht(   )I := inf{ht(   )𝔭 : 𝔭∈Spec( A )  s.t.  I ⊆𝔭}
where:
:ht(   )𝔭 is the height of 𝔭
:Spec( A ) is the prime spectrum of A",Definition:Height of Proper Ideal
1152,Definition:Empty Class (Class Theory),Empty Class,"A class is defined as being empty  if and only if  it has no elements.

That is:
:∀ x: x ∉ A
or:
:∃ x: x ∈ A


The empty class is usually denoted ∅ or ∅.

On   the preferred symbol is ∅.",Definition:Empty Class (Class Theory)
1153,Definition:Class Interval/Empty,Empty Class,A class interval is empty  if and only if  it is of frequency zero.,Definition:Class Interval/Empty
1154,Definition:Order Completion,Completion,"Let ( S, ≼_S ) be an ordered set.


An ordered set ( T, ≼_T ) is an order completion of S  if and only if :

:(1):   S ⊆ T

:(2):  ≼_T _S = ≼_S, where  denotes restriction

:(3):  ( T, ≼_T ) is a complete ordered set

:(4): For all ordered sets ( T', ≼_T') satisfying (1), (2) and (3), there is a unique increasing injection ϕ: T' → T",Definition:Order Completion
1155,Definition:Completion (Measure Space),Completion,"Let ( X, x3a3, μ), ( X̃, x3a3^*, μ̅) be measure spaces.

Then:
:( X̃, x3a3^*, μ̅) is a completion of ( X, x3a3, μ)
or:
:( X̃, x3a3^*, μ̅) completes ( X, x3a3, μ)

 if and only if  the following conditions hold:

:(1):   ( X̃, x3a3^*, μ̅) is a complete measure space
:(2):   X̃ = X
:(3):   x3a3 is a sub-σ-algebra of x3a3^*
:(4):   ∀ E ∈x3a3: μ̅(   )E = μ(   )E, that is: μ̅_x3a3 = μ",Definition:Completion (Measure Space)
1156,Definition:Completion (Metric Space),Completion,"Let M_1 = ( A, d ) and M_2 = ( Ã, d̃) be metric spaces.

Then M_2 is a completion of M_1, or M_2 completes M_1,  if and only if :
:(1):    M_2 is a complete metric space
:(2):    A ⊆Ã
:(3):    A is dense in M_2
:(4):   ∀ x, y ∈ A : d̃(   )x, y = d (   )x, y. In terms of restriction of functions, this says that d̃_A(   )= d.


It is immediate from this definition that a completion of a metric space M_1 consists of:
:A complete metric space M_2
:An isometry ϕ : A →Ã
such that ϕ(   )A = {ϕ(   )x: x ∈ A } is dense in M_2.

An isometry is often required to be bijective, so here one should consider ϕ as a mapping from A to the image of ϕ.

Therefore to insist that ϕ be an isometry, in this context, is to say that ϕ must be an injection that preserves the metric of M_1.",Definition:Completion (Metric Space)
1157,Definition:Completion (Normed Division Ring),Completion,"Let ( R_1, ‖ · ‖_1 ) and ( R_2, ‖ · ‖_2 ) be normed division rings.

Let M_1 = ( R_1, d_1 ) and M_2 = ( R_2, d_2 ) be the metric spaces where d_1: R_1 × R_1 →ℝ_≥ 0 and d_2: R_2 × R_2 →ℝ_≥ 0 are the metrics induced by ‖ · ‖_1 and ‖ · ‖_2 respectively.


Then ( R_2, ‖ · ‖_2 ) is a completion of ( R_1, ‖ · ‖_1 )  if and only if :
:(1): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(2):    M_2 is a metric completion of ϕ(   )M_1.


That is, ( R_2, ‖ · ‖_2 ) is a completion of ( R_1,‖ · ‖_1 )  if and only if :
:(a):    M_2 is a complete metric space
:(b): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(c):   ϕ(   )R_1 is a dense subspace in M_2.",Definition:Completion (Normed Division Ring)
1158,Definition:Subdivision (Real Analysis),Subdivision,"Let [ a  . . ]b be a closed interval of the set ℝ of real numbers.


=== Finite ===
Let [ a  . . ]b be a closed interval of the set ℝ of real numbers.


Let x_0, x_1, x_2, …, x_n - 1, x_n be points of ℝ such that:

:a = x_0 < x_1 < x_2 < ⋯ < x_n - 1 < x_n = b


Then { x_0, x_1, x_2, …, x_n - 1, x_n } form a finite subdivision of [ a  . . ]b.


=== Normal Subdivision ===
Let [ a  . . ]b be a closed interval of the set ℝ of real numbers.

Let P = { x_0, x_1, x_2, …, x_n - 1, x_n } form a (finite) subdivision of [ a  . . ]b.


P is a normal subdivision of [ a  . . ]b  if and only if :
:the length of every interval of the form [ x_i  . . ]x_i + 1 is the same as every other.


That is,  if and only if :

:∃ c ∈ℝ_> 0: ∀ i ∈ℕ_< n: x_i + 1 - x_i = c

=== Infinite ===
Let [ a  . . ]b be a closed interval of the set ℝ of real numbers.


Let x_0, x_1, x_2, … be an infinite number of points of ℝ such that:

:a = x_0 < x_1 < x_2 < ⋯ < x_n - 1 < …≤ b


Then { x_0, x_1, x_2, …} forms an infinite subdivision of [ a  . . ]b.


 ",Definition:Subdivision (Real Analysis)
1159,Definition:Subdivision (Graph Theory)/Edge,Subdivision,"Let G = ( V, E ) be a graph.


The edge subdivision operation for an edge { u, v }∈ E is the deletion of { u, v } from G and the addition of two edges { u, w } and { w, v } along with the new vertex w. 


This operation generates a new graph H:
:H = ( V ∪{ w }, ( E ∖{ u, v }) ∪{{ u, w }, { w, v }})",Definition:Subdivision (Graph Theory)/Edge
1160,Definition:Subdivision (Graph Theory)/Graph,Subdivision,"Let G = ( V, E ) be a graph.


A graph which has been derived from G by a sequence of edge subdivision operations is called a subdivision of G.",Definition:Subdivision (Graph Theory)/Graph
1161,Definition:Discontinuous Mapping/Real Function/Point,Discontinuous,"Let A ⊆ℝ be a subset of the real numbers.

Let f : A →ℝ be a real function.

Let a∈ A.


Then f is discontinuous at a  if and only if  f is not continuous at a.",Definition:Discontinuous Mapping/Real Function/Point
1162,Definition:Discontinuous Mapping/Topological Space/Point,Discontinuous,"Let T_1 = ( A_1, τ_1 ) and T_2 = ( A_2, τ_2 ) be topological spaces.

Let f: A_1 → A_2 x ∈ T_1 be a mapping from A_1 to A_2.


Then by definition f is continuous at x if for every neighborhood N of f (   )x there exists a neighborhood M of x such that f [ M ] ⊆ N.

Therefore, f is discontinuous at x if for some neighborhood N of f (   )x and every neighborhood M of x:
:f [ M ] ⊈ N

The point x is called a discontinuity of f.",Definition:Discontinuous Mapping/Topological Space/Point
1163,Definition:Conic Section/Focus,Focus,"Let 𝒦 be a conic section specified in terms of:
:a given straight line D
:a given point F
:a given constant ϵ

where K is the locus of points P such that the distance p from P to D and the distance q from P to F are related by the condition:
:q = ϵ  p


The point F is known as the focus of 𝒦.",Definition:Conic Section/Focus
1164,Definition:Ellipse/Focus,Focus,"Let K be an ellipse specified in terms of:
:a given straight line D
:a given point F
:a given constant ϵ such that 0 < ϵ < 1

where K is the locus of points P such that the distance p from P to D and the distance q from P to F are related by the condition:
:q = ϵ  p


The point F is known as the focus of the ellipse.",Definition:Ellipse/Focus
1165,Definition:Parabola/Focus,Focus,":


Let K be a parabola specified in terms of:
:a given straight line D
:a given point F

where K is the locus of points P such that the distance p from P to D equals the distance q from P to F:
:p = q


The point F is known as the focus of the parabola.",Definition:Parabola/Focus
1166,Definition:Hyperbola/Focus,Focus,":


Let K be a hyperbola specified in terms of:
:a given straight line D
:a given point F
:a given constant ϵ such that ϵ > 1

where K is the locus of points P such that the distance p from P to D and the distance q from P to F are related by the condition:
:q = ϵ  p


The point F_1 is known as a focus of the hyperbola.

The symmetrically-positioned point F_2 is also a focus of the hyperbola.",Definition:Hyperbola/Focus
1167,Definition:Isomorphism (Abstract Algebra)/Group Isomorphism,Isomorphism,"Let ( G, ∘) and ( H, * ) be groups.

Let ϕ: G → H be a (group) homomorphism.


Then ϕ is a group isomorphism  if and only if  ϕ is a bijection.


That is, ϕ is a group isomorphism  if and only if  ϕ is both a monomorphism and an epimorphism.


If G is isomorphic to H, then the notation G ≅ H can be used (although notation varies).",Definition:Isomorphism (Abstract Algebra)/Group Isomorphism
1168,Definition:Isomorphism (Abstract Algebra)/Ring Isomorphism,Isomorphism,"Let ( R, +, ∘) and ( S, ⊕, * ) be rings.

Let ϕ: R → S be a (ring) homomorphism.


Then ϕ is a ring isomorphism  if and only if  ϕ is a bijection.

That is, ϕ is a ring isomorphism  if and only if  ϕ is both a monomorphism and an epimorphism.",Definition:Isomorphism (Abstract Algebra)/Ring Isomorphism
1169,Definition:Isomorphism (Abstract Algebra)/R-Algebraic Structure Isomorphism,Isomorphism,"Let ( S, ∗_1, ∗_2, …, ∗_n, ∘)_R and ( T, ⊙_1, ⊙_2, …, ⊙_n, ⊗)_R be R-algebraic structures.

Let ϕ: S → T be an R-algebraic structure homomorphism.


Then ϕ is an R-algebraic structure isomorphism  if and only if  ϕ is a bijection.


=== Module Isomorphism ===
Let R be a ring.

Let ( G, +_G, ∘)_R and ( H, +_H, ∘)_R be R-modules.

Let ϕ: G → H be a module homomorphism.


Then ϕ is a module isomorphism  if and only if  ϕ is a bijection.

=== Vector Space Isomorphism ===
Let ( V, +, ∘) and ( W, +', ∘' ) be K-vector spaces.

Then ϕ: V → W is a vector space isomorphism  if and only if :

:(1):   ϕ is a bijection
:(2):   ∀𝐱, 𝐲∈ V: ϕ(   )𝐱 + 𝐲 = ϕ(   )𝐱 +' ϕ(   )𝐲
:(3):   ∀𝐱∈ V: ∀λ∈ K: ϕ(   )λ𝐱 = λϕ(   )𝐱


Category:Definitions/Isomorphisms (Abstract Algebra)
Category:Definitions/R-Algebraic Structure Isomorphisms
Category:Definitions/Linear Algebra",Definition:Isomorphism (Abstract Algebra)/R-Algebraic Structure Isomorphism
1170,Definition:Relation Isomorphism,Isomorphism,"Let ( S_1, ℛ_1 ) and ( S_2, ℛ_2 ) be relational structures.

Let there exist a bijection ϕ: S_1 → S_2 such that:
:(1):   ∀( s_1, t_1 ) ∈ℛ_1: ( ϕ(   )s_1, ϕ(   )t_1) ∈ℛ_2
:(2):   ∀( s_2, t_2 ) ∈ℛ_2: ( ϕ^-1(   )s_2, ϕ^-1(   )t_2) ∈ℛ_1


Then ( S_1, ℛ_1 ) and ( S_2, ℛ_2 ) are isomorphic, and this is denoted S_1 ≅ S_2.


The function ϕ is called a relation isomorphism, or just an isomorphism, from ( S_1, ℛ_1 ) to ( S_2, ℛ_2 ).",Definition:Relation Isomorphism
1171,Definition:Order Isomorphism,Isomorphism,"Let ( S, ≼_1 ) and ( T, ≼_2 ) be ordered sets.

=== Definition 1 ===
Let ( S, ≼_1 ) and ( T, ≼_2 ) be ordered sets.


Let ϕ: S → T be a bijection such that:

:ϕ: S → T is order-preserving
:ϕ^-1: T → S is order-preserving.

Then ϕ is an order isomorphism.


That is, ϕ is an order isomorphism  if and only if :

:ϕ is bijective
:∀ x, y ∈ S: x ≼_1 y ϕ(   )x ≼_2 ϕ(   )y
:∀ p, q ∈ T: p ≼_2 q ϕ^-1(   )p ≼_1 ϕ^-1(   )q

So an order isomorphism can be described as a bijection that preserves ordering in both directions.

=== Definition 2 ===
Let ( S, ≼_1 ) and ( T, ≼_2 ) be ordered sets.


Let ϕ: S → T be a surjective order embedding.

Then ϕ is an order isomorphism.


That is, ϕ is an order isomorphism  if and only if :

:(1):   ϕ is surjective
:(2):   ∀ x, y ∈ S: x ≼_1 y ϕ(   )x ≼_2 ϕ(   )y

=== Definition 3 ===
Let ( S, ≼_1 ) and ( T, ≼_2 ) be ordered sets.


Let ϕ: S → T be a bijection such that:
:∀ x, y ∈ S: x ≼_1 y ϕ(   )x ≼_2 ϕ(   )y

Then ϕ is an order isomorphism.

=== Well-Orderings ===

When ≼_1 and ≼_2 are well-orderings, the condition on the order preservation can be relaxed:

Let ( S, ≼_1 ) and ( T, ≼_2 ) be well-ordered sets.

Let ϕ: S → T be a bijection such that ϕ: S → T is order-preserving:
:∀ x, y ∈ S: x ≼_1 y ϕ(   )x ≼_2 ϕ(   )y


Then ϕ is an order isomorphism.


Two well-ordered sets ( S, ≼_1 ) and ( T, ≼_2 ) are (order) isomorphic  if and only if  there exists such an order isomorphism between them.

Thus ( S, ≼_1 ) is described as (order) isomorphic to (or with) ( T, ≼_2 ), and vice versa.

This may be written ( S, ≼_1 ) ≅( T, ≼_2 ).


Where no confusion is possible, it may be abbreviated to S ≅ T.


=== Class-Theoretical Definition ===
 
Let ( A, ≼_1 ) and ( B, ≼_2 ) be well-ordered classes.

Let ϕ: A → B be a bijection such that ϕ: A → B is order-preserving:
:∀ x, y ∈ S: x ≼_1 y ϕ(   )x ≼_2 ϕ(   )y


Then ϕ is an order isomorphism.",Definition:Order Isomorphism
1172,Definition:Isomorphism (Abstract Algebra)/Ordered Structure Isomorphism,Isomorphism,"An ordered structure isomorphism from an ordered structure ( S, ∘, ≼) to another ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): An isomorphism, that is a bijective homomorphism, from the structure ( S, ∘) to the structure ( T, * )
:(2): An order isomorphism from the ordered set ( S, ≼) to the ordered set ( T, ≼).


=== Ordered Semigroup Isomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered semigroups.


An ordered semigroup isomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A semigroup isomorphism from the semigroup ( S, ∘) to the semigroup ( T, * )

:(2): An order isomorphism from the ordered set ( S, ≼) to the ordered set ( T, ≼).

=== Ordered Group Isomorphism ===
Let (S, ∘, ≼) and (T, *, ≼) be ordered groups.


An ordered group isomorphism from (S, ∘, ≼) to (T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A group isomorphism from the group (S, ∘) to the group (T, *)

:(2): An order isomorphism from the ordered set (S, ≼) to the ordered set (T, ≼).

=== Ordered Ring Isomorphism ===
Let ( S, +, ∘, ≼) and ( T, ⊕, *, ≼) be ordered rings.


An ordered ring isomorphism from ( S, +, ∘, ≼) to ( T, ⊕, *, ≼) is a mapping ϕ: S → T that is both:

:(1): An ordered group isomorphism from the ordered group ( S, +, ≼) to the ordered group ( T, ⊕, ≼)

:(2): A semigroup isomorphism from the semigroup ( S, ∘) to the semigroup ( T, * ).

=== Ordered Field Isomorphism ===
Let ( S, +, ∘, ≼) and ( T, ⊕, *, ≼) be ordered fields.


An ordered field isomorphism from ( S, +, ∘, ≼) to ( T, ⊕, *, ≼) is a mapping ϕ: S → T that is both:

:(1): An ordered group isomorphism from the ordered group ( S, +, ≼) to the ordered group ( T, ⊕, ≼)

:(2): A group isomorphism from the group ( S_ 0, ∘) to the semigroup ( T_ 0, * )

where S_ 0 and T_ 0 denote the sets S and T without the zeros of S and T respectively.",Definition:Isomorphism (Abstract Algebra)/Ordered Structure Isomorphism
1173,Definition:Isomorphism (Category Theory),Isomorphism,"Let 𝐂 be a category, and let X, Y be objects of 𝐂.


A morphism f: X → Y is an isomorphism  if and only if  there exists a morphism g: Y → X such that:

:g ∘ f = I_X
:f ∘ g = I_Y

where I_X denotes the identity morphism on X.

It can be seen that this is equivalent to g being both a retraction and a section of f.


=== Inverse Morphism ===
Let 𝐂 be a metacategory.

Let f: X → Y be a morphism of 𝐂.


A morphism g: Y → X is said to be an inverse (morphism) for f  if and only if :

:g ∘ f = I_X
:f ∘ g = I_Y

where I_X denotes the identity morphism on X.


It follows that f is an isomorphism  if and only if  it has an inverse morphism.",Definition:Isomorphism (Category Theory)
1174,Definition:Isomorphism of Categories,Isomorphism,"Let 𝐂 and 𝐃 be metacategories.

Let F: 𝐂→𝐃 be a functor.


Then F is an isomorphism (of categories)  if and only if  there exists a functor G: 𝐂→𝐃 such that:

:G F: 𝐂→𝐂 is the identity functor I_𝐂
:F G: 𝐃→𝐃 is the identity functor I_𝐃


=== Isomorphic Categories ===
Let 𝐂 and 𝐃 be metacategories.

Let F: 𝐂→𝐃 be an isomorphism of categories.


Then 𝐂 and 𝐃 are said to be isomorphic, and we write 𝐂≅𝐃.",Definition:Isomorphism of Categories
1175,Definition:Isomorphism (Graph Theory),Isomorphism,"Let G = ( V (   )G, E (   )G ) and H = ( V (   )H, E (   )H ) be graphs.

Let there exist a bijection F: V (   )G → V (   )H such that:
:for each edge { u, v }∈ E (   )G, there exists an edge { F (   )u, F (   )v }∈ E (   )H.


That is, that:
:F: V (   )G → V (   )H is a homomorphism, and

:F^-1: V (   )H → V (   )G is a homomorphism.


Then G and H are isomorphic, and this is denoted G ≅ H.

The function F is called an isomorphism from G to H.",Definition:Isomorphism (Graph Theory)
1176,Definition:Isomorphism (Hilbert Spaces),Isomorphism,"Let H, K be Hilbert spaces.

Denote by ⟨·,   ⟩·_H and ⟨·,   ⟩·_K their respective inner products.

An isomorphism between H and K is a map U: H → K, such that:

:(1):    U is a linear map
:(2):    U is surjective
:(3):   ∀ g, h ∈ H: ⟨ g,   ⟩ h_H = ⟨ U g,   ⟩U h_K

These three requirements may be summarized by stating that U be a surjective isometry.

Furthermore, Surjection that Preserves Inner Product is Linear shows that requirement (1) is superfluous.


If such an isomorphism U exists, H and K are said to be isomorphic.


As the name isomorphism suggests, Hilbert Space Isomorphism is Equivalence Relation.",Definition:Isomorphism (Hilbert Spaces)
1177,Definition:Homeomorphism/Topological Spaces,Isomorphism,"Let T_α = ( S_α, τ_α) and T_β = ( S_β, τ_β) be topological spaces.

Let f: T_α→ T_β be a bijection.


=== Definition 1 ===
Let T_α = ( S_α, τ_α) and T_β = ( S_β, τ_β) be topological spaces.

Let f: T_α→ T_β be a bijection.


f is a homeomorphism  if and only if  both f and f^-1 are continuous.

=== Definition 2 ===
Let T_α = ( S_α, τ_α) and T_β = ( S_β, τ_β) be topological spaces.

Let f: T_α→ T_β be a bijection.


f is a homeomorphism  if and only if :
:∀ U ⊆ S_α: U ∈τ_α f [ U ] ∈τ_β


That is, f is a homeomorphism  if and only if :
:for all subsets U of S_α, U is open in T_α  if and only if  f [ U ] is open in T_β.

=== Definition 3 ===
Let T_α = ( S_α, τ_α) and T_β = ( S_β, τ_β) be topological spaces.

Let f: T_α→ T_β be a bijection.


f is a homeomorphism  if and only if  f is both an open mapping and a continuous mapping.

=== Definition 4 ===
Let T_α = ( S_α, τ_α) and T_β = ( S_β, τ_β) be topological spaces.

Let f: T_α→ T_β be a bijection.


f is a homeomorphism  if and only if  f is both a closed mapping and a continuous mapping.",Definition:Homeomorphism/Topological Spaces
1178,Definition:Cubic (Geometry),Cubic,Cubic is an adjective which means in the shape of a cube.,Definition:Cubic (Geometry)
1179,Definition:Cubic Equation,Cubic,"A cubic equation is a polynomial equation of the form:
: a x^3 + b x^2 + c x + d = 0


=== Discriminant ===
 

=== Resolvent Equation ===
Let P be the cubic equation:
:a x^3 + b x^2 + c x + d = 0 with a  0


Let:
:y = x +  b 3 a
:Q = 3 a c - b^29 a^2
:R = 9 a b c - 27 a^2 d - 2 b^354 a^3

Let y = u + v where u v = -Q.


The resolvent equation of the cubic is given by:
:u^6 - 2 R u^3 - Q^3",Definition:Cubic Equation
1180,Definition:Cubic Polynomial,Cubic,A cubic polynomial is a polynomial of degree 3.,Definition:Cubic Polynomial
1181,Definition:Cubic Graph,Cubic,"A cubic graph is a 3-regular graph, that is, a graph whose vertices all have degree 3.",Definition:Cubic Graph
1182,Definition:Closure Operator,Closure,"=== Ordering ===
=== Definition 1 ===

Let ( S, ≼) be an ordered set.


A closure operator on S is a mapping:
:cl: S → S
which satisfies the closure axioms as follows for all elements x, y ∈ S:
 


=== Definition 2 ===
Let ( S, ≼) be an ordered set.


A closure operator on S is a mapping:
:cl: S → S
which satisfies the following condition for all elements x, y ∈ S:
:x ≼cl(   )y cl(   )x ≼cl(   )y

=== Power Set ===

When the ordering in question is the subset relation on a power set, the definition can be expressed as follows:

Let S be a set.

Let 𝒫( S ) denote the power set of S.


A closure operator on S is a mapping:
:cl: 𝒫( S ) →𝒫( S )
which satisfies the closure axioms as follows for all sets X, Y ⊆ S:
 ",Definition:Closure Operator
1183,Definition:Closure of Set under Closure Operator,Closure,"Let S be a set.

Let cl be a closure operator on S.

Let T ⊆ S be a subset of S.


The closure of T is its image cl(   )T.",Definition:Closure Operator
1184,Definition:Upper Closure,Closure,"=== Upper Closure of an Element ===
Let ( S, ≼) be an ordered set.

Let a ∈ S.


The upper closure of a (in S) is defined as:

:a^≽ := { b ∈ S: a ≼ b }


That is, a^≽ is the set of all elements of S that succeed a.

=== Upper Closure of a Set ===
Let ( S, ≼) be an ordered set or preordered set.

Let T ⊆ S.


The upper closure of T (in S) is defined as:

:T^≽ := ⋃{ t^≽: t ∈ T }
where t^≽ denotes the upper closure of t in S.

That is:
:T^≽ := { u ∈ S: ∃ t ∈ T: t ≼ u }",Definition:Upper Closure
1185,Definition:Lower Closure,Closure,"=== Lower Closure of Element ===
Let ( S, ≼) be an ordered set.

Let a ∈ S.


The lower closure of a (in S) is defined as:

:a^≼ := { b ∈ S: b ≼ a }


That is, a^≼ is the set of all elements of S that precede a.


=== Class Theory ===
 
Let A be a class under an ordering ≼.

Let a ∈ A.


The lower closure of a (in A) is defined as:

:a^≼ := { b ∈ A: b ≼ a }

=== Lower Closure of Subset ===
Let ( S, ≼) be an ordered set or preordered set.

Let T ⊆ S.


The lower closure of T (in S) is defined as:

:T^≼ := ⋃{ t^≼: t ∈ T }
where t^≼ is the lower closure of t.

That is:
:T^≼ := { l ∈ S: ∃ t ∈ T: l ≼ t }",Definition:Lower Closure
1186,Definition:Closure (Abstract Algebra)/Algebraic Structure,Closure,"Let ( S, ∘) be an algebraic structure.


Then S has the property of closure under ∘  if and only if :

:∀( x, y ) ∈ S × S: x ∘ y ∈ S


S is said to be closed under ∘, or just that ( S, ∘) is closed.",Definition:Closure (Abstract Algebra)/Algebraic Structure
1187,Definition:Integral Closure,Closure,"Let A be an extension of a commutative ring with unity R.


Let C be the set of all elements of A that are integral over R.

Then C is called the integral closure of R in A.",Definition:Integral Closure
1188,Definition:Generated Normal Subgroup,Closure,"Let G be a group.

Let S ⊆ G be a subset.


=== Definition 1 ===
Let G be a group. 

Let S ⊆ G be a subset.


The normal subgroup generated by S, denoted ⟨ S^G ⟩,  is the intersection of all normal subgroups of G containing S.

=== Definition 2 ===
 

Let G be a group. 

Let S ⊆ G be a subset.


The normal subgroup generated by S, denoted ⟨ S^G ⟩,  is the smallest normal subgroup of G containing S:
:⟨ S^G ⟩ = ⟨ x S x^-1: x ∈ G ⟩",Definition:Generated Normal Subgroup
1189,Definition:Closure (Topology),Closure,"Let T = ( S, τ) be a topological space.

Let H ⊆ S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The closure of H (in T) is defined as:
:H^- := H ∪ H'
where H' is the derived set of H.


That is, H^- is the union of H and its limit points.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The closure of H (in T) is defined as:
:H^- := ⋂{ K ⊇ H: K . is closed in . T }


That is, H^- is the intersection of all closed sets in T which contain H.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The closure of H (in T), denoted H^-, is defined as the smallest closed set of T that contains H.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The closure of H (in T) is defined as the union of H and its boundary in T:
:H^- := H ∪∂ H

=== Definition 5 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The closure of H (in T) is the union of the set of all isolated points of H and the set of all limit points of H:
:H^- := H^i ∪ H'

=== Definition 6 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.


The closure of H (in T), denoted H^-, is the set of all adherent points of H.


=== Adherent Point ===
Let A ⊆ S.

Let T = ( S, τ) be a topological space.

Let H ⊆ S.


A point x ∈ S is an adherent point of H  if and only if  every neighborhood N of x satisfies:
:H ∩ N ∅",Definition:Closure (Topology)
1190,Definition:Closure (Topology)/Metric Space,Closure,"Let M = ( A, d ) be a metric space.

Let H ⊆ A.

Let H' be the set of limit points of H.

Let H^i be the set of isolated points of H.


The closure of H (in M) is the union of all isolated points of H and all limit points of H:
:H^- := H' ∪ H^i",Definition:Closure (Topology)/Metric Space
1191,Definition:Closure/Normed Vector Space,Closure,"Let M = ( X, ‖ · ‖) be a normed vector space.

Let S ⊆ X.


The closure of S (in M) is the union of S and S', the set of all limit points of S:
:S^- := S ∪ S'",Definition:Closure/Normed Vector Space
1192,Definition:Transitive Closure (Set Theory),Closure,"=== Definition 1 ===
Let x be a set.

Then the transitive closure of x is the smallest transitive superset of x.

The following is not equivalent to the above, but they are almost the same.

=== Definition 2 ===
Let x be a set.

For each natural number n ∈ℕ_≥ 0 let:

: ⋃^n x = ⋃⋃⋯⋃_n x


Then the transitive closure of x is the union of the sets:
:{x}, x, ⋃ x, ⋃^2 x, …, ⋃^n x, …


More precisely:

Let F be the mapping on the universal class defined by letting:
:F (a) = ⋃ a
for each set a.

Let G be the mapping on the natural numbers defined recursively by letting:

: G (0) = {x}
: G (n^+) = F (G (n))

for each natural number n.

Then the transitive closure of x is defined as the union of the image of G.",Definition:Transitive Closure (Set Theory)
1193,Definition:Reflexive Closure,Closure,"=== Definition 1 ===
Let ℛ be a relation on a set S.


The reflexive closure of ℛ is denoted ℛ^=, and is defined as:

:ℛ^= := ℛ∪{( x, x ): x ∈ S }

That is:

:ℛ^= := ℛ∪Δ_S
where Δ_S is the diagonal relation on S.

=== Definition 2 ===
Let ℛ be a relation on a set S.


The reflexive closure of ℛ is defined as the smallest reflexive relation on S that contains ℛ as a subset.


The reflexive closure of ℛ is denoted ℛ^=.

=== Definition 3 ===
Let ℛ be a relation on a set S.

Let 𝒬 be the set of all reflexive relations on S that contain ℛ.

The reflexive closure of ℛ is denoted ℛ^=, and is defined as:

:ℛ^= := ⋂𝒬

That is:

:ℛ^= is the intersection of all reflexive relations on S containing ℛ.",Definition:Reflexive Closure
