"term","def","file_name","extraction_rule","plain_text_def","plain_text_term"
"reversible","\label{def reversible}
Let $G$ be a group and fix a generating set $X$. Let $w$ be a word in the alphabet $X \cup X^{-1}$.  Denote by $|w|$ the corresponding group element. Define $\overline{w}$ as the word obtained by reversing the word $w$.  We say that a group is $X$-\textit{reversible} iff it satisfies the property 
\[
|\overline{w_1}| = |\overline{w_2}| \Leftrightarrow |w_1| = |w_2|
\] 
for all words $w_1,w_2$.","1904.00467#Twisted_subgroups_and_the_Explorer-Director_game.tex","definition + \textit{}","
Let G be a group and fix a generating set X. Let w be a word in the alphabet X ∪ X^-1.  Denote by |w| the corresponding group element. Define w as the word obtained by reversing the word w.  We say that a group is X-reversible iff it satisfies the property 

    |w_1| = |w_2| ⇔ |w_1| = |w_2|
 
for all words w_1,w_2.","reversible"
"reversibly deletable for $p$ with respect to $B$","The set of indices $R$ is \emph{reversibly deletable for $p$ with respect to $B$} if the map
\begin{equation}
d_R: \Spt{n}{B}{p}{w} \to \Spt{n-|R|}{B}{d_R(p)}{d_R(w)}
\end{equation}
is a bijection for all $w$ such that $\Spt{n}{B}{p}{w}\neq \emptyset$.","1309.7111#1309.7111.tex","definition + \emph{}","The set of indices R is reversibly deletable for p with respect to B if the map

    d_R: nBpw→n-|R|Bd_R(p)d_R(w)

is a bijection for all w such that nBpw≠∅.","reversibly deletable for p with respect to B"
"reversibly deletable for $p$ with respect to $B$","The set of indices $R$ is \emph{reversibly deletable for $p$ with respect to $B$} if the map 
$$d_R: \Spt{n}{B}{p}{w} \to \Spt{n-|R|}{B}{d_R(p)}{d_R(w)} $$
is a bijection for all words $w$ failing the gap vector criterion for every gap vector of $p$ with respect to $B$ (\ie $d_R$ is a bijection for all $w$ such that $\Spt{n}{B}{p}{w}\neq \emptyset$).","1401.0337#EScompatibleStats-arxiv.tex","definition + \emph{}","The set of indices R is reversibly deletable for p with respect to B if the map 

    d_R: nBpw→n-|R|Bd_R(p)d_R(w)

is a bijection for all words w failing the gap vector criterion for every gap vector of p with respect to B (d_R is a bijection for all w such that nBpw≠∅).","reversibly deletable for p with respect to B"
"ribbon graph polynomial","[Bollob\'as and Riordan \cite{BR2}]\label{defBR}
Let $G$ be an embedded graph.  Then the \emph{ribbon graph polynomial} or  {\em Bollob\'as-Riordan polynomial}, $R(G;x,y,z) \in \mathbb{Z}[x,y,z]$,  is defined by
\[   R(G;x,y,z) = \sum_{A \subseteq E( G)}   (x - 1)^{r( G ) - r( A )}   y^{n(A)} z^{c(A) - f(A) + n(A)}  . \]","1108.3321#twisted_tutte_V3.tex","definition + \emph{}","[Bollobás and Riordan <cit.>]
Let G be an embedded graph.  Then the ribbon graph polynomial or  Bollobás-Riordan polynomial, R(G;x,y,z) ∈ℤ[x,y,z],  is defined by

    R(G;x,y,z) = ∑_A ⊆ E( G)   (x - 1)^r( G ) - r( A )   y^n(A) z^c(A) - f(A) + n(A)  .
","ribbon graph polynomial"
"ribbon graph polynomial","\label{defBR}
Let $G$ be an cellularly embedded graph, or, equivalently, a ribbon graph.  Then the \emph{ribbon graph polynomial} or  {\em Bollob\'as-Riordan polynomial}, $R_G(x,y,z) \in \mathbb{Z}[x,y,z]$,  is defined by
\[   R_G(x,y,z) = \sum_{A \subseteq E( G)}   (x - 1)^{r_G( G ) - r_G( A )}   y^{n_G(A)} z^{c_G(A) - f_G(A) + n_G(A)}  . \]","1311.3762#LV_eulerian_pseudo.tex","definition + \emph{}","
Let G be an cellularly embedded graph, or, equivalently, a ribbon graph.  Then the ribbon graph polynomial or  Bollobás-Riordan polynomial, R_G(x,y,z) ∈ℤ[x,y,z],  is defined by

    R_G(x,y,z) = ∑_A ⊆ E( G)   (x - 1)^r_G( G ) - r_G( A )   y^n_G(A) z^c_G(A) - f_G(A) + n_G(A)  .
","ribbon graph polynomial"
"ribbon graph;vertices;edges","A \emph{ribbon graph} $G$ is a surface (possibly non-orientable) with boundary, represented as the union of two sets of closed topological disks called \emph{vertices} $V(G)$ and \emph{edges} $E(G)$, satisfying the following conditions:
\begin{itemize}
\item edges and vertices intersect by disjoint line segments;

\item each such segment lies in the closure of precisely one edge and one vertex;

\item each edge contains two such segments.
\end{itemize}","1401.6160#pivots8-arXiv.tex","definition + \emph{}","A ribbon graph G is a surface (possibly non-orientable) with boundary, represented as the union of two sets of closed topological disks called vertices V(G) and edges E(G), satisfying the following conditions:


  * edges and vertices intersect by disjoint line segments;


  * each such segment lies in the closure of precisely one edge and one vertex;


  * each edge contains two such segments.
","ribbon graph;vertices;edges"
"ribbon graph;vertices;edges","A \emph{ribbon graph} $G =\left(  V(G),E(G)  \right)$ is a surface with boundary, represented as the union of two  sets of  discs: a set $V (G)$ of \emph{vertices} and a set of \emph{edges} $E (G)$ with the following properties.
\begin{enumerate}
 \item The vertices and edges intersect in disjoint line segments.
 \item Each such line segment lies on the boundary of precisely one vertex and precisely one edge.
 \item Every edge contains exactly two such line segments.
\end{enumerate}","1403.0920#delta-ribbon.tex","definition + \emph{}","A ribbon graph G =(  V(G),E(G)  ) is a surface with boundary, represented as the union of two  sets of  discs: a set V (G) of vertices and a set of edges E (G) with the following properties.

 
  * The vertices and edges intersect in disjoint line segments.
 
  * Each such line segment lies on the boundary of precisely one vertex and precisely one edge.
 
  * Every edge contains exactly two such line segments.
","ribbon graph;vertices;edges"
"right block;left block;cutting point;proper;nontrivial","[Blocks and cutting points]
  \label{definition.block}
  \label{definition.cutting_point}
  Let $w\in W$.  We say $K\subseteq I$ is a \emph{right block}
  (resp. $J \subseteq I$ is a \emph{left block} ) of $w$, if there
  exists $J\subseteq I$ (resp. $K\subseteq I$) such that
    $w W_K = W_J w\,.$

  %
  In that case, $v:=w^K$ is called a \emph{cutting point} of $w$,
  which we denote by $v \cuteq w$. Furthermore, $K$ is \emph{proper}
  if $K\neq \emptyset$ and $K\neq I$; it is \emph{nontrivial} if
  $\rcoset{w}{K}\neq w$ (or equivalently ${}_K w\neq 1$); analogous
  definitions are made for left blocks.

  We denote by $\Ks{w}$ (resp. $\Js{w}$) the set of all right
  (resp. left) blocks for $w$, and by $\RKs{w}$ (resp. $\RJs{w}$) the
    set of all reduced right (resp. left) blocks for $w$.","0912.2212#main.tex","definition + \emph{}","[Blocks and cutting points]
  
  
  Let w∈ W.  We say K⊆ I is a right block
  (resp. J ⊆ I is a left block ) of w, if there
  exists J⊆ I (resp. K⊆ I) such that
    w W_K = W_J w .

  
  In that case, v:=w^K is called a cutting point of w,
  which we denote by v  w. Furthermore, K is proper
  if K≠∅ and K≠ I; it is nontrivial if
  wK≠ w (or equivalently _K w≠ 1); analogous
  definitions are made for left blocks.

  We denote by w (resp. w) the set of all right
  (resp. left) blocks for w, and by w (resp. w) the
    set of all reduced right (resp. left) blocks for w.","right block;left block;cutting point;proper;nontrivial"
"right block;left block;cutting point;proper;nontrivial","[Blocks and cutting points]
  \label{definition.block}
  \label{definition.cutting_point}
  Let $w\in W$.  We call $K\subseteq I$ a \emph{right block} (resp. $J
  \subseteq I$ a \emph{left block} ) of $w$, if there exists
  $J\subseteq I$ (resp. $K\subseteq I$) such that
  \begin{equation*}
    W_J w = w W_K\,.
  \end{equation*}
  In that case, $v:=w^K$ is called a \emph{cutting point} of $w$,
  which we denote by $v \cuteq w$. Furthermore, $K$ is \emph{proper}
  if $K\neq \emptyset$ and $K\neq I$; it is \emph{nontrivial} if
  $\rcoset{w}{K}\neq w$ (or equivalently ${}_K w\neq 1$); analogous
  definitions are made for left blocks.

  We denote by $\Ks{w}$ the set of all right blocks for $w$, and by $\RKs{w}$
  the set of all (right) reduced (see definition~\ref{definition.reduced})
  right blocks for $w$. The sets $\Js{w}$, $\RJs{w}$ are similarly defined on
  the left.","1012.1361#main.tex","definition + \emph{}","[Blocks and cutting points]
  
  
  Let w∈ W.  We call K⊆ I a right block (resp. J
  ⊆ I a left block ) of w, if there exists
  J⊆ I (resp. K⊆ I) such that
  
    W_J w = w W_K .

  In that case, v:=w^K is called a cutting point of w,
  which we denote by v  w. Furthermore, K is proper
  if K≠∅ and K≠ I; it is nontrivial if
  wK≠ w (or equivalently _K w≠ 1); analogous
  definitions are made for left blocks.

  We denote by w the set of all right blocks for w, and by w
  the set of all (right) reduced (see definition <ref>)
  right blocks for w. The sets w, w are similarly defined on
  the left.","right block;left block;cutting point;proper;nontrivial"
"rigid","A divisor on a graph or a metrized complex is said to be \emph{rigid} if it is the unique effective divisor in its class.","1601.01968#Clifford_for_complexes.tex","definition + \emph{}","A divisor on a graph or a metrized complex is said to be rigid if it is the unique effective divisor in its class.","rigid"
"rigid","If $G$ has no collapsible edges we will say $G$ is \emph{rigid} .","1512.02317#1512.02317.tex","definition + \emph{}","If G has no collapsible edges we will say G is rigid .","rigid"
"rigid","\label{definition:rigid_graph}
	A labeled graph $(G, \lambda)$ is called \emph{rigid} if it
	is realizable and	there are only finitely many realizations compatible with $\lambda$, up to 	equivalence.","1707.03633#1707.03633.tex","definition + \emph{}","
	A labeled graph (G, λ) is called rigid if it
	is realizable and	there are only finitely many realizations compatible with λ, up to 	equivalence.","rigid"
"rigid module;rigid pair;support $\tau$-tilting pair;support $\tau$-tilting module","\cite{AIR}
Let $M$ be a $\Lambda$-module and $P$ be a projective $\Lambda$-module.
\begin{enumerate}[(1)]
\item $M$ is said to be a $\tau$-\emph{rigid module} if it satisfies
$\Hom_{\Lambda}(M, \tau M)=0$.
\item  $(M,P)$ is said to be a $\tau$-\emph{rigid pair} 
if $M$ is a $\tau$-rigid module and $\Hom_{\Lambda}(P,M)=0$.
\item $(M,P)$ is called a \emph{support $\tau$-tilting pair} 
if it is a $\tau$-rigid pair with $|M|+|P|=|\Lambda|$.
We then call $M$ a \emph{support $\tau$-tilting module} .
The set of non-isomorphic basic support $\tau$-tilting modules of $\Lambda$ is denoted by $\sttilt\Lambda$.
\end{enumerate}","1406.4416#kase-4th-1.tex","definition + \emph{}","<cit.>
Let M be a Λ-module and P be a projective Λ-module.


  * M is said to be a τ-rigid module if it satisfies
_Λ(M, τ M)=0.

  * (M,P) is said to be a τ-rigid pair 
if M is a τ-rigid module and _Λ(P,M)=0.

  * (M,P) is called a support τ-tilting pair 
if it is a τ-rigid pair with |M|+|P|=|Λ|.
We then call M a support τ-tilting module .
The set of non-isomorphic basic support τ-tilting modules of Λ is denoted by Λ.
","rigid module;rigid pair;support τ-tilting pair;support τ-tilting module"
"rigid module;rigid pair;support $\tau$-tilting pair;support $\tau$-tilting module","\cite{AIR}
Let $M$ be a $\Lambda$-module and $P$ be a projective $\Lambda$-module.
\begin{enumerate}[(1)]
\item $M$ is said to be a $\tau$-\emph{rigid module} if it satisfies
$\Hom_{\Lambda}(M, \tau M)=0$.
\item  $(M,P)$ is said to be a $\tau$-\emph{rigid pair} 
if $M$ is a $\tau$-rigid module and $\Hom_{\Lambda}(P,M)=0$.
\item $(M,P)$ is called a \emph{support $\tau$-tilting pair} 
if it is a $\tau$-rigid pair with $|M|+|P|=|\Lambda|$.
We then call $M$ a \emph{support $\tau$-tilting module} .
The set of non-isomorphic basic support $\tau$-tilting modules of $\Lambda$ is denoted by $\sttilt(\Lambda)$.
\end{enumerate}","1507.02852#1507.02852.tex","definition + \emph{}","<cit.>
Let M be a Λ-module and P be a projective Λ-module.


  * M is said to be a τ-rigid module if it satisfies
_Λ(M, τ M)=0.

  * (M,P) is said to be a τ-rigid pair 
if M is a τ-rigid module and _Λ(P,M)=0.

  * (M,P) is called a support τ-tilting pair 
if it is a τ-rigid pair with |M|+|P|=|Λ|.
We then call M a support τ-tilting module .
The set of non-isomorphic basic support τ-tilting modules of Λ is denoted by (Λ).
","rigid module;rigid pair;support τ-tilting pair;support τ-tilting module"
"ring","[Ring]
A \emph{ring} is the closed path in the plane corresponding to the motion of a starving robot in a system.","1604.08804#main.tex","definition + \emph{}","[Ring]
A ring is the closed path in the plane corresponding to the motion of a starving robot in a system.","ring"
"ring","[Definition 3.1 in~\cite{PostleThomas}]
A \emph{ring} is a cycle or a complete graph on one or two vertices. A \emph{graph with
rings} is a pair $(G,\R)$, where $G$ is a graph and $\R$ is a set of vertex-disjoint rings in $G$.","1710.06898#1710.06898.tex","definition + \emph{}","[Definition 3.1 in <cit.>]
A ring is a cycle or a complete graph on one or two vertices. A graph with
rings is a pair (G,), where G is a graph and  is a set of vertex-disjoint rings in G.","ring"
"robust","A graph $G$ is \emph{robust} if for every $v \in
  V(G)$, every component of $G[N(v)]$ has order at least $5$.","1308.2211#sparse-tuza.tex","definition + \emph{}","A graph G is robust if for every v ∈
  V(G), every component of G[N(v)] has order at least 5.","robust"
"robust","We call a polynomial $f(x)$ \textit{robust} if the first coordinate of $\beta(f(x))$ exceeds the second coordinate by more than one, so $\ell_1(f^*(x))>\ell_{0,D-1}(f^*(x))+1$, where $D$ is the order of $f(x)$.  This is equivalent to saying that $\ell_1(f^*(x))>(D+1)/2$.","1411.1797#RobustPolynomials070314.tex","definition + \textit{}","We call a polynomial f(x) robust if the first coordinate of β(f(x)) exceeds the second coordinate by more than one, so ℓ_1(f^*(x))>ℓ_0,D-1(f^*(x))+1, where D is the order of f(x).  This is equivalent to saying that ℓ_1(f^*(x))>(D+1)/2.","robust"
"robust","Given $F$, we say $C$ is \emph{robust} for $F$ (depending on a parameter $\gamma>0$),  if for every $\sigma\sub[n-1]$ with $|\sigma|<\gamma (n-1)$,
$$
\ker(F+C|_{V_\sigma} )\ne \ker(F|_{V_\sigma} ).
$$","1402.5149#1402.5149.tex","definition + \emph{}","Given F, we say C is robust for F (depending on a parameter γ>0),  if for every σ[n-1] with |σ|<γ (n-1),

    (F+C|_V_σ )(F|_V_σ ).
","robust"
"rooted tree;root;functional digraph","We define the following types of directed graphs as subgraphs
  of the final component of the Markov chain.
\begin{itemize}
\item A \emph{rooted tree} is a weakly connected digraph with one vertex which has out-degree
$0$, while all other vertices have out-degree $1$. The vertex with out-degree $0$
is called the \emph{root} of the tree.

\item A \emph{functional digraph} is a digraph whose vertices have out-degree
$1$. Each component of a
functional digraph consists of a directed cycle and some trees rooted at
vertices of the cycle. For a functional digraph $D$, let $\mathcal C_{D}$ be the
set of all cycles of $D$.\end{itemize}","1508.05754#independent-dmtcs-episciences.tex","definition + \emph{}","We define the following types of directed graphs as subgraphs
  of the final component of the Markov chain.


  * A rooted tree is a weakly connected digraph with one vertex which has out-degree
0, while all other vertices have out-degree 1. The vertex with out-degree 0
is called the root of the tree.


  * A functional digraph is a digraph whose vertices have out-degree
1. Each component of a
functional digraph consists of a directed cycle and some trees rooted at
vertices of the cycle. For a functional digraph D, let 𝒞_D be the
set of all cycles of D.","rooted tree;root;functional digraph"
"rooted tree;root;functional digraph","We define the following types of directed graphs as subgraphs
  of the final component of the transducer.
\begin{itemize}
\item A \emph{rooted tree} is a weakly connected digraph with one vertex which has out-degree
$0$, while all other vertices have out-degree $1$. The vertex with out-degree $0$
is called the \emph{root} of the tree.

\item A \emph{functional digraph} is a digraph whose vertices have out-degree
$1$. Each component of a
functional digraph consists of a directed cycle and some trees rooted at
vertices of the cycle. For a functional digraph $D$, let $\mathcal C_{D}$ be the
set of all cycles of $D$.\end{itemize}","1404.3680#independenthamming.tex","definition + \emph{}","We define the following types of directed graphs as subgraphs
  of the final component of the transducer.


  * A rooted tree is a weakly connected digraph with one vertex which has out-degree
0, while all other vertices have out-degree 1. The vertex with out-degree 0
is called the root of the tree.


  * A functional digraph is a digraph whose vertices have out-degree
1. Each component of a
functional digraph consists of a directed cycle and some trees rooted at
vertices of the cycle. For a functional digraph D, let 𝒞_D be the
set of all cycles of D.","rooted tree;root;functional digraph"
"rotating-splitting circuit","A \emph{rotating-splitting circuit} is a circuit with respect to which every vertex is rotating or splitting.","1312.6342#star-graph_embeddings_nonorientable.tex","definition + \emph{}","A rotating-splitting circuit is a circuit with respect to which every vertex is rotating or splitting.","rotating-splitting circuit"
"rotating-splitting circuit","A \emph{rotating-splitting circuit} is an Euler circuit on a $\st$-graph with all vertices of degree 4 or 6, for which every 4-vertex is rotating and every 6-vertex is rotating or splitting.","1212.5646#star-graph_embeddings.tex","definition + \emph{}","A rotating-splitting circuit is an Euler circuit on a -graph with all vertices of degree 4 or 6, for which every 4-vertex is rotating and every 6-vertex is rotating or splitting.","rotating-splitting circuit"
"rotation","Let~$G'$ be a graph and let $\T'$ be a triangle factor in~$G'$.  An
  \emph{improving rotation} on a set $V'$ is a set of vertex
  disjoint triangles~$\tilde \T$ in~$V'$ which witnesses either that $\T'$ is not of maximum size, or that its choice does not maximise the
  matching number of $G'-V(\T')$: We can replace those triangles of~$\T'$ which are contained in~$V'$ by the triangles~$\tilde \T$
  and obtain a triangle factor~$\T''$ with one of the following two
  properties. Either $|\T''|>|\T'|$, or $|\T''|=|\T'|$ but the matching
  number of $G'-V(\T'')$ is bigger than that of $G'-V(\T')$.  If, on the
  other hand, $|\T''|=|\T'|$ and the matching number of $G'-V(\T'')$ equals
  that of $G'-V(\T')$ then~$V'$ is a \emph{non-improving rotation} or
  simply rotation.  In both cases we also say that we can \emph{rotate}
  from~$\T'$ to~$\T''$.","1403.3837#denhajsze.tex","definition[]","Let G' be a graph and let ' be a triangle factor in G'.  An
  improving rotation on a set V' is a set of vertex
  disjoint triangles  in V' which witnesses either that ' is not of maximum size, or that its choice does not maximise the
  matching number of G'-V('): We can replace those triangles of ' which are contained in V' by the triangles 
  and obtain a triangle factor ” with one of the following two
  properties. Either |”|>|'|, or |”|=|'| but the matching
  number of G'-V(”) is bigger than that of G'-V(').  If, on the
  other hand, |”|=|'| and the matching number of G'-V(”) equals
  that of G'-V(') then V' is a non-improving rotation or
  simply rotation.  In both cases we also say that we can rotate
  from ' to ”.","rotation"
"rotation","The \emph{rotation} of an alternating cycle ${C^c}$ is the coloured cycle ${C^d}$ where every edge of ${C^d}$ is the opposite colour of the corresponding edge in ${C^c}$.","1911.10869#ASBG-Colouring_Paper.tex","definition + \emph{}","The rotation of an alternating cycle C^c is the coloured cycle C^d where every edge of C^d is the opposite colour of the corresponding edge in C^c.","rotation"
"rotation class of $X$","Let $\rot X$ be the \textit{rotation class of $X$} , or the set of
labeled graphs that differ from $X$ only by a cyclic rotation of
vertex labels.","0808.3610#paper.tex","definition + \textit{}","Let X be the rotation class of X , or the set of
labeled graphs that differ from X only by a cyclic rotation of
vertex labels.","rotation class of X"
"rotation class of $X$","Let $\rot X$ be the \textit{rotation class of $X$} , or the set of labeled graphs that differ from $X$ only by a cyclic rotation of vertex labels.","0808.3610#gucycles_single_spaced.tex","definition + \textit{}","Let X be the rotation class of X , or the set of labeled graphs that differ from X only by a cyclic rotation of vertex labels.","rotation class of X"
"row function of degree at most $d$;convolution kernel","\label{def:row-functions}
Let a sequence (indexed by $r\geq 0$) of symmetric functions
$f_{r}:\N_0^r \rightarrow \Laurent$ 
be given, where
\[\N_0=\{0,1,2,\dots\}.\]
We assume that:
\begin{itemize}
   \item if\/ $0\in \{x_1,\dots,x_r\}$ then $f_{r}(x_1,\dots,x_r)=0$,

   \item $f_{r}=0$ except for finitely many values of $r$,

   \item there exists some integer $d\geq 0$ with the property that for all $r\geq 0$ and all $x_1,\dots,x_r\in\N_0$,
            the evaluation $f_r(x_1,\dots,x_r)\in\Laurent$ is a Laurent polynomial of degree at most $d-2r$.
\end{itemize}

We define a function $F\colon \AllYoung\rightarrow\Laurent$ given by
\begin{equation}
\label{eq:row-functions}
 F(\lambda)  := 
\sum_{r\geq 0} \sum_{i_1 < \dots < i_r} f_{r}(\lambda_{i_1},\dots,\lambda_{i_r}).   
\end{equation}
We will say that $F$ is a \emph{row function of degree at most $d$} 
and that $\left(f_r\right)$ is the \emph{convolution kernel} of $F$.","1603.04268#section-approximate-factorization.tex","definition + \emph{}","
Let a sequence (indexed by r≥ 0) of symmetric functions
f_r:_0^r → 
be given, where

    _0={0,1,2,…}.

We assume that:

   
  * if 0∈{x_1,…,x_r} then f_r(x_1,…,x_r)=0,

   
  * f_r=0 except for finitely many values of r,

   
  * there exists some integer d≥ 0 with the property that for all r≥ 0 and all x_1,…,x_r∈_0,
            the evaluation f_r(x_1,…,x_r)∈ is a Laurent polynomial of degree at most d-2r.


We define a function F→ given by

    F(λ)  := 
    ∑_r≥ 0∑_i_1 < … < i_r f_r(λ_i_1,…,λ_i_r).

We will say that F is a row function of degree at most d 
and that (f_r) is the convolution kernel of F.","row function of degree at most d;convolution kernel"
"row function of degree at most $d$;convolution kernel","Let a sequence (indexed by $r\geq 0$) of symmetric functions
$f_{r}:\N_0^r \rightarrow \Laurent$ 
be given, where
\[\N_0=\{0,1,2,\dots\}.\]
We assume that:
\begin{itemize}
   \item if\/ $0\in \{x_1,\dots,x_r\}$ then $f_{r}(x_1,\dots,x_r)=0$,

   \item $f_{r}=0$ except for finitely many values of $r$,

   \item there exists some integer $d\geq 0$ with the property that for all $r\geq 0$ and all $x_1,\dots,x_r\in\N_0$,
            the evaluation $f_r(x_1,\dots,x_r)\in\Laurent$ is a Laurent polynomial of degree at most $d-2r$.
\end{itemize}

We define a function $F\colon \AllYoung\rightarrow\Laurent$ given by
\begin{equation}
\label{eq:row-functions}
 F(\lambda)  := 
\sum_{r\geq 0} \sum_{i_1 < \dots < i_r} f_{r}(\lambda_{i_1},\dots,\lambda_{i_r}).   
\end{equation}
We will say that $F$ is a \emph{row function of degree at most $d$} 
and that $\left(f_r\right)$ is the \emph{convolution kernel} of $F$.
The set of such row functions will be denoted by $\functions$.","1506.06361#section-row-functions.tex","definition + \emph{}","Let a sequence (indexed by r≥ 0) of symmetric functions
f_r:_0^r → 
be given, where

    _0={0,1,2,…}.

We assume that:

   
  * if 0∈{x_1,…,x_r} then f_r(x_1,…,x_r)=0,

   
  * f_r=0 except for finitely many values of r,

   
  * there exists some integer d≥ 0 with the property that for all r≥ 0 and all x_1,…,x_r∈_0,
            the evaluation f_r(x_1,…,x_r)∈ is a Laurent polynomial of degree at most d-2r.


We define a function F→ given by

    F(λ)  := 
    ∑_r≥ 0∑_i_1 < … < i_r f_r(λ_i_1,…,λ_i_r).

We will say that F is a row function of degree at most d 
and that (f_r) is the convolution kernel of F.
The set of such row functions will be denoted by .","row function of degree at most d;convolution kernel"
"run","A \emph{run} of a permutation $\tau$ is a contiguous subsequence of letters of $\tau$ of the form $(a, a+1, a+2, \ldots, a+k)$ or $(a, a-1, a-2, \ldots, a-k)$.","1305.5569#topology-perm-poset.tex","definition + \emph{}","A run of a permutation τ is a contiguous subsequence of letters of τ of the form (a, a+1, a+2, …, a+k) or (a, a-1, a-2, …, a-k).","run"
"run","A \emph{run} in a permutation is a maximal monotone contiguous subsequence.
Let $\lrun(\pi)$ denote the length of the longest run in the permutation $\pi$.","1301.0340#main.tex","definition + \emph{}","A run in a permutation is a maximal monotone contiguous subsequence.
Let (π) denote the length of the longest run in the permutation π.","run"
"run decomposition;descent composition of $\rho$","The \emph{run decomposition} of a reduced word $\rho$ partitions $\rho$ into increasing sequences $\rho=(\rho^{(k)} | \cdots | \rho^{(1)})$ of maximal length. The \emph{descent composition of $\rho$} , denoted by $\Des(\rho)$, is the composition $(|\rho^{(1)}|,\ldots,|\rho^{(k)}|)$. 
  \label{def:Des}","1903.05802#weak_EG.tex","definition + \emph{}","The run decomposition of a reduced word ρ partitions ρ into increasing sequences ρ=(ρ^(k) | ⋯ | ρ^(1)) of maximal length. The descent composition of ρ , denoted by (ρ), is the composition (|ρ^(1)|,…,|ρ^(k)|). 
  ","run decomposition;descent composition of ρ"
"run decomposition;descent composition of $\rho$","The \emph{run decomposition} of a reduced expression $\rho$, denoted by $\rho^{(k)} | \cdots | \rho^{(1)}$, partitions $\rho$ into increasing sequences of maximal length. The \emph{descent composition of $\rho$} , denoted by $\Des(\rho)$, is the strong composition $(|\rho^{(1)}|,\ldots,|\rho^{(k)}|)$. 
  \label{def:Des}","1702.04051#weak_dual.tex","definition + \emph{}","The run decomposition of a reduced expression ρ, denoted by ρ^(k) | ⋯ | ρ^(1), partitions ρ into increasing sequences of maximal length. The descent composition of ρ , denoted by (ρ), is the strong composition (|ρ^(1)|,…,|ρ^(k)|). 
  ","run decomposition;descent composition of ρ"
"saturated","The set of points $\{v_1, v_2, \dots, v_m\}\subset\QQ^n$ is called
\emph{saturated} if
$$
\ZZ_+ (v_1, v_2, \dots, v_m) = \ZZ (v_1, v_2, \dots, v_m) \cap \QQ_+
(v_1, v_2, \dots, v_m).
$$","0806.1981#concatenation.tex","definition + \emph{}","The set of points {v_1, v_2, …, v_m}⊂^n is called
saturated if

    _+ (v_1, v_2, …, v_m) =  (v_1, v_2, …, v_m) ∩_+
    (v_1, v_2, …, v_m).
","saturated"
"saturated","[Saturated tree-like polyforms and polycubes]
A fully leafed tree-like polyform or polycube $T$ is called \emph{saturated} when $n_1(T) \geq \overline{L}(n(T))$.
We denote by $SAT_i(n)$ the set of saturated tree-like polyforms of size $n$ up to an isometry of the corresponding lattice.","1803.09181#iwoca2017-fully-leafed-polycubesarxiv.tex","definition + \emph{}","[Saturated tree-like polyforms and polycubes]
A fully leafed tree-like polyform or polycube T is called saturated when n_1(T) ≥L(n(T)).
We denote by SAT_i(n) the set of saturated tree-like polyforms of size n up to an isometry of the corresponding lattice.","saturated"
"saturated","\label{def: saturated}
A tropical curve $G$ in $K^\circ$ is said to be \emph{saturated} if $\overline{G}\cap(\partial K)^{n-2}=\emptyset$ and if $\overline{G}$ intersects $\partial K\setminus(\partial K)^{n-2}$ perpendicularly, where $\overline{G}$ denotes the closure of $G$ in $\R^n$ as a topological subspace.","1306.3497#tropical_finiteness_v5_arxiv.tex","definition + \emph{}","
A tropical curve G in K^∘ is said to be saturated if G∩(∂ K)^n-2=∅ and if G intersects ∂ K∖(∂ K)^n-2 perpendicularly, where G denotes the closure of G in ^n as a topological subspace.","saturated"
"sausage shortening;sausage reduction;sausage reduced","\normalfont
Let $G$ be a graph and let $X \subset V(G)$ satisfy $ |X| =k \ge 2$. We say $G[X]$ is a {\it chain of sausages of order} $k$ in $G$ if 
% either $X$ is a single vertex of degree four, or 
$G. (V(G)\setminus X )$ is a doubled cycle (of length $k+1$).  
If $G[X]$ is a chain of sausages of order at least 3 and $x,x' \in X$ are adjacent, then the operation of identifying $x$ and $x'$ to a new vertex is called a \emph{sausage shortening} .  If $G'$ is obtained from $G$ by repeatedly performing sausage shortenings until this operation is no longer possible, we call $G'$ a \emph{sausage reduction} of $G$.  We say that $G$ is \emph{sausage reduced} if it has no sausage of order at least 3 (so no sausage reduction is possible).","1810.12873#no_k33_immersion.tex","definition + \emph{}","Let G be a graph and let X ⊂ V(G) satisfy |X| =k ≥ 2. We say G[X] is a chain of sausages of order k in G if 

G. (V(G)∖ X ) is a doubled cycle (of length k+1).  
If G[X] is a chain of sausages of order at least 3 and x,x' ∈ X are adjacent, then the operation of identifying x and x' to a new vertex is called a sausage shortening .  If G' is obtained from G by repeatedly performing sausage shortenings until this operation is no longer possible, we call G' a sausage reduction of G.  We say that G is sausage reduced if it has no sausage of order at least 3 (so no sausage reduction is possible).","sausage shortening;sausage reduction;sausage reduced"
