dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:Subadditive Function,Subadditive Function,"Let $\unicode{x3a3}$ be a $\sigma$-algebra over a set $X$.

Let $f: \unicode{x3a3} \to \overline \mathbb R$ be a function, where $\overline \mathbb R$ denotes the set of extended real numbers.


Then $f$ is defined as countably subadditive  if and only if  for any sequence $\left\langle E_n \right\rangle_{n \mathop \in \mathbb N}$ of elements of $\unicode{x3a3}$:

:$\ds f \left(   \right){\bigcup_{n \mathop = 0}^\infty E_n} \le \sum_{n \mathop = 0}^\infty f \left(   \right){E_n}$",Definition:Countably Subadditive Function,"['Definitions/Set Systems', 'Definitions/Measure Theory']","Let x3a3 be a σ-algebra over a set X.

Let f: x3a3→R be a function, where R denotes the set of extended real numbers.


Then f is defined as countably subadditive  if and only if  for any sequence ⟨ E_n ⟩_n ∈ℕ of elements of x3a3:

:f (   )⋃_n  = 0^∞ E_n≤∑_n  = 0^∞ f (   )E_n"
Definition:Subdivision,Subdivision,"Let $G = \left( V, E \right)$ be a graph.


The edge subdivision operation for an edge $\left\lbrace u, v \right\rbrace \in E$ is the deletion of $\left\lbrace u, v \right\rbrace$ from $G$ and the addition of two edges $\left\lbrace u, w \right\rbrace$ and $\left\lbrace w, v \right\rbrace$ along with the new vertex $w$. 


This operation generates a new graph $H$:
:$H = \left( V \cup \left\lbrace w \right\rbrace, \left( E \setminus \left\lbrace u, v \right\rbrace  \right) \cup \left\lbrace \left\lbrace u, w \right\rbrace, \left\lbrace w, v \right\rbrace  \right\rbrace  \right)$",Definition:Subdivision (Graph Theory)/Edge,"['Definitions/Subdivisions (Graph Theory)', 'Definitions/Edges of Graphs']","Let G = ( V, E ) be a graph.


The edge subdivision operation for an edge { u, v }∈ E is the deletion of { u, v } from G and the addition of two edges { u, w } and { w, v } along with the new vertex w. 


This operation generates a new graph H:
:H = ( V ∪{ w }, ( E ∖{ u, v }) ∪{{ u, w }, { w, v }})"
Definition:Subdivision,Subdivision,"Let $G = \left( V, E \right)$ be a graph.


A graph which has been derived from $G$ by a sequence of edge subdivision operations is called a subdivision of $G$.",Definition:Subdivision (Graph Theory)/Graph,['Definitions/Subdivisions (Graph Theory)'],"Let G = ( V, E ) be a graph.


A graph which has been derived from G by a sequence of edge subdivision operations is called a subdivision of G."
Definition:Subspace,Subspace,"Let $T = \left( S, \tau \right)$ be a topological space.

Let $H \subseteq S$ be a non-empty subset of $S$.


Define:
:$\tau_H := \left\lbrace U \cap H: U \in \tau \right\rbrace \subseteq \mathcal P \left( H \right)$

where $\mathcal P \left( H \right)$ denotes the power set of $H$.


Then the topological space $T_H = \left( H, \tau_H \right)$ is called a (topological) subspace of $T$.


The set $\tau_H$ is referred to as the subspace topology on $H$ (induced by $\tau$).",Definition:Topological Subspace,['Definitions/Topology'],"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


Define:
:τ_H := { U ∩ H: U ∈τ}⊆𝒫( H )

where 𝒫( H ) denotes the power set of H.


Then the topological space T_H = ( H, τ_H ) is called a (topological) subspace of T.


The set τ_H is referred to as the subspace topology on H (induced by τ)."
Definition:Subspace,Subspace,"Let $\left( A, d \right)$ be a metric space.

Let $H \subseteq A$.

Let $d_H: H \times H \to \mathbb R$ be the restriction $d \restriction_{H \times H}$ of $d$ to $H$.

That is, let $\forall x, y \in H: d_H \left(   \right){x, y} = d \left(   \right){x, y}$.


Then $d_H$ is the metric induced on $H$ by $d$ or the subspace metric of $d$ (with respect to $H$).


The metric space $\left( H, d_H \right)$ is called a metric subspace of $\left( A, d \right)$.",Definition:Metric Subspace,"['Definitions/Metric Subspaces', 'Definitions/Metric Spaces']","Let ( A, d ) be a metric space.

Let H ⊆ A.

Let d_H: H × H →ℝ be the restriction d _H × H of d to H.

That is, let ∀ x, y ∈ H: d_H (   )x, y = d (   )x, y.


Then d_H is the metric induced on H by d or the subspace metric of d (with respect to H).


The metric space ( H, d_H ) is called a metric subspace of ( A, d )."
Definition:Substatement,Substatement,A substatement of a statement form $\mathbf A$ is another statement form which occurs as a part of $\mathbf A$.,Definition:Statement Form/Substatement,['Definitions/Symbolic Logic'],A substatement of a statement form 𝐀 is another statement form which occurs as a part of 𝐀.
Definition:Substitution,Substitution,"Let $S$ and $T$ be non-empty sets such that $T$ is not a subset of $S$.

Let:
:$s \in S$
:$t \in T \setminus S$
where $\setminus$ denotes set difference.

Let $S'$ be the set defined as:
:$S' = \left( S \setminus \left\lbrace s \right\rbrace \right) \cup \left\lbrace t \right\rbrace$

That is, $S'$ is the set obtained by removing $s$ and replacing it with $t$ which is not in $S$.


The operation of replacing $s$ with $t$ is known as substitution.


Category:Definitions/Set Theory",Definition:Substitution (Set Theory),['Definitions/Set Theory'],"Let S and T be non-empty sets such that T is not a subset of S.

Let:
:s ∈ S
:t ∈ T ∖ S
where ∖ denotes set difference.

Let S' be the set defined as:
:S' = ( S ∖{ s }) ∪{ t }

That is, S' is the set obtained by removing s and replacing it with t which is not in S.


The operation of replacing s with t is known as substitution.


Category:Definitions/Set Theory"
Definition:Substitution,Substitution,"Let $\mathcal F$ be a formal language with alphabet $\mathcal A$.

Let $\mathbf B$ be a well-formed formula of $\mathcal F$.

Let $p$ be a letter of $\mathcal F$.

Let $\mathbf A$ be another well-formed formula.

Then the substitution of $\mathbf A$ for $p$ in $\mathbf B$ is the collation resulting from $\mathbf B$ by replacing all occurrences of $p$ in $\mathbf B$ by $\mathbf A$.

It is denoted as $\mathbf B \left(   \right){\mathbf A \mathbin {//} p}$.


Note that it is not immediate that $\mathbf B \left(   \right){\mathbf A \mathbin {//} p}$ is a well-formed formula of $\mathcal F$.

This is either accepted as an axiom or proven as a theorem about the formal language $\mathcal F$.",Definition:Substitution (Formal Systems)/Letter,['Definitions/Formal Languages'],"Let ℱ be a formal language with alphabet 𝒜.

Let 𝐁 be a well-formed formula of ℱ.

Let p be a letter of ℱ.

Let 𝐀 be another well-formed formula.

Then the substitution of 𝐀 for p in 𝐁 is the collation resulting from 𝐁 by replacing all occurrences of p in 𝐁 by 𝐀.

It is denoted as 𝐁(   )𝐀// p.


Note that it is not immediate that 𝐁(   )𝐀// p is a well-formed formula of ℱ.

This is either accepted as an axiom or proven as a theorem about the formal language ℱ."
Definition:Substitution,Substitution,"Let $\mathbf C$ be a WFF of the language of predicate logic $\mathcal L_1$.

Consider the (abbreviated) WFF $Q x: \mathbf C$ where $Q$ is a quantifier.

Let $y$ be another variable such that:

:$y$ is freely substitutable for $x$ in $\mathbf C$
:$y$ does not occur freely in $\mathbf C$.


Let $\mathbf C'$ be the WFF resulting from substituting $y$ for all free occurrences of $x$ in $\mathbf C$.

The change from $Q x: \mathbf C$ to $Q y: \mathbf C'$ is called alphabetic substitution.",Definition:Alphabetic Substitution,['Definitions/Predicate Logic'],"Let 𝐂 be a WFF of the language of predicate logic ℒ_1.

Consider the (abbreviated) WFF Q x: 𝐂 where Q is a quantifier.

Let y be another variable such that:

:y is freely substitutable for x in 𝐂
:y does not occur freely in 𝐂.


Let 𝐂' be the WFF resulting from substituting y for all free occurrences of x in 𝐂.

The change from Q x: 𝐂 to Q y: 𝐂' is called alphabetic substitution."
Definition:Substitution,Substitution,"Let $S_1$ be a statement form.

Let $p$ be a metasymbol which occurs one or more times in $S_1$.

Let $T$ be a statement.

Let $S_2$ be the string formed by replacing every occurrence of $p$ in $S_1$ with $T$.


Then $S_2$ results from the substitution of $p$ by $T$ in $S_1$.

$S_2$ is called a substitution instance of $S_1$.",Definition:Substitution (Formal Systems)/Metasymbol,['Definitions/Formal Systems'],"Let S_1 be a statement form.

Let p be a metasymbol which occurs one or more times in S_1.

Let T be a statement.

Let S_2 be the string formed by replacing every occurrence of p in S_1 with T.


Then S_2 results from the substitution of p by T in S_1.

S_2 is called a substitution instance of S_1."
Definition:Subtree,Subtree,"Let $T = \left( V, E \right)$ be a tree.


A subtree of $T$ is a subgraph of $T$ that is also a tree.",Definition:Subtree (Graph Theory),"['Definitions/Subgraphs', 'Definitions/Tree Theory']","Let T = ( V, E ) be a tree.


A subtree of T is a subgraph of T that is also a tree."
Definition:Subtree,Subtree,"Let $\left( T, r_T \right)$ be a rooted tree.


A rooted subtree of $T$ is a rooted tree $\left( S, r_S \right)$ such that:

:$S$ is a subtree of $T$
:$r_S = r_T$

Note that the second condition implies that $r_T \in S$.",Definition:Rooted Subtree,"['Definitions/Subgraphs', 'Definitions/Rooted Trees']","Let ( T, r_T ) be a rooted tree.


A rooted subtree of T is a rooted tree ( S, r_S ) such that:

:S is a subtree of T
:r_S = r_T

Note that the second condition implies that r_T ∈ S."
Definition:Subtree,Subtree,"Let $\left( T, \preceq \right)$ be a tree.

A subtree of $\left( T, \preceq \right)$ is an ordered subset $\left( S, \preceq \right)$ with the property that:
:for every $\forall s \in S: \forall t \in T: t \preceq s \implies t \in S$

That is, such that $\left( S, \preceq \right)$ is a lower closure of $\left( T, \preceq \right)$.


Category:Definitions/Set Theory",Definition:Tree (Set Theory)/Subtree,['Definitions/Set Theory'],"Let ( T, ≼) be a tree.

A subtree of ( T, ≼) is an ordered subset ( S, ≼) with the property that:
:for every ∀ s ∈ S: ∀ t ∈ T: t ≼ s  t ∈ S

That is, such that ( S, ≼) is a lower closure of ( T, ≼).


Category:Definitions/Set Theory"
Definition:Successor,Successor,"Let $\preceq$ be an ordering.

Let $a, b$ be such that $a \preceq b$.


Then $b$ succeeds $a$.

$a$ is then described as being a successor of $b$.",Definition:Succeed,"['Definitions/Order Theory', 'Definitions/Successor Elements']","Let ≼ be an ordering.

Let a, b be such that a ≼ b.


Then b succeeds a.

a is then described as being a successor of b."
Definition:Successor,Successor,"Let $V$ be a basic universe.

Let $s: V \to V$ denote the successor mapping on $V$.


For $x \in V$, the result of applying the successor mapping on $x$ is denoted $x^+$:

:$x^+ := s \left(   \right)x = x \cup \left\lbrace x \right\rbrace$

$x^+$ is referred to as the successor (set) of $x$.",Definition:Successor Mapping/Successor Set,['Definitions/Successor Mapping'],"Let V be a basic universe.

Let s: V → V denote the successor mapping on V.


For x ∈ V, the result of applying the successor mapping on x is denoted x^+:

:x^+ := s (   )x = x ∪{ x }

x^+ is referred to as the successor (set) of x."
Definition:Successor,Successor,"A successor ordinal is the successor set of an ordinal:
:$\alpha^+ := s \left(   \right)\alpha = \alpha \cup \left\lbrace \alpha \right\rbrace$",Definition:Successor Ordinal,"['Definitions/Ordinals', 'Definitions/Successor Mapping']","A successor ordinal is the successor set of an ordinal:
:α^+ := s (   )α = α∪{α}"
Definition:Sum,Sum,"Let $a + b$ denote the operation of addition on two objects $a$ and $b$.

Then the result $a + b$ is referred to as the sum of $a$ and $b$.


Note that the nature of $a$ and $b$ has deliberately been left unspecified.

They could be, for example, numbers, matrices or more complex expressions constructed from such elements.",Definition:Addition/Sum,['Definitions/Addition'],"Let a + b denote the operation of addition on two objects a and b.

Then the result a + b is referred to as the sum of a and b.


Note that the nature of a and b has deliberately been left unspecified.

They could be, for example, numbers, matrices or more complex expressions constructed from such elements."
Definition:Support,Support,"Let $S$ be a set.

Let $f: S \to \mathbb R$ be a real-valued function.


The support of $f$ is the set of elements $x$ of $S$ whose values under $f$ are non-zero.

That is:
:$\mathrm {supp} \left(   \right)f := \left\lbrace x \in S: f \left(   \right)x \ne 0 \right\rbrace$


That is, the support of a function whose codomain is the set of real numbers is generally defined to be the subset of its domain which maps to anywhere that is not $0$.

Category:Definitions/Real Analysis",Definition:Support of Mapping to Algebraic Structure/Real-Valued Function,['Definitions/Real Analysis'],"Let S be a set.

Let f: S →ℝ be a real-valued function.


The support of f is the set of elements x of S whose values under f are non-zero.

That is:
:supp(   )f := { x ∈ S: f (   )x  0 }


That is, the support of a function whose codomain is the set of real numbers is generally defined to be the subset of its domain which maps to anywhere that is not 0.

Category:Definitions/Real Analysis"
Definition:Support,Support,"Let $A$ be a commutative ring with unity.

Let $M$ be a unitary $A$-module.


The support $\mathrm {supp} \left(   \right)M$ of $M$ is the set of prime ideals $P$ of $A$ such that the localization of $M$ at $P$ is nonzero:
:$\mathrm {supp} \left(   \right)M = \left\lbrace P \in \mathrm {Spec} \left( A \right) : M_P \ne 0 \right\rbrace$

where $\mathrm {Spec} \left( A \right)$ is the spectrum of $A$.

Category:Definitions/Module Theory",Definition:Support of Module,['Definitions/Module Theory'],"Let A be a commutative ring with unity.

Let M be a unitary A-module.


The support supp(   )M of M is the set of prime ideals P of A such that the localization of M at P is nonzero:
:supp(   )M = { P ∈Spec( A ) : M_P  0 }

where Spec( A ) is the spectrum of A.

Category:Definitions/Module Theory"
Definition:Support,Support,"Let $f: \mathbb R^n \to \mathbb R$ be a continuous real-valued function.

The support of $f$ is the closure of the set of elements $x$ of $\mathbb R^n$ whose values under $f$ are non-zero.

That is:
:$\mathrm {supp} \left(   \right)f = \mathrm {cl} \left\lbrace x \in \mathbb R^n: f \left(   \right)x \ne 0 \right\rbrace$


Category:Definitions/Real Analysis",Definition:Support of Continuous Mapping/Real-Valued,['Definitions/Real Analysis'],"Let f: ℝ^n →ℝ be a continuous real-valued function.

The support of f is the closure of the set of elements x of ℝ^n whose values under f are non-zero.

That is:
:supp(   )f = cl{ x ∈ℝ^n: f (   )x  0 }


Category:Definitions/Real Analysis"
Definition:Support,Support,"Let $\Omega \subseteq \mathbb R^n$ be an open set.

 

Let $\mathcal D \left(   \right)\Omega$ be the space of continuous functions compactly supported in $\Omega$.

Let $\mathcal D' \left(   \right)\Omega$ be the distribution space.

Let $T \in \mathcal D' \left(   \right)\Omega$ be a distribution.


The support $\mathrm {supp}  \left(   \right)T \subseteq \Omega$ of $T$ is defined by:
:$\ds x \notin \mathrm {supp}  \left(   \right)T$  if and only if :
::there exists an open neighborhood $U$ of $x$ such that:
:::for all $\phi \in \mathcal D \left(   \right)\Omega$ such that $\mathrm {supp}  \left(   \right)\phi \subseteq U$:
::::$T \left(   \right)\phi = 0$


Category:Definitions/Real Analysis",Definition:Support of Distribution,['Definitions/Real Analysis'],"Let Ω⊆ℝ^n be an open set.

 

Let 𝒟(   )Ω be the space of continuous functions compactly supported in Ω.

Let 𝒟' (   )Ω be the distribution space.

Let T ∈𝒟' (   )Ω be a distribution.


The support supp(   )T ⊆Ω of T is defined by:
:x ∉supp(   )T  if and only if :
::there exists an open neighborhood U of x such that:
:::for all ϕ∈𝒟(   )Ω such that supp(   )ϕ⊆ U:
::::T (   )ϕ = 0


Category:Definitions/Real Analysis"
Definition:Support,Support,"Let $S$ be a set.

Let $f$ be a permutation on $S$.


The support of $f$ is the subset of moved elements:
:$\mathrm {supp} \left(   \right)f = \left\lbrace x \in S: f \left(   \right)x \ne x \right\rbrace$


 ",Definition:Support of Permutation,"['Definitions/Mapping Theory', 'Definitions/Permutation Theory']","Let S be a set.

Let f be a permutation on S.


The support of f is the subset of moved elements:
:supp(   )f = { x ∈ S: f (   )x  x }


 "
Definition:Support,Support,"Let $S$ be a set

Let $E \subseteq S$ be a subset.

Let $\chi_E: S \to \left\lbrace 0, 1 \right\rbrace$ be the characteristic function of $E$.


The support of $\chi_E$, denoted $\mathrm {supp} \left(   \right){\chi_E}$, is the set $E$.

That is:

:$\mathrm {supp} \left(   \right){\chi_E} = \left\lbrace x \in S: \chi_E \left(   \right)x = 1 \right\rbrace$",Definition:Characteristic Function (Set Theory)/Set/Support,['Definitions/Characteristic Functions of Sets'],"Let S be a set

Let E ⊆ S be a subset.

Let χ_E: S →{ 0, 1 } be the characteristic function of E.


The support of χ_E, denoted supp(   )χ_E, is the set E.

That is:

:supp(   )χ_E = { x ∈ S: χ_E (   )x = 1 }"
Definition:Supremum,Supremum,"A special case of a supremum of a mapping is a supremum of a sequence, where the domain of the mapping is $\mathbb N$.

Let $\left( T, \preceq \right)$ be an ordered set.

Let $\left\langle x_n \right\rangle$ be a sequence in $T$.


Let $\left\lbrace x_n: n \in \mathbb N \right\rbrace$ admit a supremum.


Then the supremum of $\left\langle x_n \right\rangle$) is defined as:
:$\ds \sup \left(   \right){\left\langle x_n \right\rangle } = \sup \left(   \right){\left\lbrace x_n: n \in \mathbb N \right\rbrace }$",Definition:Supremum of Sequence,"['Definitions/Sequences', 'Definitions/Suprema']","A special case of a supremum of a mapping is a supremum of a sequence, where the domain of the mapping is ℕ.

Let ( T, ≼) be an ordered set.

Let ⟨ x_n ⟩ be a sequence in T.


Let { x_n: n ∈ℕ} admit a supremum.


Then the supremum of ⟨ x_n ⟩) is defined as:
:sup(   )⟨ x_n ⟩ = sup(   ){ x_n: n ∈ℕ}"
Definition:Supremum,Supremum,"Let $\left\langle x_n \right\rangle$ be a real sequence.


Let $\left\lbrace x_n: n \in \mathbb N \right\rbrace$ admit a supremum.


Then the supremum of $\left\langle x_n \right\rangle$) is defined as:
:$\ds \sup \left(   \right){\left\langle x_n \right\rangle } = \sup \left(   \right){\left\lbrace x_n: n \in \mathbb N \right\rbrace }$",Definition:Supremum of Real Sequence,"['Definitions/Sequences', 'Definitions/Suprema']","Let ⟨ x_n ⟩ be a real sequence.


Let { x_n: n ∈ℕ} admit a supremum.


Then the supremum of ⟨ x_n ⟩) is defined as:
:sup(   )⟨ x_n ⟩ = sup(   ){ x_n: n ∈ℕ}"
Definition:Symmetry,Symmetry,"A symmetry mapping of a geometric figure is a bijection from the figure to itself which preserves the distance between points.

In other words, it is a self-congruence.


Intuitively and informally, a symmetry mapping is a movement of the figure so that it looks exactly the same after it has been moved.",Definition:Symmetry Mapping,"['Definitions/Geometry', 'Definitions/Mapping Theory', 'Definitions/Symmetry Mappings']","A symmetry mapping of a geometric figure is a bijection from the figure to itself which preserves the distance between points.

In other words, it is a self-congruence.


Intuitively and informally, a symmetry mapping is a movement of the figure so that it looks exactly the same after it has been moved."
Definition:Symmetry,Symmetry,"Let $P$ be a geometric figure.

Let $S_P$ be the set of all symmetries of $P$.

Let $\left( S_P, \circ \right)$ be the algebraic structure such that $\circ$ denotes the composition of mappings.


Then $\left( S_P, \circ \right)$ is called the symmetry group of $P$.",Definition:Symmetry Group,"['Definitions/Examples of Groups', 'Definitions/Symmetry Groups']","Let P be a geometric figure.

Let S_P be the set of all symmetries of P.

Let ( S_P, ∘) be the algebraic structure such that ∘ denotes the composition of mappings.


Then ( S_P, ∘) is called the symmetry group of P."
Definition:System,System,A system is a configuration of electrical devices designed for a specific utilitarian purpose.,Definition:System (Electronics),"['Definitions/Systems (Electronics)', 'Definitions/Electronics']",A system is a configuration of electrical devices designed for a specific utilitarian purpose.
Definition:System,System,"Let $T = \left( S, \tau \right)$ be a topological space.

A neighborhood system is a family $\left\langle \mathcal N_x \right\rangle_{x \mathop \in S}$ indexed by points of $S$, such that $\mathcal N_x$ is a local basis at $x$ for $x \in S$.",Definition:Neighborhood System,['Definitions/Topology'],"Let T = ( S, τ) be a topological space.

A neighborhood system is a family ⟨𝒩_x ⟩_x ∈ S indexed by points of S, such that 𝒩_x is a local basis at x for x ∈ S."
Definition:System,System,"Let $M = \left( A, d \right)$ be a metric space.

Let $a \in A$.

Let $\mathcal N_a$ be the set of all neighborhoods of $a$ in $M$.


Then $\mathcal N_a$ is the system of neighborhoods of the point $a$.",Definition:System of Neighborhoods,"['Definitions/Systems of Neighborhoods', 'Definitions/Neighborhoods']","Let M = ( A, d ) be a metric space.

Let a ∈ A.

Let 𝒩_a be the set of all neighborhoods of a in M.


Then 𝒩_a is the system of neighborhoods of the point a."
Definition:System,System,"Let $\left( S, \tau \right)$ be a topological space.

Let $f: S \to S$ be a continuous mapping.


Then $\left( S, f \right)$ is called a topological dynamical system.",Definition:Topological Dynamical System,['Definitions/Dynamical Systems Theory'],"Let ( S, τ) be a topological space.

Let f: S → S be a continuous mapping.


Then ( S, f ) is called a topological dynamical system."
Definition:System,System,"Let $\mathcal L$ be a logical language.

Let $\mathscr P$ be a proof system.


Then $\mathscr P$ is independent if it is not possible to derive one axiom or rule of inference of $\mathscr P$ from the others.

 ",Definition:Independent Proof System,['Definitions/Proof Systems'],"Let ℒ be a logical language.

Let 𝒫 be a proof system.


Then 𝒫 is independent if it is not possible to derive one axiom or rule of inference of 𝒫 from the others.

 "
Definition:System,System,"Let $\mathcal L$ be a logical language.

Let $\mathscr P$ be a proof system for $\mathcal L$, and let $\mathscr M$ be a formal semantics for $\mathcal L$.


$\mathscr P$ is strongly complete for $\mathscr M$  if and only if :

:Every $\mathscr M$-semantic consequence is a $\mathscr P$-provable consequence.

Symbolically, this can be expressed as the statement that, for every collection $\mathcal F$ of logical formulas, and every logical formula $\phi$ of $\mathcal L$:

:$\mathcal F \models_{\mathscr M} \phi$ implies $\mathcal F \vdash_{\mathscr P} \phi$",Definition:Complete Proof System/Strongly Complete,"['Definitions/Complete Proof Systems', 'Definitions/Proof Systems']","Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ, and let ℳ be a formal semantics for ℒ.


𝒫 is strongly complete for ℳ  if and only if :

:Every ℳ-semantic consequence is a 𝒫-provable consequence.

Symbolically, this can be expressed as the statement that, for every collection ℱ of logical formulas, and every logical formula ϕ of ℒ:

:ℱ_ℳϕ implies ℱ⊢_𝒫ϕ"
Definition:System,System,"Let $\mathcal L$ be a logical language.

Let $\mathscr P$ be a proof system for $\mathcal L$.

let $\mathscr M$ be a formal semantics for $\mathcal L$.


$\mathscr P$ is strongly sound for $\mathscr M$  if and only if :

:Every $\mathscr P$-provable consequence is an $\mathscr M$-semantic consequence.

Symbolically, this can be expressed as the statement that, for every collection of logical formulas $\mathcal F$, and logical formula $\phi$ of $\mathcal L$:

:$\mathcal F \vdash_{\mathscr P} \phi$ implies $\mathcal F \models_{\mathscr M} \phi$",Definition:Sound Proof System/Strongly Sound,['Definitions/Sound Proof Systems'],"Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.

let ℳ be a formal semantics for ℒ.


𝒫 is strongly sound for ℳ  if and only if :

:Every 𝒫-provable consequence is an ℳ-semantic consequence.

Symbolically, this can be expressed as the statement that, for every collection of logical formulas ℱ, and logical formula ϕ of ℒ:

:ℱ⊢_𝒫ϕ implies ℱ_ℳϕ"
Definition:System,System,"A key feature of collations is the presence of methods to collate a number of collations into a new one.

A collection of collations, together with a collection of such collation methods may be called a collation system.


For example, words and the method of concatenation.


Category:Definitions/Collations",Definition:Collation/Collation System,['Definitions/Collations'],"A key feature of collations is the presence of methods to collate a number of collations into a new one.

A collection of collations, together with a collection of such collation methods may be called a collation system.


For example, words and the method of concatenation.


Category:Definitions/Collations"
Definition:System,System,"A formal system is a formal language $\mathcal L$ together with a deductive apparatus for $\mathcal L$.


Let $\mathcal F$ be a formal system consisting of a formal language with deductive apparatus $\mathcal D$.

By applying the formal grammar of $\mathcal L$, one constructs well-formed formulae in $\mathcal L$.

Of such a well-formed formula, one can then use the deductive apparatus $\mathcal D$ to determine whether or not it is a theorem in $\mathcal F$.",Definition:Formal System,['Definitions/Formal Systems'],"A formal system is a formal language ℒ together with a deductive apparatus for ℒ.


Let ℱ be a formal system consisting of a formal language with deductive apparatus 𝒟.

By applying the formal grammar of ℒ, one constructs well-formed formulae in ℒ.

Of such a well-formed formula, one can then use the deductive apparatus 𝒟 to determine whether or not it is a theorem in ℱ."
Definition:System,System,"A system of differential equations is autonomous if all of the differential equations which it comprises are themselves autonomous.


Category:Definitions/Differential Equations",Definition:Differential Equation/System/Autonomous,['Definitions/Differential Equations'],"A system of differential equations is autonomous if all of the differential equations which it comprises are themselves autonomous.


Category:Definitions/Differential Equations"
Definition:System,System,A coordinate system whose coordinate axes are straight lines is called a system of rectilinear coordinate system.,Definition:Rectilinear Coordinate System,"['Definitions/Rectilinear Coordinate Systems', 'Definitions/Orthogonal Coordinate Systems', 'Definitions/Coordinate Systems']",A coordinate system whose coordinate axes are straight lines is called a system of rectilinear coordinate system.
Definition:System,System,"A Cartesian coordinate system is a coordinate system in which the position of a point is determined by its relation to a set of perpendicular straight lines.

These straight lines are referred to as coordinate axes.",Definition:Cartesian Coordinate System,"['Definitions/Cartesian Coordinate Systems', 'Definitions/Examples of Coordinate Systems', 'Definitions/Examples of Rectilinear Coordinate Systems', 'Definitions/Analytic Geometry']","A Cartesian coordinate system is a coordinate system in which the position of a point is determined by its relation to a set of perpendicular straight lines.

These straight lines are referred to as coordinate axes."
Definition:System,System,A rectangular coordinate system is a Cartesian coordinate system in which each of the coordinate axes are perpendicular to each other.,Definition:Rectangular Coordinate System,['Definitions/Cartesian Coordinate Systems'],A rectangular coordinate system is a Cartesian coordinate system in which each of the coordinate axes are perpendicular to each other.
Definition:System,System,"An oblique coordinate system is a coordinate system in which the position of a point is determined by its relation to a set of straight coordinate axes which are oblique.

:",Definition:Oblique Coordinate System,"['Definitions/Oblique Coordinate Systems', 'Definitions/Coordinate Systems']","An oblique coordinate system is a coordinate system in which the position of a point is determined by its relation to a set of straight coordinate axes which are oblique.

:"
Definition:System,System,The solar system is the system of celestial bodies which are under the direct influence of the gravitational field of the sun.,Definition:Solar System,"['Definitions/Astronomy', 'Definitions/Celestial Mechanics', 'Definitions/Solar System']",The solar system is the system of celestial bodies which are under the direct influence of the gravitational field of the sun.
Definition:System,System,A number system is a technique for representing numbers.,Definition:Number System,['Definitions/Number Systems'],A number system is a technique for representing numbers.
Definition:System,System,"The vigesimal system is base $20$ notation.

That is, every number $x \in \mathbb R$ is expressed in the form:
:$\ds x = \sum_{j \mathop \in \mathbb Z} r_j 20^j$
where:
:$\forall j \in \mathbb Z: r_j \in \left\lbrace 0, 1, \ldots, 19 \right\rbrace$",Definition:Vigesimal System,['Definitions/Number Bases'],"The vigesimal system is base 20 notation.

That is, every number x ∈ℝ is expressed in the form:
:x = ∑_j ∈ℤ r_j 20^j
where:
:∀ j ∈ℤ: r_j ∈{ 0, 1, …, 19 }"
Definition:System,System,The factorial number system is a mixed radix positional numeral system in which the digit in the $i$th column from the right is of base $i$.,Definition:Factorial Number System,['Definitions/Number Bases'],The factorial number system is a mixed radix positional numeral system in which the digit in the ith column from the right is of base i.
Definition:System,System,A decimal system is a system of measurement in which the standard multiples and fractions of the units of measurement are powers of $10$.,Definition:Decimal System,"['Definitions/Decimal System', 'Definitions/Decimal', 'Definitions/Number Systems', 'Definitions/Units of Measurement']",A decimal system is a system of measurement in which the standard multiples and fractions of the units of measurement are powers of 10.
Definition:System,System,"The combinatorial number system is a system for representing a positive integer $m$ by a sequence of digits which are the upper coefficient of a sequence of $n$ binomial coefficients for some $n \in \mathbb Z_{>0}$:

:$m := k_1 k_2 k_3 \ldots k_n$

where:
:$m = \dbinom {k_1} 1 + \dbinom {k_2} 2 + \dbinom {k_3} 3 + \cdots + \dbinom {k_n} n$
:$0 \le k_1 < k_2 < \cdots < k_n$",Definition:Combinatorial Number System,['Definitions/Binomial Coefficients'],"The combinatorial number system is a system for representing a positive integer m by a sequence of digits which are the upper coefficient of a sequence of n binomial coefficients for some n ∈ℤ_>0:

:m := k_1 k_2 k_3 … k_n

where:
:m = k_1 1 + k_2 2 + k_3 3 + ⋯ + k_n n
:0 ≤ k_1 < k_2 < ⋯ < k_n"
