file_name,extraction_rule,plain_text_def,plain_text_term
1405.1322#maxdegk3.tex,definition + \emph{},"An edge xy∈ E(G) is called tight if (xy)=r-1.  A clique in G, all of whose edges are tight, is called a tight clique .  A maximal tight clique is a cluster .",tight;tight clique;cluster
1401.6583#draft2.tex,definition + \textit{},"A vertex u_i's set of tightness neighbors (u_i) consists of all vertices u_j ∈ V(G) such that 

    f(u_i)-f(u_j) = D+1 - d(u_i,u_j).
",tightness neighbors
1401.6583#siemens_final.tex,definition + \textit{},"
A vertex u_i's set of tightness neighbors (u_i) consists of all vertices u_j such that 

    f(u_i)-f(u_j) = D+1 - d(u_i,u_j).
",tightness neighbors
1710.07179#MultidimensionalPosetDynamics_submit.tex,definition + \textit{},"For any p ∈ P, the toggle t_p: J(P) → J(P) is defined as follows:

    t_p(I)=
        
          I ∪{ p }       if  p ∉ I  and  I ∪{ p }∈ J(P) 
    
          I ∖{ p }   if  p ∈ I  and  I ∖{ p }∈ J(P) 
    
          I    otherwise.

The toggle group of P is the group generated by the t_p for all p∈ P.",toggle
1705.02665#2xaxb_Homomesy_Result_v5.tex,definition + \textit{},"Let P be a poset. For any e ∈ P, the toggle t_e: J(P) → J(P) is defined as follows:

    t_e(I)=
        
          I ∪{ e }       if  e ∉ I  and  I ∪{ e }∈ J(P) 
    
          I ∖{ e }   if  e ∈ I  and  I ∖{ e }∈ J(P) 
    
          I    otherwise.
",toggle
1811.02404#cde_vexillary.tex,definition + \emph{},Let μ be a probability distribution on L. We say that μ is toggle-symmetric if 𝔼(μ;𝒯_p)=0 for all p∈Irr(L).,toggle-symmetric
1606.06248#cde.tex,definition + \emph{}," (CHHM <cit.>).
A distribution μ on J(P) is called toggle-symmetric if for each p ∈ P the probability that p can be toggled into I is equal to the probability that it can be toggled out of I when I ∼μ. In other words, μ is toggle-symmetric if 𝔼(μ;𝒯^+_p ) = 𝔼(μ;𝒯^-_p) for all p ∈ P.",toggle-symmetric
1507.01928#TogglingSubmission.tex,definition + \emph{},"Given a cyclic word W composed of the letters P, C, and E.  Then the toggling of W is W^T, the word formed by taking W and replacing every P by C and every C by P. The occurrences of E are unchanged.",toggling
1503.00595#nathan.tex,definition + \emph{},"[P. Cameron and D. Fon-der-Flaass <cit.>]










",toggling
1106.5279#topo_penrose_final_postPP.tex,definition + \emph{},"[<cit.>]
 Let G be an embedded graph with canonically checkerboard coloured embedded medial graph G_m, and let W_m(G_m)=(α, β, γ) be a medial weight system. Then the topological transition polynomial of G is:

    Q(G, (α, β, γ), t) :=q(G_m; W_m,t).
",topological transition polynomial
1410.7039#Recipe_theo_submit_arXiv.tex,definition + \emph{},"
 Let G be an embedded graph with half-edges with canonically checkerboard colored embedded medial graph G_m, and let W_m(G_m)=(α,η) be a weight system associated with G_m. Then the topological transition polynomial for  G expresses as
Q(G, (α,η), a, b,d) :=q(G_m; W_m,a,b,d).
",topological transition polynomial
1108.3321#twisted_tutte_V3.tex,definition + \emph{},"
   The topological transition polynomial Q(G, (α, β, γ), t) ∈ R[t] is defined by

    Q(G, (α, β, γ), t) :=∑_s ∈𝒮( G_m)ω( s )t^c(s),
 
where ω is the medial weight system for G_m defined by (α, β, γ).",topological transition polynomial
0906.5557#sup_du_100420_new_directions.tex,definition + \emph{},"Let G be an embedded graph with embedded medial graph G_m.  Define the medial weight system W_m(G_m) using the canonical checkerboard colouring of G_m as follows.  A vertex v has state weights given by an ordered triple (α_v, β_v, γ_v), indicating the weights of the white split, black split, and crossing state, in that order. We write (α, β, γ) for the set of these ordered triples, indexed equivalently either by the vertices of G_m or by the edges of G.  Then the topological transition polynomial of G is:

    Q(G, (α, β, γ), t) :=q(G_m; W_m,t).
",topological transition polynomial
1904.10187#1904.10187.tex,definition + \emph{},"The Bruhat interval polytope Q_v,w is called toric if Q_v,w=ℓ(w)-ℓ(v).",toric
0807.0453#CM2483-Berkesch-rank.tex,definition + \emph{},"
A ^d-graded R-module is toric if it has a filtration 

    0 = M_0 ⊆ M_1 ⊆⋯⊆ 
    M_ℓ - 1⊆ M_ℓ = M

such that for each i, M_i/M_i-1 is a ^d-graded translate of 
S_F_i for some face F_i ≼ A. 

Notice that toric modules are necessarily finitely generated R-modules.",toric
1810.06704#ColouringSparseGraphsRevision-clean.tex,definition + \emph{},Let G be a graph and C be a correspondence assignment of G. We say C is total if C_uv and C_vu are total for every edge uv of G.,total
1807.03384#main.tex,definition + \textit{},"
We let ε_i(v) and φ_i(v) be the total distance from v to the top and bottom of its {i,i'}-connected component. We similarly define ε_i'(v), φ_i'(v) (counting primed edges only) and ε_i(v), φ_i(v) (counting unprimed edges only).",total
0910.3926#dhjrewrite2.tex,definition + \emph{},"Let μ and ν be two probability measures on a finite set X.
The total variation distance d(μ,ν) is defined to be
max_A⊂ X|μ(A)-ν(A)|.",total variation distance
1710.03845#1710.03845.tex,definition + \emph{},"For probability distributions μ and η on the set 𝒮, total variation distance is

    μ-η_TV=1/2∑_x ∈𝒮μ(x)-η(x) .
",total variation distance
1310.4159#POM_arXiv.v3.tex,definition + \emph{},"
Suppose A is a d × n matrix of rank d with real entries such that all its maximal minors are nonnegative. Such a matrix A is called totally nonnegative , 
and the realizable matroid M(A) associated to it is called a positroid .
In fact, it follows from the work of Postnikov that any positroid can be realized 
by a totally nonnegative matrix with entries in  <cit.>.",totally nonnegative;positroid
1308.2698#positroid-ncpartitions.tex,definition + \emph{},"
Suppose A is a d × n matrix of rank d with real entries such that all its maximal minors are nonnegative. Such a matrix A is called totally nonnegative , 
and the representable matroid M(A) associated to A is called a positroid .",totally nonnegative;positroid
1608.05372#sliceanddicev2.tex,definition + \emph{},"A matrix is totally unimodular if all determinats of sub matrices are in {-1,0,1}.",totally unimodular
1804.05767#Controesempi.tex,definition + \textit{},A toric arrangement is totally unimodular if all intersections of some hypertori are connected.,totally unimodular
1504.04299#revisedch2.tex,definition + \emph{},"Let F be a 4-regular graph, and P a partition of the edge-set
of F into edge-disjoint circuits. The touch-graph Tch(P) is the
graph with a vertex for each circuit of P and an edge for each vertex of
F, the edge corresponding to v incident on the vertex or vertices
corresponding to circuits of P that are incident at v.",touch-graph
1703.05960#foursum.tex,definition + \emph{},"
Let P be a circuit partition in a 4-regular graph F. Then the touch-graph Tch(P) is the graph with a vertex v_γ for each γ∈ P and an edge e_v for each v ∈ V(F), such that e_v is incident on v_γ in Tch(P) if and only if γ is incident on v in F.",touch-graph
1107.5493#bingraf7.tex,definition + \emph{},"If P is a circuit partition of F then the touch-graph Tch(P) is a
graph with a vertex for each element of P and an edge for each vertex of
F; the edge corresponding to v∈ V(F) is incident on the vertex or
vertices corresponding to element(s) of P incident at v.",touch-graph
1606.09107#1606.09107.tex,definition + \emph{},"A subset of edges T ⊂ E can be represented as a trail if there exists an ordering e_1, e_2, …, e_k of edges in T (choosing each exactly once) such that t(e_i)=s(e_i+1) for all i = 1, …, k-1.",trail
1502.04955#1502.04955.tex,definition + \emph{},"Suppose that G=(V,E) is a graph with |V| =. We say that A⊂ V is a
 trail iff there is a club {V_α:α<}⊂ [V]^ω so that 
for all α< there is v_α∈ A V_α such that for all α'<α

    N_G(v_α)∩ (V_α V_α')∩ A  is infinite.
",trail
1312.2209#english.tex,definition + \emph{},"Given a no-empty graph G=(V, τ). Let τ̂ is a collection of τ^1, τ^2,⋯, τ^N with 1≤ N≤∞. Let π be a component of set τ̂ and for each pair τ_i∈π such that τ_i(1)≠τ_i(2). If there exists |π|>1 and each ordered pair τ_i, τ_i+1∈π such that τ_i(2)=τ_i+1(1), then we call set π trail , the collection of trails is denoted by Π.
",trail
1402.5739#perfection_060114.tex,definition + \emph{},"An oriented 3–hypergraph H is said to be transitive , if whenever (u  v  z) and (z  v  w) ∈ O(H) then (u  v  w) ∈ O(H) (this implies also (u  w  z) ∈ O(H)).",transitive
1609.05320#test.tex,definition + \textit{},"A group Γ≤ S_n is called transitive , if for every i,j ∈ [n], there exists an element π∈Γ, so that π(i)=j.",transitive
1610.00179#RT-FT-tctr-arxiv.tex,definition + \emph{},"
Let G_τ be a bidirected graph.  G_τ is transitive if, for any vertices x and y (not necessarily distinct) such that there is an (α,β) b-path from x^α to y^β in G_τ, there is an edge {x^α, y^β} in G_τ.",transitive
1409.2922#1409.2922.tex,definition + \emph{},"A ladder system C on T is transitive iff 
    C_t∩ s⊆ C_s
 for all t∈ T and s∈ C_t.",transitive
1910.11740#article.tex,definition + \emph{},"A subset I⊆Δ is transitive if (c,b)∈ I and (b,a)∈ I
  implies (c,a)∈ I.",transitive
1502.00897#prodElemArxiv1.tex,definition + \emph{},"
	We say a theory T is transitive if for every ϕ(x) in one free variable, either T_1 ∀ x ϕ(x)
	or T_1 ∀ x ϕ(x) (i.e. |S_1(T_1)| = 1).",transitive
1001.5232#exchange.tex,definition + \textit{},"(e.g. <cit.>, <cit.>) A transport plan from 𝐚 to 𝐛 is an atomic probability measure

    q=∑_i=1^k∑_j=1^ℓq_ijδ _( x_i,y_j)

in the product space X× X such that

    ∑_i=1^kq_ij=n_j and ∑_j=1^ℓq_ij=m_i

for each i and j. Denote Plan( 𝐚,𝐛) as
the space of all transport plans from 𝐚 to 𝐛.",transport plan
1103.0571#allocation.tex,definition + \textit{},"Suppose 𝐚 and 𝐛 are two atomic probability measures on
X as in (<ref>), (<ref>) and (<ref>).
A transport plan from 𝐚 to 𝐛 is an atomic
probability measure

    q=∑_i=1^k∑_j=1^ℓq_ijδ _( x_i,y_j)

on the product space X× X such that for each i and j, q_ij≥
0,

    ∑_i=1^kq_ij=n_j and ∑_j=1^ℓq_ij=m_i.

Denote Plan( 𝐚,𝐛) as the space of all
transport plans from 𝐚 to 𝐛.",transport plan
1904.07729#1904.07729.tex,definition + \textit{},"
A transversal-set of the starting Latin cube of order n is a union of two related half transversal-sets.",transversal-set
1809.02392#1809.02392.tex,definition + \textit{},"If L is a Latin cube that is isomorphic to a 
Boolean Latin cube, a transversal-set 𝔱 of L 
is a set of n cells that satisfy the following



	
  * no two cells in 𝔱 are in the same row/column/file;
	
	 
  * no two cells in 𝔱 contain the same symbol;
	
	
  * for any two cells in 𝔱, there is a unique 3-cube
	that contain these cells.

",transversal-set
1709.00119#2-associahedra.tex,definition + \emph{},"A tree is a finite set T and a relation E ⊂ T × T satisfying these axioms:



   (Symmetry) If α E β, then β E α.


   (Antireflexivity) If α E β, then α≠β.


   (Connectedness) If α, β are distinct vertices, then there exist γ_1, …, γ_k ∈ T with γ_1 = α, γ_k = β, and γ_i E γ_i+1 for every i.


   (No cycles) If γ_1, …, γ_k are vertices with γ_i E γ_i+1 and γ_i ≠γ_i+2 for all i, then γ_1 ≠γ_k.

",tree
1001.1175#1001.1175.tex,definition + \emph{},"

  A tree T is a collection of non-empty finite sets of integers such that if σ∈ T and ∅≠τ⊆σ then τ∈ T.  We write σ<n if m<n for all m∈ FS(σ).  We write σ<τ if τ is nonempty and σ<n for every n∈ FS(τ).  We write σ<T if σ<τ for every τ∈ T.

We write FS(T) for ⋃_σ∈ TFS(σ).  If T,T' are trees, we write T'⊆_FST if FS(T')⊆ FS(T).

If σ∈ T, we define a new tree, T-σ, by setting τ∈ (T-σ) iff σ<τ and σ∪τ∈ T.  When σ<T, T+σ is the tree generated by T∪{σ∪τ|τ∈ T}.

We may view T as being partially ordered by the relation σ≺τ iff τ⊆σ and there is a σ'⊆σ such that τ<σ'.  We write ht(T) for the ordinal height of T under this ordering if it is well-founded, and ht(T)=∞ if T is ill-founded.

",tree
0807.1451#MultidimCSTrevised.tex,definition + \emph{},"Baum 
Let  S be a set and  put S^ = ⋓_n= 0^∞ S^{0,…, n-1}. 
A non empty set T⊂ S^ is a tree in S 
  iff for all f∈ S^, g∈ T such that 
f⊂ g, g_ f =f one has f∈ T.   
",tree
1808.06199#GoubkoKuznetsov.tex,definition + \emph{},"Connected network T∈Ω(V) is called a tree if ∑_i=1^n
d_T(i)=2(n-1). The collection of trees over vertex set V is denoted with
𝒯(V).",tree
1911.05951#main.tex,definition + \emph{},"Suppose G = (V,) is a digraph with vertex set V = {1,2,...,n} and Laplacian matrix L. A spanning tree of G rooted at vertex i is a connected subgraph T with vertex set V such that


  (i) Every vertex of T other than i has indegree 1.

  (ii) The vertex i has indegree 0.

  (iii) T has no directed cycles. 
",tree
1805.06847#1805.06847.tex,definition + \emph{},"[Tree bound]
Given a group G and A⊆ G, the tree bound for A, denoted by d(A), is the least integer d such that there do not exist sequences ⟨ a_η: η∈ 2^d⟩, ⟨ b_ρ: ρ∈ 2^<d⟩ of elements of G with the property that for each η∈ 2^d and ρ∈ 2^<d, if ρ◃η, then a_η+b_ρ∈ A if and only if ρ∧ 1⊴η.",tree bound
1710.02021#toystablereg.tex,definition + \emph{},"[Tree bound]
Given a graph Γ=(V,E), the tree bound for Γ, denoted by d(Γ), is the least integer d such that there do not exist sequences ⟨ a_η: η∈ 2^d⟩, ⟨ b_ρ: ρ∈ 2^<d⟩ of elements of V with the property that for each η∈ 2^d and ρ∈ 2^<d, if ρ◃η, then a_ηb_ρ∈ E if and only if ρ∧ 1⊴η.",tree bound
1503.01604#document.tex,definition + \emph{},"[Tree Decomposition, Treewidth]
	A tree decomposition of a graph G = (V, E) is a pair (T, X) of a
	tree T = (N, F) and an indexed family of vertex sets (X_t)_t ∈ N
	(called bags ), such that the following properties hold.
	
	  
  * Each vertex v ∈ V is contained in at least one bag.
	  
  * For each edge e ∈ E there exists a bag containing both endpoints.
	  
  * For each vertex v ∈ V, the bags in the tree decomposition that
	  contain v form a subtree of T.
	
	The width of a tree decomposition is the size of the largest bag minus 1
	and the treewidth of a graph is the minimum width of all its tree
	decompositions.",tree decomposition;bags;width;treewidth
1305.7376#1305.7376.tex,definition + \emph{},"[tree decomposition and treewidth]
A tree decomposition of a graph G
is a pair (T,𝒳) where T is a tree and
𝒳 a family (X_t)_t ∈T of
subsets of G (called bags ) indexed by
elements of T and such that
 
 
  * ⋃_t ∈T X_t = G;
 
  * for every edge e of G there is an element of 𝒳
containing both ends of e;
 
  * for every v ∈G, the subgraph of T
induced by {t ∈T|v ∈ X_t} is connected.
 


The width of a tree decomposition T is defined as
equal to max_t ∈T X_t - 1. The
treewidth of G, written (G), is the minimum width of any
of its tree decompositions.",tree decomposition;bags;width;treewidth
1705.05790#NonbipartiteArxivV3.tex,definition + \emph{},"
  A pair (T,X) is a tree decomposition of a graph G=(V,E)
  if T is a tree with node set I and X maps nodes of T to
  subsets of V (called bags ) such that
  
  
  *  
    ∀ v ∈ V ,∃ i ∈ I,  v ∈ X(i);
  
  * 
    ∀ uv ∈ E, ∃ i ∈ I, {u,v}⊆ X(i);
  
  * 
    ∀ v ∈ V,   T[{i | v ∈ X(i)}] is connected.
  
  The width of (T,X) is max_i ∈ I |X(i)|-1 and the
  treewidth of G is the minimum width of a tree decomposition of G.
  It is denoted as (G).
",tree decomposition;bags;width;treewidth
1202.0750#restrees.tex,definition + \emph{},"[<cit.> tree, forest] A connected 
simplicial complex  is a tree if every nonempty
subcollection of  has a leaf.  If  is not necessarily
connected, but every subcollection has a leaf, then  is called a
forest .",tree;forest
1706.02606#The_Chain_Group_of_a_Forest.tex,definition + \emph{},An acyclic connected graph is called a tree . A finite disjoint union of trees is said to be a forest .,tree;forest
1509.03696#On_transversal_and_2-packing_numbers_in_straight_line_segment_systems_arcxiv11sep.tex,definition + \emph{},"Given a linear system (P,ℒ), we will call a
triangle 𝒯 of (P,ℒ) as the linear
system induced by three points in general position (non collinear)
and three lines induced by them.",triangle
1707.08372#1707.08372.tex,definition + \emph{},"A triangle in a graph G is a set of three vertices v_1, v_2, v_3 such that (v_1, v_2) ∈ E, (v_1, v_3) ∈ E, (v_2, v_3) ∈ E.",triangle
1302.3872#trifree6.tex,definition + \emph{},"A triangle in a hypergraph H is a set of three distinct edges e,f,g ∈ H
and three distinct vertices u,v,w ∈ V(H) such that u,v ∈ e, v,w ∈ f, w, u ∈ g
and {u, v, w}∩ e ∩ f ∩ g.",triangle
1401.4384#H_game_arxiv.tex,theorem + \emph{},"[<cit.>] 
Consider the K_3-game (i.e. the triangle game) played on the edge set of . Then

    lim_n →∞[ is Maker's win in the  K_3-game] =
    
    1,    p ≫ n^-5/9, 
    
    0,    p ≪ n^-5/9.
",triangle
1704.04701#ThesisFinalVersion.tex,definition + \emph{},"Let G be a 2-connected graph and X = {a,b,c,d}⊆ V(G). Suppose there are three distinct 2-separations (A_1,B_1),(A_2,B_2),(A_3,B_3). We say these separations form a triangle if A_1∩ B_1 = {x,y}, A_2∩ B_2 = {x,v} and A_3∩ B_3 = {v,y} for distinct vertices x,y,v ∈ V(G). For notational convenience, we will enforce that in a triangle, (A_i∖ (A_i∩ B_i)) ∩ (A_j∖ (A_j∩ B_j)) = ∅ for any i,j ∈{1,2,3}, i ≠ j.  We say a triangle (A_1,B_1),(A_2,B_2),(A_3,B_3), is terminal separating if exactly two vertices of X are contained in A_1, exactly one vertex of X is contained in A_2∖ (A_2∩ B_2) and exactly one vertex of X is contained in A_3∖ (A_3∩ B_3). Two triangles  ((A^1_1,B^1_1), (A^1_2,B^1_2), (A^1_3,B^1_3)), ((A^2_1,B^2_1),(A^2_2,B^2_2),(A^2_3,B^2_3)), are distinct if there exists an i ∈{1,2,3}, such that for A^2_i, A^1_j∩ B^1_j⊆ A^2_i for all j ∈{1,2,3} and there exists an i ∈{1,2,3} such that for  A^1_i, A^2_j∩ B^2_j⊆ A^1_i for all j ∈{1,2,3}.",triangle;terminal separating
1708.03609#RootedMinorsPaperv2.tex,definition + \emph{},"Let G be a 2-connected graph and X = {a,b,c,d}⊆ V(G). Suppose there are three distinct 2-separations (A_1,B_1),(A_2,B_2),(A_3,B_3). We say these separations form a triangle if A_1∩ B_1 = {x,y}, A_2∩ B_2 = {x,v} and A_3∩ B_3 = {v,y} for distinct vertices x,y,v ∈ V(G). For notational convenience, we will enforce that in a triangle, (A_i∖ B_i) ∩ (A_j∖ B_j) = ∅ for any i,j ∈{1,2,3}, i ≠ j.  We say a triangle (A_1,B_1),(A_2,B_2),(A_3,B_3), is terminal separating if exactly two vertices of X are contained in A_1, exactly one vertex of X is contained in A_2∖ B_2 and exactly one vertex of X is contained in A_3∖  B_3. Two triangles  ((A^1_1,B^1_1), (A^1_2,B^1_2), (A^1_3,B^1_3)), ((A^2_1,B^2_1),(A^2_2,B^2_2),(A^2_3,B^2_3)), are distinct if there exists an i ∈{1,2,3}, such that for A^2_i, A^1_j∩ B^1_j⊆ A^2_i for all j ∈{1,2,3} and there exists an i ∈{1,2,3} such that for  A^1_i, A^2_j∩ B^2_j⊆ A^1_i for all j ∈{1,2,3}.",triangle;terminal separating
1301.4946#lcma4t.tex,definition + \emph{},"Let G be a looped simple graph. A partition P of W(G) into three-element
cells is a triangulation if each cell contains either a 3-element
circuit of M(IAS(G)) or a loop and a pair of non-loop parallels.",triangulation
1604.07385#SubdivisionCDdecomposition.tex,definition + \emph{},"Given a simplicial polytope P, we say that a subdivision Γ of P is a triangulation if the following holds:



  * Every face of Γ is a simplex.

  * ∂Γ and ∂ P are combinatorially isomorphic as simplicial complexes. 
",triangulation
1501.00714#GrassPerm.tex,definition + \emph{},"
Given a plabic graph G,
the trip T_i is the directed path which starts at the boundary vertex
i, and follows the “rules of the road"": it turns right at a
black vertex and   left at a white vertex.
Note that T_i  will also
end at a boundary vertex.  The decorated trip permutation π_G
is the permutation such that π_G(i)=j whenever T_i
ends at j.  Moreover, if there is a white (respectively, black)
boundary leaf at boundary vertex i, then π_G(i)=i is a 
counterclockwise (respectively, clockwise) fixed point.",trip;decorated trip permutation
1308.2698#positroid-ncpartitions.tex,definition + \emph{},"
Let G be a reduced plabic graph as above
with boundary vertices b_1,…, b_n.  
The trip from b_i is the path 
obtained by starting from b_i and traveling along 
edges of G according to the rule that each time we reach an internal white vertex we turn 
right, and each time we reach an internal black vertex we turn left. 
This trip ends at some boundary vertex b_π(i).  
If the starting and ending points of the trip are the same vertex b_j, 
we set the color of the fixed point π(j)=j to match the orientation of the trip
(clockwise or counterclockwise.)



In this way we associate a decorated permutation 
π_G=(π(1),…,π(n)) to each reduced plabic graph G, which 
is called the 
decorated trip permutation of G.",trip;decorated trip permutation
1811.02724#Abstract_1.tex,definition + \emph{},"
Given a reduced plabic graph G,
a  trip T is a directed path which starts at
some boundary vertex
i, and follows the “rules of the road"": it turns (maximally) right at a
black vertex,  and (maximally) left at a white vertex.
 Note that T will also
end at a boundary vertex j; we then refer to this trip as
T_i → j. Setting π(i)=j for each such trip,
 we associate a (decorated) trip permutation
π_G=(π(1),…,π(n)) to each reduced plabic graph G, where a fixed point π(i)=i is colored white (black) if there is a white (black) lollipop at boundary vertex i.
",trip;trip permutation;type π_G
1712.00447#ClusterFeb18-2019.tex,definition + \emph{},"
Let G be a reduced plabic graph 
with boundary vertices 1,…, n.
The trip T_i from i is the path
obtained by starting from i and traveling along
edges of G according to the rule that each time we reach an internal black vertex we turn
(maximally) right, and each time we reach an internal white vertex we turn (maximally) left.
This trip ends at some boundary vertex π(i).
In this way we associate a trip permutation
π_G=(π(1),…,π(n)) to each reduced plabic graph G,
and we say that G has type π_G .
	(Because one can reverse each trip, it is clear that π_G is a permutation.)",trip;trip permutation;type π_G
1207.0553#20130317MLDegree.tex,definition + \emph{},"A triple of very affine varieties is a collection of the form (U,U_0,U_1).",triple
1505.08030#1505.08030.tex,definition + \emph{},"A pair of 2-tiles {𝐱, 𝐱_1} and {𝐲, 𝐲_1} forms a triple if 

    B_1^*({𝐱, 𝐱_1}) ∩{𝐲, 𝐲_1}≠∅.
",triple
1310.3429#da3474.tex,definition + \emph{},"A factor u=x[i..j] of x can be cyclically shifted
right by 1 position if x[i]=x[j1]. The factor u can be cyclically 
shifted right by k positions if u can be cyclically shifted right by 1 position and the factor x[i1..j1] can be cyclically
shifted right be k­1 positions. Similarly for left cyclic
shifts . By a trivial cyclic shift we mean a shift by 0 positions.",trivial
1909.02867#1909.02867.tex,definition + \emph{},"
We say that a coloring of  is trivial if it contains a monochromatic 2-transversal.",trivial
1903.00272#Valizadeh-Pourmahdian.tex,definition + \textit{},"
  A stable theory T is called trivial , if in any model M T, any set A⊆ M, and any elements a,b,c∈ M that are pairwise independent (in the sense of non-forking) over A, we have that aAcb.",trivial
1101.5211#wl_gi_arxiv.tex,definition + \emph{},"Given a k-equivalent graph G with colour classes corresponding to WL_k(G), a set of colour classes C = {c_1, c_2,…} of G will be termed to be trivial in G if the graph induced on cl([C]) is not k-equivalent.",trivial
1010.3455#jtrivial.tex,definition + \emph{},"A monoid M is called -trivial if all -classes are
of cardinality one, where ∈{,,,,}.",trivial
1910.08189#EdgeGroupClique.tex,definition + \emph{},"
Let α I_M → X be a path.   A  trivial extension of α is any path α'  I_M'→ X of the following form.  For each  i with 0 ≤ i ≤ M, choose t_i ∈ with t_i ≥ 0.  Then define α' by


    α'(s) = α(0)     0 ≤ s ≤ t_0
    α(1)     t_0 + 1 ≤ s ≤ t_0 + 1 + t_1  
    α(2)     t_0 + t_1 + 2 ≤ s ≤ t_0 + t_1 + 2 + t_2  
      ⋮     ⋮
    α(M)    ∑_i=0^M-1 t_i + M ≤ s ≤∑_i=0^M t_i + M.

",trivial extension
"1212.5375#StructureCoefficientsOfTheHeckeAlgebraOf_S2n,Bn_.tex",definition + \textit{},"
Let (σ,d,d^') and (σ,d,d^') be two partial bijections of n. We say that (σ,d,d^') is a trivial extension of (σ,d,d^') if:

    d⊆d, σ_|_d=σ and  ct(σ)=ct(σ)∪(1^|d∖ d|/2).

We denote by P_α(n) the set of all trivial extensions of α in Q_n.",trivial extension
1807.04997#kindepCurrent.tex,definition + \emph{},[trivial]We say a degree sequence is trivial if its maximum element is less than k. Otherwise it is nontrivial .,trivial;nontrivial
1706.08845#sl.tex,definition + \emph{},"A simple oriented cycle C of a skew leaper is trivial if the sum of the associated direction matrices over C is the zero matrix, and nontrivial otherwise. A simple cycle C of a skew leaper is trivial if any (or, equivalently, both) of its two orientations are, and nontrivial otherwise.",trivial;nontrivial
1808.02150#image_paper.tex,definition + \emph{},"Let S be a totally ordered idempotent semifield.
	A tropical Plücker vector of rank d on ground set E
	is a nonzero vector w ∈ S^Ed satisfying the tropical Plücker relations:
	for any J ∈Ed+1 and K ∈Ed-1,
	
    ∑_i ∈ J - K w_J-iw_K+i = ∑_i ∈ J-K, i ≠ j w_J-iw_K+i

	for all j ∈ J-K.",tropical Plücker vector;tropical Plücker relations
1510.04584#Grassmann.tex,definition + \emph{},"A rank d tropical Plücker vector is a nonzero v = ∑ v_Ie_I ∈^d V whose image under the natural map
^dV →^2^d V
lies on the tropical hyperplanes defined by the functions

    ∑_i ∈ A∖ B x_A-ix_B+i∈^2 ( ^d V^∨),    A∈[n]d+1, B∈[n]d-1.

Concretely, this means that the tropical Plücker relations hold for v: 

    ∑_i ∈ A∖ B v_A-iv_B+i = ∑_i ∈ A∖ B, i≠ p v_A-iv_B+i,

where A and B range over the subsets indicated above, and p ranges over the monomials terms on the left-hand side of this equality.",tropical Plücker vector;tropical Plücker relations
1612.03592#main.tex,definition + \emph{},"The tropical linear space associated with the valuated matroid (M,v) is the set
  
    B(M,v)  :=  { x ∈^n |  M_x  is loop-free}/.
",tropical linear space
1710.02682#tropical_pca_oct_14.tex,definition + \emph{},"Let p:[e]^d→∪{-∞} be a tropical Plücker vector. The tropical linear space L_p consists of all points x∈𝕋ℙ^e-1 such that, for any (d+1)-subset τ of [e], the maximum of the numbers p(τ-{τ_i})+x_τ_i, for i=1,…, d, is attained at least twice.",tropical linear space
1808.02150#image_paper.tex,definition + \emph{},"Let S be a totally ordered idempotent semifield,
	and let w ∈ S^Ed be a tropical Plücker vector.
	Then the tropical linear space associated to w
	is the intersection of the tropical hyperplanes defined by 
	
    ∑_i ∈ J w_J-ix_i

	over all J ∈Ed+1.
	The tropical linear space associated to w is denoted L_w.",tropical linear space
1112.3578#markov_v2.tex,definition + \emph{},"The tropical semifield on a finite family of variables u_j, j ∈ J, is the abelian group (written multiplicatively) Trop(u_j: j ∈ J) freely generated by the u_j, j ∈ J. It is endowed with an auxiliary addition ⊕ defined by

    ∏_j u_j^a_j⊕∏_j u_j^b_j =
    ∏_j u_j^min (a_j, b_j) .

",tropical semifield
1710.10126#non-smooth_quartics.tex,definition + \textit{},"(Tropical Arithmetic)
	
	",tropical semifield
1710.02682#tropical_pca_oct_14.tex,definition + \emph{},"Let A be an e× e matrix with entries in  whose rows correspond to e points in ^e/ 1. The tropical volume of A is given by the expression

    A := ⊕_σ∈ S_e∑ a_i,σ(i) - ⊕_τ∈ S_e-σ_opt∑ a_i,τ(i),

where σ_opt is an optimal permutation attaining the tropical determinant in the first tropical sum.",tropical volume
1611.04148#isoperimetric-arxiv-v2.tex,definition + \emph{},"We now define the tropical volume of A as the expression

    A  :=  |⊕_σ∈(d)∑ a_i,σ(i) - ⊕_τ∈((d)-σ_opt)∑ a_i,τ(i)|  ,

where σ_opt is an optimal solution of the first optimization in the above.",tropical volume
1006.1384#CTYArXivFinalWithBibliography.tex,definition + \emph{},"For an algebraic variety X⊂^n not contained in a
  coordinate hyperplane and  with defining ideal
  I=I(X)⊂ K[x_1, …, x_n], the tropicalization of
  X or I is defined as:

    (X) = (I) = { w∈^n  | _w(I)  contains no
      monomial},

where _w(I)=⟨_w(f): f∈ I ⟩, and
_w(f) is the sum of all nonzero terms of f=∑_α
c_α x^α such that α· w is maximum.


Alternatively, when working with subvarieties of tori V ⊂
(^*)^n we consider the defining ideal I over the ring of Laurent
polynomials and set

    (V)=(I)={ w∈^n  | _w(I)≠⟨ 1⟩}.

Both definitions agree if we consider X to be the Zariski closure of V in
^n. We would go back and forth between these two definitions.",tropicalization
