title,term,definition
Definition:Realization of Stochastic Process,Realization,"Let S be a stochastic process.

Let T be a time series of observations of S which has been acquired as S evolves, according to the underlying probability distribution of S.


Then T is referred to as a realization of S.


Thus we can regard the observation z_t at some timestamp t, for example t = 25, as the realization of a random variable with probability mass function p (   )z_t.

Similarly the observations z_t_1 and z_t_2 at times t_1 and t_2 can be regarded as the realizations of two random variables with joint probability mass function p (   )z_t_1 and p (   )z_t_2.


Similarly, the observations making an equispaced time series can be described by an N-dimensional random variable ( z_1, z_2, …, z_N ) with associated probability mass function p (   )z_1, z_2, …, z_N."
Definition:Type,Realization,"Let ℳ be an ℒ-structure.

Let A be a subset of the universe of ℳ.

Let ℒ_A be the language consisting of ℒ along with constant symbols for each element of A.

Viewing ℳ as an ℒ_A-structure by interpreting each new constant as the element for which it is named, let Th_A (   )ℳ be the set of ℒ_A-sentences satisfied by ℳ.


An n-type over A is a set p of ℒ_A-formulas in n free variables such that p ∪Th_A (   )ℳ is satisfiable by some ℒ_A-structure.

 


=== Complete Type ===

We say that an n-type p is complete (over A)  if and only if :
:for every ℒ_A-formula ϕ in n free variables, either ϕ∈ p or ϕ∉ p.


The set of complete n-types over A is often denoted by S_n^ℳ(   )A.


Given an n-tuple b̅ of elements from ℳ, the type of b̅ over A is the complete n-type consisting of those ℒ_A-formulas ϕ(   )x_1, …, x_n such that ℳϕ(   )b̅.

It is often denoted by tp^ℳ(   )b̅ / A.


=== Realization ===

Given an ℒ_A-structure 𝒩, a type p is realized by an element b̅ of 𝒩  if and only if :
:∀ϕ∈ p: 𝒩ϕ(   )b̅.

Such an element b̅ of 𝒩 is a realization of p.


=== Omission ===

We say that 𝒩 omits p  if and only if  p is not realized in 𝒩.

Then p is an omission from 𝒩."
Definition:Reducible Fraction,Reducible,"Let q =  a b be a vulgar fraction.

Then q is defined as being reducible  if and only if  q is not in canonical form.

That is,  if and only if  there exists r ∈ℤ: r  1 such that r is a divisor of both a and b.

Such a fraction can therefore be reduced by dividing both a and b by r."
Definition:Reducible Polynomial,Reducible,"=== Definition 1 ===
Let K be a field.


A reducible polynomial over K is a nonconstant polynomial over K that can be expressed as the product of two polynomials over K of smaller degree.

=== Definition 2 ===
Let K be a field.


A reducible polynomial over K is a polynomial over K that can be expressed as the product of two nonconstant polynomials."
Definition:Reducible Linear Representation,Reducible,"Let ρ: G →GL( V ) be a linear representation.


ρ is reducible  if and only if  there exists a non-trivial proper vector subspace W of V such that:
:∀ g ∈ G: ρ(   )g (   )W ⊆ W


That is, such that W is invariant for every linear operator in the set {ρ(   )g: g ∈ G }."
Definition:Reducible G-Module,Reducible,"Let M be a G-module.

Then M is reducible  if and only if  the corresponding linear representation is reducible."
Definition:Mapping Reduction,Reducible,"Let x3a3, x3a3' be finite sets.

Let:

 
 
 
 

be sets of finite strings over x3a3 and x3a3' respectively, where:
:x3a3^* denotes the set of all finite strings over the alphabet x3a3.

Let f : x3a3^* →x3a3'^* be a computable function such that, for all w ∈x3a3^*:
:w ∈ L  f (   )w ∈ L'

Then, f is a mapping reduction from L to L'.


If any such f exists, then L is mapping reducible to L', which is denoted as:
:L ≤_m L'"
Definition:Reduction Formula (Calculus),Reduction Formula,"Let f: ℝ×ℤ_≥ 0: ℝ be a Darboux integrable real-valued function on ℝ×ℕ.

Let:
:I_n = ∫ f (   )x, n d x
for some n ∈ℤ_≥ 0.


A reduction formula is a recurrence relation of the form:
:I_k = g (   )I_n
such that k < n.


That is, it is a technique to reduce the integer parameter in the integrand in order to allow evaluation of the integral at, usually, n = 0 or n = 1.

This technique relies upon the supposition that f (   )x, 0 or f (   )x, 1 can be integrated directly."
Definition:Reduction Formula (Trigonometry),Reduction Formula,A reduction formula in the context of trigonometry is a formula that gives a trigonometric function of an angle plus or minus one or more right angles.
Definition:Residue (Complex Analysis),Residue,"Let f: ℂ→ℂ be a complex function.

Let z_0 ∈ U ⊂ℂ such that f is analytic in U ∖{ z_0 }.


Then by Existence of Laurent Series, there is a Laurent series:
:∑_j  = -∞^∞ a_j ( z - z_0 )^j
such that the sum converges to f in U - { z_0 }.  


The residue at a point z = z_0 of f is defined as a_-1 in that Laurent series.

It is denoted Res( f,   )z_0 or just Res(   )z_0 when f is understood."
Definition:Residue (Number Theory),Residue,"Let m, n ∈ℕ be natural numbers.

Let a ∈ℤ be an integer such that a is not divisible by m.

Then a is a residue of m of order n  if and only if :
:∃ x ∈ℤ: x^n ≡ a  m
where ≡ denotes modulo congruence.


=== Nonresidue ===
Let m, n ∈ℕ be natural numbers.

Let a ∈ℤ be an integer such that a is not divisible by m.


a is a nonresidue of m of order n  if and only if  there does not exist x ∈ℤ such that:
:x^n ≡ a  m

where ≡ denotes modulo congruence."
Definition:Congruence (Number Theory)/Residue,Residue,"Let m ∈ℤ_ 0 be a non-zero integer.

Let a, b ∈ℤ.

Let a ≡ b  m.


Then b is a residue of a modulo m.

Residue is another word for remainder, and is any integer congruent to a modulo m."
Definition:Residue Field of Local Ring,Residue,"Let R be a commutative local ring.

Let m be its maximal ideal.


The residue field of R is the quotient ring R / m."
Definition:Vector Sum,Resultant,"Let 𝐮 and 𝐯 be vector quantities of the same physical property.


=== Component Definition ===
Let 𝐮 and 𝐯 be vector quantities of the same physical property.


Let 𝐮 and 𝐯 be represented by their components considered to be embedded in a real n-space:

 
 
 
 


Then the (vector) sum of 𝐮 and 𝐯 is defined as:
:𝐮 + 𝐯 := ( u_1 + v_1, u_2 + v_2, …, u_n + v_n )


Note that the + on the   is conventional addition of numbers, while the + on the   takes on a different meaning.

The distinction is implied by which operands are involved.

=== Triangle Law ===
Let 𝐮 and 𝐯 be vector quantities of the same physical property.

Let 𝐮 and 𝐯 be represented by arrows embedded in the plane such that:

:𝐮 is represented by A⃗B⃗
:𝐯 is represented by B⃗C⃗

that is, so that the initial point of 𝐯 is identified with the terminal point of 𝐮.

:

Then their (vector) sum 𝐮 + 𝐯 is represented by the arrow A⃗C⃗."
Definition:Eliminant,Resultant,"Let S be a system of simultaneous linear equations.

The eliminant of S is the determinant formed by removing the variables between the equations."
Definition:Retraction (Category Theory),Retraction,"Let 𝐂 be a metacategory.

Let f: C → D be a morphism of 𝐂.


A retraction of f is a morphism g: D → C such that:

:g ∘ f = id_C

where id_C denotes the identity morphism on C.


=== Retract ===
Let 𝐂 be a metacategory.

Let f: C → D be a morphism.

Let g: D → C be a retraction of f.


Then D is said to be a retract of C."
Definition:Retraction (Topology),Retraction,"Let T_1 = ( S_1, τ_1 ) be a topological space.

Let T_2 = ( S_2, τ_2 ) be a topological subspace of T_1.

That is:
:S_2 ⊆ S_1

Let f: S_1 → S_2 be a mapping.


Then f is a retraction of T_1  if and only if :
:∀ s ∈ S_2: f (   )s = s"
Definition:Right (Direction),Right,"The direction right is that way:
:→"
Definition:Right Angle,Right,"A right angle is an angle that is equal to one quarter of a full angle.

That is, equal to one half of a straight angle.


=== Measurement of Right Angle ===
 "
Definition:Right Hand Side,Right,"In an equation:
:Expression 1 = Expression 2
the term Expression 2 is the right hand side."
Definition:Right-Total Relation,Right,"Let ℛ⊆ S × T be a relation.


Then ℛ is right-total  if and only if :
:∀ t ∈ T: ∃ s ∈ S: ( s, t ) ∈ℛ


That is,  if and only if  every element of T is related to by some element of S.


That is,  if and only if :
:Img( ℛ) = T
where Img( ℛ) denotes the image of ℛ."
Definition:Right Quasi-Reflexive Relation,Right,"Let ℛ⊆ S × S be a relation in S.


=== Definition 1 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is right quasi-reflexive  if and only if :

:∀ x, y ∈ S: ( x, y ) ∈ℛ( y, y ) ∈ℛ

=== Definition 2 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is right quasi-reflexive  if and only if :

:∀ y ∈Img( ℛ): ( y, y ) ∈ℛ

where Img( ℛ) denotes the image set of ℛ."
Definition:Euclidean Relation/Right-Euclidean,Right,"Let ℛ⊆ S × S be a relation in S.


ℛ is right-Euclidean  if and only if :

:( x, y ) ∈ℛ( x, z ) ∈ℛ( y, z ) ∈ℛ"
Definition:Right Inverse Mapping,Right Inverse,"Let S, T be sets where S ∅, that is, S is not empty.

Let f: S → T be a mapping.


Let g: T → S be a mapping such that:
:f ∘ g = I_T
where:
:f ∘ g denotes the composite mapping g followed by f
:I_T is the identity mapping on T.


Then g: T → S is called a right inverse (mapping) of f."
Definition:Inverse (Abstract Algebra)/Right Inverse,Right Inverse,"Let ( S, ∘) be a monoid whose identity is e_S.

An element x_R ∈ S is called a right inverse of x  if and only if :
:x ∘ x_R = e_S"
Definition:Inverse Matrix/Right,Right Inverse,"Let m, n ∈ℤ_>0 be a (strictly) positive integer.


Let 𝐀 = [ a ]_m n be a matrix of order m × n.

Let 𝐁 = [ b ]_n m be a matrix of order n × m such that:
:𝐀𝐁 = 𝐈_m

where 𝐈_m denotes the unit matrix of order m.


Then 𝐁 is known as a right inverse (matrix) of 𝐀."
Definition:Root of Number,Root,"Let x, y ∈ℝ_≥ 0 be positive real numbers.

Let n ∈ℤ be an integer such that n  0.


Then y is the positive nth root of x  if and only if :
:y^n = x

and we write:
:y = √(x)


Using the power notation, this can also be written:
:y = x^1/n


When n = 2, we write y = √(x) and call y the positive square root of x.

When n = 3, we write y = √(x) and call y the cube root of x.


Note the special case where x = 0 = y:
:0 = √(0)


=== Index ===
Let √(x) denote the nth root of x.

The number n is known as the index of the root.


If n is not specified, that is √(x) is presented, this means the square root.

=== Extraction of Root ===
The process of evaluating roots of a given real number is referred to as extraction."
Definition:Root of Equation,Root,"Let E (   )x be a mathematical expression representing an equation which is dependent upon a variable x.

A root of E (   )x is a constant which, when substituted for x in E (   )x, makes E (   )x a true statement.


=== Extraction of Root ===
The process of finding roots of a given equation is referred to as extraction."
Definition:Root of Mapping,Root,"Let f: R → R be a mapping on a ring R.

Let x ∈ R.


Then the values of x for which f (   )x = 0_R are known as the roots of the mapping f."
Definition:Root of Polynomial,Root,"Let R be a commutative ring with unity.

Let f ∈ R [ x ] be a polynomial over R.


A root in R of f is an element x ∈ R for which f (   )x = 0, where f (   )x denotes the image of f under the evaluation homomorphism at x."
Definition:Rooted Tree/Root Node,Root,"Let T be a rooted tree.

The root node of T is the node of T which is distinguished from the others by being the ancestor node of every node of T."
Definition:Labeled Tree for Propositional Logic/Hypothesis Set,Root,"Let ( T, 𝐇, Φ) be a labeled tree for propositional logic.


The countable set 𝐇 of WFFs of propositional logic is called the hypothesis set.

The elements of 𝐇 are known as hypothesis WFFs.


The hypothesis set 𝐇 is considered to be attached to the root node of T."
Definition:Rotation (Geometry),Rotation,"A rotation in the context of Euclidean geometry is an isometry on a Euclidean space ℝ^n as follows.

A rotation is defined usually for either:
:n = 2, representing the plane
or:
:n = 3, representing ordinary space.


=== Rotation in the Plane ===
A rotation r_α in the plane is an isometry on the Euclidean Space Γ = ℝ^2 as follows.


Let O be a distinguished point in Γ, which has the property that:
:r_α(   )O = O

That is, O maps to itself.


Let P ∈Γ such that P  O.

Let OP be joined by a straight line.

Let a straight line OP' be constructed such that:
:(1):    OP' = OP
:(2): ∠ POP' = α such that OP → OP' is in the anticlockwise direction:

:


Then:
:r_α(   )P = P'

Thus r_α is a rotation (in the plane) of (angle) α about (the axis) O.

=== Rotation in Space ===
A rotation r_θ in space is an isometry on the Euclidean Space Γ = ℝ^3 as follows.


Let AB be a distinguished straight line in Γ, which has the property that:
:∀ P ∈ AB: r_θ(   )P = P

That is, all points on AB map to themselves.


Let P ∈Γ such that P ∉ AB.

Let a straight line be constructed from P to O on AB such that OP is perpendicular to AB.

Let a straight line OP' be constructed perpendicular to AB such that:
:(1):    OP' = OP
:(2):   ∠ POP' = θ such that OP → OP' is in the anticlockwise direction:


:


Then:
:r_θ(   )P = P'

Thus r_θ is a rotation (in space) of (angle) θ about (the axis) O.


 

=== Axis of Rotation ===
Let r_θ be a rotation in the Euclidean Space Γ = ℝ^n.


The set A of points in Γ such that:
:∀ P ∈ A: r_θ(   )P = P

is called the axis of rotation of r_θ.

=== Vector Form ===
A space rotation r_θ can be expressed as an axial vector 𝐫_θ such that:
:the direction of 𝐫_θ is defined to be its axis of rotation
:the length of 𝐫_θ specifies its angle of rotation of 𝐫_θ to an appropriate scale.

:

=== Right-Hand Rule ===
Let 𝐕 be an axial vector acting with respect to an axis of rotation R.

Consider a right hand with its fingers curled round R so that the fingers are pointed in the direction of rotation of 𝐕 around R.


The right-hand rule is the convention that the direction of 𝐕 is the direction in which the thumb is pointing:


:"
Definition:Rotation (Permutation Theory),Rotation,"Let ( a_1, …, a_n ) be a string over an alphabet A.

A rotation is a mapping r: A^n → A^n given by:

:( a_1, …, a_n ) ↦( a_ϕ(   )1, ⋯, a_ϕ(   )n)

where ϕ is a permutation on n letters.

Category:Definitions/Permutations on n Letters"
Definition:Truth Table/Row,Row,"A row of a truth table is one of the horizontal lines that consists of instances of the symbols T and F.

Each row contains the truth values of each of the boolean interpretations of the statement forms according to the propositional variables that comprise them.

There are as many rows in a truth table as there are combinations of T and F for all the propositional variables that constitute the statement forms."
Definition:Matrix/Row,Row,"Let 𝐀 be an m × n matrix.

For each i ∈[ 1  . . ]m, the rows of 𝐀 are the ordered n-tuples:
:r_i = ( a_i 1, a_i 2, …, a_i n)

where r_i is called the ith row of 𝐀.


A row of an m × n matrix can also be treated as a 1 × n row matrix in its own right:
:r_i = [ a_i 1 a_i 2     ⋯ a_i n ]
for i = 1, 2, …, m."
Definition:Latin Square/Row,Row,"Let 𝐋 be a Latin square.

The rows of 𝐋 are the lines of elements reading across the page."
Definition:Run (Statistics),Run,A run is a sequence of observations which follows some specified pattern.
Definition:Run (Analytic Geometry),Run,"Let P_1 = ( x_1, y_1 ) and P_2 = ( x_2, y_2 ) be points in the Cartesian plane.


The run from P_1 to P_2 is the difference between their abscissae:
:x_2 - x_1"
Definition:Saddle Point (Game Theory),Saddle Point,"Let G be a two-player zero-sum game.

Let G be defined by a payoff table T.


Let E be an entry in T such that:
:E is the smallest entry in its row
:E is the largest entry in its column.


Then E is a saddle point of G."
Definition:Saddle Point (Geometry),Saddle Point,"Let 𝒮 be a surface defined by the Cartesian equation z = f (   )x, y.

Let P be a point on 𝒮 such that:
:the partial derivatives ∂ z∂ x and ∂ z∂ y are both zero
but:
:there is no local maximum or local minimum at P.


Then P is a saddle point of 𝒮."
Definition:Scalar Field (Linear Algebra),Scalar Field,"Let ( G, +_G, ∘)_K be a vector space, where:

:( K, +_K, ×_K ) is a field

:( G, +_G ) is an abelian group ( G, +_G )

:∘: K × G → G is a binary operation.


Then the field ( K, +_K, ×_K ) is called the scalar field of ( G, +_G, ∘)_K.


If the scalar field is understood, then ( G, +_G, ∘)_K can be rendered ( G, +_G, ∘)."
Definition:Scalar Field (Physics),Scalar Field,"Let F be a field which acts on a region of space S.

Let the point-function giving rise to F be a scalar quantity.


Then F is a scalar field."
Definition:Screw (Machine),Screw,"A screw is a simple machine consisting of:
:a cylindrical or conical body
:a helical groove cut into its surface

Thus it can be considered as a wedge wound in the form of a helix.


When the end of the screw S is placed against a substance, a rotation of S about its axis causes a translation of S along this axis, and into the substance.


=== Thread ===
The helical groove cut into the surface of a screw is called its thread."
Definition:Screw (Geometry),Screw,"A screw is an isometry on the real Euclidean space ℝ^3 defined as a combination of:
:a rotation about an axis
:a translation along that same axis of rotation."
Definition:Secant Function,Secant,"=== Definition from Triangle ===
:

In the above right triangle, we are concerned about the angle θ.

The secant of ∠θ is defined as being HypotenuseAdjacent.

=== Definition from Circle ===
=== First Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the first quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

Hence in the first quadrant, the secant is positive.

=== Second Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the second quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

As OP needs to be produced in the opposite direction to P, the secant is therefore a negative function in the second quadrant.

=== Third Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the third quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.


As OP needs to be produced in the opposite direction to P, the secant is therefore a negative function in the third quadrant.

=== Fourth Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the fourth quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

Hence in the fourth quadrant, the secant is positive.

=== Real Function ===
Let x ∈ℝ be a real number.

The real function x is defined as:

:x =  1 cos x

where cos x is the cosine of x.


The definition is valid for all x ∈ℝ such that cos x  0.


Category:Definitions/Secant Function

=== Complex Function ===
Let z ∈ℂ be a complex number.

The complex function z is defined as:

:z =  1 cos z

where cos z is the cosine of z.


The definition is valid for all z ∈ℂ such that cos z  0.


Category:Definitions/Secant Function"
Definition:Secant Line,Secant,"Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


A secant to f is a straight line which intersects the graph of f in (at least) two points.


In the above diagram, the secant is the line AB in  ."
Definition:Upper Section,Section,"Let ( S, ≼) be an ordered set.

Let U ⊆ S.


=== Definition 1 ===
Let ( S, ≼) be an ordered set.

Let U ⊆ S.


U is an upper section in S  if and only if :

:∀ u ∈ U: ∀ s ∈ S: u ≼ s  s ∈ U

=== Definition 2 ===
Let ( S, ≼) be an ordered set.

Let U ⊆ S.


U is an upper section in S  if and only if :

:U^≽⊆ U

where U^≽ is the upper closure of U.

=== Definition 3 ===
Let ( S, ≼) be an ordered set.

Let U ⊆ S.


U is an upper section in S  if and only if :

:U^≽ = U

where U^≽ is the upper closure of U."
Definition:Lower Section,Section,"Let ( S, ≼) be an ordered set.

Let L ⊆ S.


=== Definition 1 ===
Let ( S, ≼) be an ordered set.

Let L ⊆ S.


L is a lower section in S  if and only if :
:∀ l ∈ L, s ∈ S: s ≼ l  s ∈ L

=== Definition 2 ===
Let ( S, ≼) be an ordered set.

Let L ⊆ S.


L is a lower section in S  if and only if :
:L^≼⊆ L

where L^≼ is the lower closure of L.

=== Definition 3 ===
Let ( S, ≼) be an ordered set.

Let L ⊆ S.


L is a lower section in S  if and only if :
:L^≼ = L

where L^≼ is the lower closure of L.

=== Class Theory ===
 
Let A be a class under a total ordering ≼.

Let L be a subclass of A such that:
:∀ x ∈ L: ∀ a ∈ A ∖ L: x ≼ a
where A ∖ L is the difference between A and L.

Then L is known as a lower section of A."
Definition:Golden Mean,Section,"=== Definition 1 ===
Let a line segment AB be divided at C such that:
:AB : AC = AC : BC

Then the golden mean ϕ is defined as:
:ϕ := ABAC

=== Definition 2 ===
The golden mean is the unique positive real number ϕ satisfying:
:ϕ = 1 + √(5) 2

=== Definition 3 ===
The golden mean is the unique positive real number ϕ satisfying:
:ϕ =  1 ϕ - 1"
Definition:Dedekind Cut,Section,"Let ( S, ≼) be a totally ordered set.


=== Definition 1 ===
Let ( S, ≼) be a totally ordered set.


A Dedekind cut of ( S, ≼) is a non-empty proper subset L ⊊ S such that:
:(1):   ∀ x ∈ L: ∀ y ∈ S: y ≺ x  y ∈ L (L is a lower section in S)
:(2):   ∀ x ∈ L: ∃ y ∈ L: x ≺ y

=== Definition 2 ===
Let ( S, ≼) be a totally ordered set.


A Dedekind cut of ( S, ≼) is an ordered pair ( L, R ) such that:
:(1):   { L, R } is a partition of S.
:(2):    L does not have a greatest element.
:(3):   ∀ x ∈ L: ∀ y ∈ R: x ≺ y."
Definition:Section of Line by Line,Section,"Let a geometrical line A cross over (or intersect) another line B.

The point where they cross is called the section of the B by A (or equivalently, of A by B).


Category:Definitions/Geometry"
Definition:Intersection (Geometry),Section,"The intersection of two lines AB and CD is denoted by AB ∩ CD.

The intersection of two geometric figures is the set of points shared by both figures.


Note that this use of ∩ is consistent with that of its more usual context of set intersection.


When two lines intersect, they are said to cut each other."
Definition:Sector of Circle,Sector,"A sector of a circle is the region bounded by two radii and an arc.

 
: 
:A sector of a circle is the figure which, when an angle is constructed at the center of the circle, is contained by the straight lines containing the angle and the circumference cut off by them.
 ”
 

In the diagram below, BAC is a sector. 

:


In fact there are two sectors, together making up the whole of the circle.

When describing a sectors by means of its three defining points (as in BAC above), the convention is to report them in the following order:

:(1): The point on the circumference at the end of the clockwise radius
:(2): The point at the center of the circle
:(3): The point on the circumference at the end of the anticlockwise radius

Thus in the sector above, BAC describes the sector indicated by θ, while the sector comprising the rest of the circle is described by CAB.


=== Angle of Sector ===
:

The angle of a sector of a circle is the angle between the two radii which delimit the sector.

In the above diagram, the angle of the sector BAC is θ.


The conjugate angle of θ also forms a sector, denoted CAB (see above)."
Definition:Spherical Sector,Sector,"A spherical sector is a surface of revolution of a sector of a circle C rotated 360 ^∘ around a diameter of C.

The surfaces of the spherical sector are:
:the zone of S, formed by the arc of the sector
:one or two conical surfaces formed by the radius or radii of the sector
where S is the sphere formed as the surface of revolution of C as it rotates 360 ^∘ around the same diameter of C.


=== Spherical Cone ===
A spherical cone is a spherical sector S whose axis of revolution passes through the sector of the circle which is the generating curve of S."
Definition:Segment of Circle,Segment,":

 
: 
:A segment of a circle is the figure contained by a straight line and a circumference of a circle.
 ”
 

=== Base ===
:

The base of a segment of a circle is the straight line forming one of the boundaries of the seqment.

In the above diagram, AB is the base of the highlighted segment.

=== Angle of a Segment ===
 
: 
:An angle of a segment is that contained by a straight line and a circumference of a circle.
 ”
 
That is, it is the angle the base makes with the circumference where they meet.


It can also be defined as the angle between the base and the tangent to the circle at the end of the base:

:


Category:Definitions/Segments of Circles

=== Angle in a Segment ===
 
: 
:An angle in a segment is the angle which, when a point is taken on the circumference of the segment and straight lines are joined from it to the extremities of the straight line which is the base of the segment, is contained by the straight lines so joined.
 ”
 
: 
:And, when the straight lines containing the angle cut off a circumference, the angle is said to stand upon that circumference.
 ”
 

:

Such a segment is said to admit the angle specified.


Category:Definitions/Segments of Circles

=== Similar Segments ===
 
: 
:Similar segments of circles are those which admit equal angles, or in which the angles are equal to one another.
 ”
 


Category:Definitions/Segments of Circles

=== Major Segment ===
Let AB be a chord of a circle 𝒞 defined by the points A and B on the circumference of 𝒞.

The major segment of 𝒞   AB is the segment between AB and the major arc of 𝒞 between A and B.

=== Minor Segment ===
Let AB be a chord of a circle 𝒞 defined by the points A and B on the circumference of 𝒞.

The minor segment of 𝒞   AB is the segment between AB and the minor arc of 𝒞 between A and B."
Definition:Line/Segment,Segment,"A line segment is any line (straight or not) which terminates at two points.


=== Straight Line Segment ===
A straight line segment is a line segment which is straight.


 
:A straight line segment can be drawn joining any two points.
 


Thus a definition for straight line which is frequently encountered is:
:A straight line is the shortest distance between two points.
This is all very well but it assumes that the line in question terminates at two particular endpoints.

=== Endpoint ===
Each of the points at either end of a line segment is called an endpoint of that line segment.

Similarly, the point at which an infinite half-line terminates is called the endpoint of that line.


 
: 
:The extremities of a line are points.
 ”
 

=== Midpoint ===
Let L = AB be a line segment whose endpoints are A and B.

Let M be a point on L such that the line segment AM is equal to the line segment MB.

That is, let M be the bisector of L.


Then M is the midpoint of L."
Definition:Initial Segment,Segment,"Let ( S, ≼) be a well-ordered set.

Let a ∈ S.


The initial segment (of S) determined by a is defined as:

:S_a := { b ∈ S: b ≼ a  b  a }

which can also be rendered as:

:S_a := { b ∈ S: b ≺ a }


That is, S_a is the set of all elements of S that strictly precede a.

That is, S_a is the strict lower closure of a (in S).


By extension, S_a is described as an initial segment (of S).


=== Class Theoretical Definition ===
 
Let A be a class.

Let ≼ be a well-ordering on A.

Let a ∈ A.


The initial segment (of A) determined by a is defined as:

:A_a := { b ∈ S: b ≼ a  b  a }

which can also be rendered as:

:A_a := { b ∈ S: b ≺ a }"
Definition:Lower Closure/Element,Segment,"Let ( S, ≼) be an ordered set.

Let a ∈ S.


The lower closure of a (in S) is defined as:

:a^≼ := { b ∈ S: b ≼ a }


That is, a^≼ is the set of all elements of S that precede a.


=== Class Theory ===
 
Let A be a class under an ordering ≼.

Let a ∈ A.


The lower closure of a (in A) is defined as:

:a^≼ := { b ∈ A: b ≼ a }"
Definition:Submatrix,Segment,"Let 𝐀 be a matrix with m rows and n columns.


A submatrix of 𝐀 is a matrix formed by selecting from 𝐀:
:a subset of the rows
and:
:a subset of the columns
and forming a new matrix by using those entries, in the same relative positions, that appear in both the rows and columns of those selected."
Definition:Ellipse/Major Axis/Semi-Major Axis,Semimajor Axis,":

Consider an ellipse K.


A semi-major axis of K is either half of the major axis of K from its midpoint to its endpoint.


In the above diagram, O V_1 and O V_2 are the semi-major axes of K."
Definition:Semimajor Axis of Ellipsoid,Semimajor Axis,"Let ℰ be an ellipsoid.

A semimajor axis of ℰ is one of the two halves of the major axis of ℰ divided by its midpoint."
Definition:Ellipse/Minor Axis/Semi-Minor Axis,Semiminor Axis,":

Consider an ellipse K.


A semi-minor axis of K is either half of the minor axis of K from its midpoint to its endpoint.


In the above diagram, O C_1 and O C_2 are the semi-minor axes of K."
Definition:Semiminor Axis of Ellipsoid,Semiminor Axis,"Let ℰ be an ellipsoid.

A semiminor axis of ℰ is one of the two halves of the minor axis of ℰ divided by its midpoint."
Definition:Separable Space,Separable,"A topological space T = ( S, τ) is separable  if and only if  there exists a countable subset of S which is everywhere dense in T.


=== Normed Vector Space ===
Let M = ( X, ‖ · ‖) be a normed vector space.

Let Y ⊆ X be a subset of X.

Let Y be countable set and (everywhere) dense in X.

In other words, suppose Y = { y_i : i ∈ℕ} such that:

:∀ x ∈ X : ∀ϵ∈ℝ_> 0 : ϵ > 0 : ∃ y_n ∈ℕ∈ Y : ‖ y_n - x ‖ < ϵ


Then X is separable.

 "
Definition:Second-Countable Space,Separable,"A topological space T = ( S, τ) is second-countable or satisfies the Second Axiom of Countability  if and only if  its topology has a countable basis."
Definition:Separable Element,Separable,"Let L/K be a field extension.

Let α∈ L.


Then α is separable over K  if and only if  its minimal polynomial over K is separable."
Definition:Separable Extension,Separable,"Let K be a field.

Let L/K be an algebraic field extension.


Then L/K is a separable extension  if and only if  every α∈ L is separable over K.

That is:
:For every α∈ L, its minimal polynomial over K is separable."
Definition:Separable Polynomial,Separable,"Let K be a field.

Let P (   )X ∈ K [ X ] be a polynomial of degree n.


=== Definition 1 ===
Let K be a field.

Let P (   )X ∈ K [ X ] be a polynomial of degree n.


P is separable  if and only if  its roots are distinct in an algebraic closure of K.


Category:Definitions/Separable Polynomials

=== Definition 2 ===
Let K be a field.

Let P (   )X ∈ K [ X ] be a polynomial of degree n.


P is separable  if and only if  it has no double roots in every field extension of K.


Category:Definitions/Separable Polynomials

=== Definition 3 ===
Let K be a field.

Let P (   )X ∈ K [ X ] be a polynomial of degree n.


P is separable  if and only if  it has n distinct roots in every field extension where P splits.


Category:Definitions/Separable Polynomials"
Definition:Separable Differential Equation,Separable,"A first order ordinary differential equation which can be expressed in the form:
:d yd x = g (   )x h (   )y
is known as a separable differential equation.


Its general solution is found by solving the integration:
:∫d y/h (   )y = ∫ g (   )x  d x + C


=== General Form ===
A first order ordinary differential equation which can be expressed in the form:
:g_1 (   )x h_1 (   )y + g_2 (   )x h_2 (   )y d yd x = 0
is known as a separable differential equation.


Its general solution is found by solving the integration:
:∫g_1 (   )x/g_2 (   )x d x + ∫h_2 (   )y/h_1 (   )y d y = C"
