title,term,definition
Definition:Real Function/Range,Range,"Let S ⊆ℝ.

Let f: S →ℝ be a real function.

The range of f is the set of values that the dependent variable can take.


That is, it is the image set of f."
Definition:Range (Statistics),Range,"Range is a measure of dispersion of a set of observations.


Let S be a set of observations of a quantitative variable.

The range of S is defined as:
:R (   )S := max(   )S - min(   )S

where max(   )S and min(   )S are the greatest value of S and the least value of S respectively.


=== Infinite Range ===
For certain random variables, it is possible that the range may be infinite, in the sense that it is technically unbounded.


 "
Definition:Rank (Set Theory),Rank,"Let A be a set.

Let V denote the von Neumann hierarchy.


Then the rank of A is the smallest ordinal x such that A ∈ V (   )x + 1, given that x exists."
Definition:Rank/Matrix,Rank,"Let K be a field.

Let 𝐀 be an m × n matrix over K.


=== Definition 1 ===
Let K be a field.

Let 𝐀 be an m × n matrix over K.


The rank of 𝐀, denoted ρ(   )𝐀, is the dimension of the subspace of K^m generated by the columns of 𝐀.


That is, it is the dimension of the column space of 𝐀.

=== Definition 2 ===
Let K be a field.

Let 𝐀 be an m × n matrix over K.


Let 𝐀 be converted to echelon form 𝐁.

Let 𝐁 have exactly k non-zero rows.

Then the rank of 𝐀, denoted ρ(   )𝐀, is k.

=== Definition 3 ===
Let K be a field.

Let 𝐀 be an m × n matrix over K.


The rank of 𝐀, denoted ρ(   )𝐀, is the largest number of elements in a linearly independent set of rows of 𝐀.

=== Definition 4 ===
Let K be a field.

Let 𝐀 be an m × n matrix over K.


The rank of 𝐀, denoted ρ(   )𝐀, is the largest number of elements in a linearly independent set of columns of 𝐀.

=== Definition 5 ===
Let K be a field.

Let 𝐀 be an m × n matrix over K.


The rank of 𝐀, denoted ρ(   )𝐀, is the order of the largest non-zero determinant that can be extracted from 𝐀 by selecting rows and columns."
Definition:Rank/Linear Transformation,Rank,"Let ϕ be a linear transformation from one vector space to another.

Let the image of ϕ be finite-dimensional.


Then its dimension is called the rank of ϕ and is denoted ρ(   )ϕ."
Definition:Rank of Entire Function,Rank,"Let f: ℂ→ℂ be an entire function.

Let ⟨ a_n ⟩ be the sequence of non-zero zeroes of f, repeated according to multiplicity.


The rank of f is:
:the smallest positive integer p ≥ 0 for which the series ∑_n  = 1^∞| a_n |^-p - 1 converges
or:
:∞ if there is no such integer.


If f has finitely many zeroes, its rank is 0."
Definition:Rank of Free Group,Rank,"Let F be a free group.


The rank of F is the dimension of its abelianization as a module over ℤ."
Definition:Rank (Statistics),Rank,"Let S be a set of sample data which has been assigned a ranking ℛ.

The index of a given x ∈ S according to ℛ is known as its rank."
Definition:Rank Correlation Coefficient,Rank,"A rank correlation coefficient is a statistical coefficient which measures the degree of agreement of a set of subjective rankings.


=== Spearman's Rank Correlation Coefficient ===
Let X and Y be two rankings assigned to the same set of entities.

The Spearman's rank correlation coefficient is the Pearson correlation coefficient between X and Y.

=== Kendall's Rank Correlation Coefficient ===
Kendall's rank correlation coefficient is a test for consistency of 2 sets of rankings ⟨ a ⟩_n and ⟨ b ⟩_n on a set S of n objects.


The set R of ordered pairs ( a_i, b_i ) is assembled:
:R = {( a_i, b_i ): i ∈{ 1, 2, …, n }}
and ordered according to ⟨ a ⟩.

The number Q of elements of S out of ranking order from ⟨ b ⟩ is counted.

Kendall's rank correlation coefficient is then formed:
:K = 1 - 4 Qn ( n + 1 )
which takes values between -1 (complete disagreement) and +1 (complete agreement).

Complete disagreement happens when ⟨ a ⟩_n is in reverse order to ⟨ b ⟩_n.

=== Kendall's Coefficient of Concordance ===
Kendall's coefficient of concordance is a test for consistency of more than 2 sets of rankings.

Let m judges independently award ranks 1 to n to a set of n competitors.

Let s_i be the sum of the rankings awarded to competitor i.

The mean M of the values of s_i is 1 2 m ( n + 1 ).

The sum of the squares of the deviations from M is given by:
:S = ∑_i  = 1^n ( s_i - M )^2

and Kendall's coefficient of concordance is given by:
:W = 12 Sm^2 n ( n^2 - 1 )


=== Kendall's Coefficient of Concordance is between 0 and 1 ===
 "
Definition:Rank Function for Relation,Rank Function,"Let ( S, ℛ) be a relational structure.

Let ( T, ≺) be a strictly well-ordered set.

Let rk: S → T be a mapping such that:
:∀ x, y ∈ S: ( x  y  and ( x, y ) ∈ℛ) rk(   )x ≺rk(   )y


rk is known as a rank function for ℛ."
Definition:Rank Function (Matroid),Rank Function,"Let M = ( S, ℐ) be a matroid.


The rank function of M is the mapping ρ : 𝒫( S ) →ℤ from the power set of S into the integers defined by:
:∀ A ⊆ S : ρ(   )A = max{| X | : X ⊆ A  X ∈ℐ}
where | A | denotes the cardinality of A."
Definition:Rational Number,Rational,"A number in the form p q, where both p and q are integers (q non-zero), is called a rational number.

The set of all rational numbers is usually denoted ℚ.


Thus:
:ℚ = { p q: p ∈ℤ, q ∈ℤ_ 0}


=== Formal Definition ===
The field ( ℚ, +, ×) of rational numbers is the field of quotients of the integral domain ( ℤ, +, ×) of integers.

This is shown to exist in Existence of Field of Quotients.


In view of Field of Quotients is Unique, we construct the field of quotients of ℤ, give it a label ℚ and call its elements rational numbers.

=== Canonical Form of Rational Number ===
Let r ∈ℚ be a rational number.

The canonical form of r is the expression p q, where:
:r =  p q: p ∈ℤ, q ∈ℤ_>0, p ⊥ q
where p ⊥ q denotes that p and q have no common divisor except 1.


That is, in its canonical form, r is expressed as p q where:

:p is an integer
:q is a strictly positive integer
:p and q are coprime.

=== Geometrical Definition ===
The definitions of rational numbers and irrational numbers as specified in   is different from the contemporary definitions:

 
: 
:With these hypotheses, it is proved that there exist straight lines infinite in multitude which are commensurable and incommensurable respectively, some in length only, and others in square also, with an assigned straight line. Let then the assigned straight line be called rational, and those straight lines which are commensurable with it, whether in length and in square or square only, rational, but those which are incommensurable with it irrational.
 ”
 
: 
: And let the square on the assigned straight line be called rational and those areas which are commensurable with it rational, but those which are incommensurable with it irrational, and the straight lines which produce them irrational, that is, in case the areas are squares, the sides themselves, but in case they are any other rectilineal figures, the straight lines on which are described squares equal to them.
 ”
 "
Definition:Rational Function,Rational,"Let F be a field.

Let P: F → F and Q: F → F be polynomial functions on F.

Let S be the set F from which all the roots of Q have been removed.

That is:
:S = F ∖{ x ∈ F: Q (   )x = 0 }


Then the equation y = P (   )xQ (   )x defines a mapping from S to F.


Such a mapping is called a rational function.


The concept is usually encountered where the polynomial functions P and Q are either real or complex:


=== Real Domain ===
Let P: ℝ→ℝ and Q: ℝ→ℝ be polynomial functions on the set of real numbers.

Let S be the set ℝ from which all the roots of Q have been removed.

That is:
:S = ℝ∖{ x ∈ℝ: Q (   )x = 0 }.


Then the equation y = P (   )xQ (   )x defines a function from S to ℝ.


Such a function is known as a rational function.

=== Complex Domain ===
Let P: ℂ→ℂ and Q: ℂ→ℂ be polynomial functions on the set of complex numbers.

Let S be the set ℂ from which all the roots of Q have been removed.

That is:
:S = ℂ∖{ z ∈ℂ: Q (   )z = 0 }


Then the equation y = P (   )zQ (   )z defines a function from S to ℂ.


Such a function is a rational (complex) function."
Definition:Line/Infinite Half-Line,Ray,"An infinite half-line is a line which terminates at an endpoint at one end, but has no such endpoint at the other.


=== Start Point ===
The endpoint of an infinite half-line is a known as its start point.


Category:Definitions/Lines"
Definition:Ray (Topology),Ray,"Let T = ( S, τ) be a topological space.


A ray in T is an embedding R_>0→ S.

Category:Definitions/Topology"
Definition:Ray (Order Theory),Ray,"Let ( S, ≼) be a totally ordered set.

Let ≺ be the reflexive reduction of ≼.

Let a ∈ S be any point in S.


=== Open Ray ===
Let ( S, ≼) be a totally ordered set.

Let ≺ be the reflexive reduction of ≼.

Let a ∈ S be any point in S.


The following sets are called open rays or open half-lines:

:{ x ∈ S: a ≺ x } (the strict upper closure of a), denoted a^≻
:{ x ∈ S: x ≺ a } (the strict lower closure of a), denoted a^≺.

=== Closed Ray ===
Let ( S, ≼) be a totally ordered set.

Let a ∈ S be any point in S.


The following sets are called closed rays or closed half-lines:

:{ x ∈ S: a ≼ x } (the upper closure of a), denoted a^≽
:{ x ∈ S: x ≼ a } (the lower closure of a), denoted a^≼.

=== Upward-Pointing Ray ===
Let ( S, ≼) be a totally ordered set.

Let ≺ be the reflexive reduction of ≼.

Let a ∈ S be any point in S.


An upward-pointing ray is a ray which is bounded below:

:an open ray a^≻:= { x ∈ S: a ≺ x }
:a closed ray a^≽: { x ∈ S: a ≼ x }

=== Downward-Pointing Ray ===
Let ( S, ≼) be a totally ordered set.

Let ≺ be the reflexive reduction of ≼.

Let a ∈ S be any point in S.


A downward-pointing ray is a ray which is bounded above:

:an open ray a^≺ := { x ∈ S: x ≺ a }
:a closed ray a^≼ : { x ∈ S: x ≼ a }"
Definition:Reduction Formula (Calculus),Reduction Formula,"Let f: ℝ×ℤ_≥ 0: ℝ be a Darboux integrable real-valued function on ℝ×ℕ.

Let:
:I_n = ∫ f (   )x, n d x
for some n ∈ℤ_≥ 0.


A reduction formula is a recurrence relation of the form:
:I_k = g (   )I_n
such that k < n.


That is, it is a technique to reduce the integer parameter in the integrand in order to allow evaluation of the integral at, usually, n = 0 or n = 1.

This technique relies upon the supposition that f (   )x, 0 or f (   )x, 1 can be integrated directly."
Definition:Reduction Formula (Trigonometry),Reduction Formula,A reduction formula in the context of trigonometry is a formula that gives a trigonometric function of an angle plus or minus one or more right angles.
Definition:Regular Cardinal,Regular,"Let κ be an infinite cardinal.


Then κ is a regular cardinal  if and only if :
:cf(   )κ = κ

That is,  if and only if  the cofinality of κ is equal to itself.

 "
Definition:Analytic Function/Complex Plane,Regular,"Let U ⊂ℂ be an open set.

Let f : U →ℂ be a complex function.


Then f is analytic in U  if and only if  for every z_0 ∈ U there exists a sequence ⟨ a_n ⟩: ℕ→ℂ such that the series:
:∑_n  = 0^∞ a_n ( z - z_0 )^n
converges to f (   )z in a neighborhood of z_0 in U."
Definition:Nonsingular Matrix,Regular,"Let ( R, +, ∘) be a ring with unity.

Let n ∈ℤ_>0 be a (strictly) positive integer.

Let 𝐀 be an element of the ring of square matrices ( ℳ_R (   )n, +, ×).


=== Definition 1 ===
Let ( R, +, ∘) be a ring with unity.

Let n ∈ℤ_>0 be a (strictly) positive integer.

Let 𝐀 be an element of the ring of square matrices ( ℳ_R (   )n, +, ×).


𝐀 is a nonsingular matrix  if and only if :
:∃𝐁∈( ℳ_R (   )n, +, ×): 𝐀𝐁 = 𝐈_n = 𝐁𝐀
where 𝐈_n denotes the unit matrix of order n.

=== Definition 2 ===
Let ( R, +, ∘) be a ring with unity.

Let n ∈ℤ_>0 be a (strictly) positive integer.

Let 𝐀 be an element of the ring of square matrices ( ℳ_R (   )n, +, ×).


𝐀 is a nonsingular matrix  if and only if :
:𝐀 0
where  denotes the determinant.

=== Definition 3 ===
Let ( R, +, ∘) be a ring with unity.

Let n ∈ℤ_>0 be a (strictly) positive integer.

Let 𝐀 be an element of the ring of square matrices ( ℳ_R (   )n, +, ×).


𝐀 is a nonsingular matrix  if and only if  𝐀 is not singular."
Definition:Regular Representations/Left Regular Representation,Regular,"Let ( S, ∘) be a magma.

Let a ∈ S be arbitrary.

The mapping λ_a: S → S is defined as:

:∀ x ∈ S: λ_a (   )x = a ∘ x


This is known as the left regular representation of ( S, ∘) with respect to a."
Definition:Regular Representations/Right Regular Representation,Regular,"Let ( S, ∘) be a magma.

Let a ∈ S be arbitrary.


The mapping ρ_a: S → S is defined as:

:∀ x ∈ S: ρ_a (   )x = x ∘ a


This is known as the right regular representation of ( S, ∘) with respect to a."
Definition:Regular Element of Ring,Regular,"Let A be a commutative ring with unity.

Let a ∈ A.


Then a is regular  if and only if  it is not a zero divisor."
Definition:Group Representation/Permutation,Representation,"Let G be a group.

Let X be a set.

Let ( Γ(   )X, ∘) be the symmetric group on X.


A permutation representation of G is a group homomorphism from G to ( Γ(   )X, ∘).


=== Associated to Group Action ===
Let G be a group.

Let X be a set.

Let ( Γ(   )X, ∘) be the symmetric group on X.


Let ϕ: G × X → X be a group action.

Define for g ∈ G the mapping ϕ_g : X → X by:
:ϕ_g (   )x = ϕ(   )g, x


The permutation representation of G associated to the group action is the group homomorphism G →( Γ(   )X, ∘) which sends g to ϕ_g."
Definition:Group Representation/Matrix,Representation,"Let G be a group.

Let H be a group of matrices.


A matrix representation of G is a group homomorphism from G to H."
Definition:Linear Representation,Representation,"=== Groups ===
Let ( K, +, ∘) be a field.

Let V be a vector space over K of finite dimension.

Let GL( V ) be the general linear group of V.

Let ( G, ·) be a finite group.


A linear representation of G on V is a group homomorphism ρ: G →GL( V ).


=== Module associated to representation ===

Let K [ G ] be the group ring.

Let End(   )V be the endomorphism ring of V.

Let K [ G ] →End(   )V be the ring homomorphism given by ρ : G →GL( V ) and the Universal Property of Group Ring.


The K [ G ]-module induced by the representation is the module induced by this homomorphism.

=== Algebras ===
Let K be a field.

Let A be an associative unitary algebra over K.

Then a (linear) representation of A is a vector space V over K equipped with a homomorphism of algebras:

:ρ: A →End(   )V

where End(   )V is the endomorphism ring of V."
Definition:Ring Representation,Representation,"Let R be a ring.

Let M be an abelian group.


A ring representation of R on M is a ring homomorphism from R to the endomorphism ring End(   )M.


=== Unital Ring Representation ===
Let R be a ring with unity.

Let M be an abelian group.


A unital ring representation of R on M is a ring representation R →End(   )M which is unital.

That is, it is a unital ring homomorphism from R to the endomorphism ring End(   )M."
Definition:Representation of Functor,Representation,"Let 𝐂 be a locally small category.

Let 𝐒𝐞𝐭 be the category of sets.

Let F : 𝐂→𝐒𝐞𝐭 be a covariant functor.


A representation of F is a pair ( C, η) where η : Hom(   )C, ·→ F is a natural isomorphism with the covariant hom functor of C."
Definition:Residue (Complex Analysis),Residue,"Let f: ℂ→ℂ be a complex function.

Let z_0 ∈ U ⊂ℂ such that f is analytic in U ∖{ z_0 }.


Then by Existence of Laurent Series, there is a Laurent series:
:∑_j  = -∞^∞ a_j ( z - z_0 )^j
such that the sum converges to f in U - { z_0 }.  


The residue at a point z = z_0 of f is defined as a_-1 in that Laurent series.

It is denoted Res( f,   )z_0 or just Res(   )z_0 when f is understood."
Definition:Residue (Number Theory),Residue,"Let m, n ∈ℕ be natural numbers.

Let a ∈ℤ be an integer such that a is not divisible by m.

Then a is a residue of m of order n  if and only if :
:∃ x ∈ℤ: x^n ≡ a  m
where ≡ denotes modulo congruence.


=== Nonresidue ===
Let m, n ∈ℕ be natural numbers.

Let a ∈ℤ be an integer such that a is not divisible by m.


a is a nonresidue of m of order n  if and only if  there does not exist x ∈ℤ such that:
:x^n ≡ a  m

where ≡ denotes modulo congruence."
Definition:Congruence (Number Theory)/Residue,Residue,"Let m ∈ℤ_ 0 be a non-zero integer.

Let a, b ∈ℤ.

Let a ≡ b  m.


Then b is a residue of a modulo m.

Residue is another word for remainder, and is any integer congruent to a modulo m."
Definition:Residue Field of Local Ring,Residue,"Let R be a commutative local ring.

Let m be its maximal ideal.


The residue field of R is the quotient ring R / m."
Definition:Retraction (Category Theory)/Retract,Retract,"Let 𝐂 be a metacategory.

Let f: C → D be a morphism.

Let g: D → C be a retraction of f.


Then D is said to be a retract of C."
Definition:Retract (Topology),Retract,"Let T_1 = ( S_1, τ_1 ) be a topological space.

Let T_2 = ( S_2, τ_2 ) be a topological subspace of T_1.


Then T_2 is a retract of T_1  if and only if 
:there exists a continuous retraction f: S_1 → S_2 of T_1.


=== Absolute Retract ===
Let T_1 = ( S_1, τ_1 ) be a topological space.

Let T_2 = ( S_2, τ_2 ) be a topological subspace of T_1.


Let T_2 be a retract of T_1.


T_2 is an absolute retract of T_1  if and only if :
:for every closed subspace B of a T_4 space T such that B is homeomorphic to A, then B is a retract of T."
Definition:Right (Direction),Right,"The direction right is that way:
:→"
Definition:Right Angle,Right,"A right angle is an angle that is equal to one quarter of a full angle.

That is, equal to one half of a straight angle.


=== Measurement of Right Angle ===
 "
Definition:Right Hand Side,Right,"In an equation:
:Expression 1 = Expression 2
the term Expression 2 is the right hand side."
Definition:Right-Total Relation,Right,"Let ℛ⊆ S × T be a relation.


Then ℛ is right-total  if and only if :
:∀ t ∈ T: ∃ s ∈ S: ( s, t ) ∈ℛ


That is,  if and only if  every element of T is related to by some element of S.


That is,  if and only if :
:Img( ℛ) = T
where Img( ℛ) denotes the image of ℛ."
Definition:Right Quasi-Reflexive Relation,Right,"Let ℛ⊆ S × S be a relation in S.


=== Definition 1 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is right quasi-reflexive  if and only if :

:∀ x, y ∈ S: ( x, y ) ∈ℛ( y, y ) ∈ℛ

=== Definition 2 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is right quasi-reflexive  if and only if :

:∀ y ∈Img( ℛ): ( y, y ) ∈ℛ

where Img( ℛ) denotes the image set of ℛ."
Definition:Euclidean Relation/Right-Euclidean,Right,"Let ℛ⊆ S × S be a relation in S.


ℛ is right-Euclidean  if and only if :

:( x, y ) ∈ℛ( x, z ) ∈ℛ( y, z ) ∈ℛ"
Definition:Cancellable Element/Right Cancellable,Right Cancellable,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is right cancellable  if and only if :

:∀ a, b ∈ S: a ∘ x = b ∘ x  a = b"
Definition:Right Cancellable Operation,Right Cancellable,"Let ( S, ∘) be an algebraic structure.


The operation ∘ in ( S, ∘) is right cancellable  if and only if :
:∀ a, b, c ∈ S: a ∘ c = b ∘ c  a = b

That is,  if and only if  all elements of ( S, ∘) are right cancellable."
Definition:Right Cancellable Mapping,Right Cancellable,"A mapping f: X → Y is right cancellable (or right-cancellable)  if and only if :

:∀ Z: ∀( h_1, h_2: Y → Z ): h_1 ∘ f = h_2 ∘ f  h_1 = h_2

That is,  if and only if  for any set Z:
:If h_1 and h_2 are mappings from Y to Z
:then h_1 ∘ f = h_2 ∘ f implies h_1 = h_2."
Definition:Right Inverse Mapping,Right Inverse,"Let S, T be sets where S ∅, that is, S is not empty.

Let f: S → T be a mapping.


Let g: T → S be a mapping such that:
:f ∘ g = I_T
where:
:f ∘ g denotes the composite mapping g followed by f
:I_T is the identity mapping on T.


Then g: T → S is called a right inverse (mapping) of f."
Definition:Inverse (Abstract Algebra)/Right Inverse,Right Inverse,"Let ( S, ∘) be a monoid whose identity is e_S.

An element x_R ∈ S is called a right inverse of x  if and only if :
:x ∘ x_R = e_S"
Definition:Inverse Matrix/Right,Right Inverse,"Let m, n ∈ℤ_>0 be a (strictly) positive integer.


Let 𝐀 = [ a ]_m n be a matrix of order m × n.

Let 𝐁 = [ b ]_n m be a matrix of order n × m such that:
:𝐀𝐁 = 𝐈_m

where 𝐈_m denotes the unit matrix of order m.


Then 𝐁 is known as a right inverse (matrix) of 𝐀."
Definition:Root of Number,Root,"Let x, y ∈ℝ_≥ 0 be positive real numbers.

Let n ∈ℤ be an integer such that n  0.


Then y is the positive nth root of x  if and only if :
:y^n = x

and we write:
:y = √(x)


Using the power notation, this can also be written:
:y = x^1/n


When n = 2, we write y = √(x) and call y the positive square root of x.

When n = 3, we write y = √(x) and call y the cube root of x.


Note the special case where x = 0 = y:
:0 = √(0)


=== Index ===
Let √(x) denote the nth root of x.

The number n is known as the index of the root.


If n is not specified, that is √(x) is presented, this means the square root.

=== Extraction of Root ===
The process of evaluating roots of a given real number is referred to as extraction."
Definition:Root of Equation,Root,"Let E (   )x be a mathematical expression representing an equation which is dependent upon a variable x.

A root of E (   )x is a constant which, when substituted for x in E (   )x, makes E (   )x a true statement.


=== Extraction of Root ===
The process of finding roots of a given equation is referred to as extraction."
Definition:Root of Mapping,Root,"Let f: R → R be a mapping on a ring R.

Let x ∈ R.


Then the values of x for which f (   )x = 0_R are known as the roots of the mapping f."
Definition:Root of Polynomial,Root,"Let R be a commutative ring with unity.

Let f ∈ R [ x ] be a polynomial over R.


A root in R of f is an element x ∈ R for which f (   )x = 0, where f (   )x denotes the image of f under the evaluation homomorphism at x."
Definition:Rooted Tree/Root Node,Root,"Let T be a rooted tree.

The root node of T is the node of T which is distinguished from the others by being the ancestor node of every node of T."
Definition:Labeled Tree for Propositional Logic/Hypothesis Set,Root,"Let ( T, 𝐇, Φ) be a labeled tree for propositional logic.


The countable set 𝐇 of WFFs of propositional logic is called the hypothesis set.

The elements of 𝐇 are known as hypothesis WFFs.


The hypothesis set 𝐇 is considered to be attached to the root node of T."
Definition:Truth Table/Row,Row,"A row of a truth table is one of the horizontal lines that consists of instances of the symbols T and F.

Each row contains the truth values of each of the boolean interpretations of the statement forms according to the propositional variables that comprise them.

There are as many rows in a truth table as there are combinations of T and F for all the propositional variables that constitute the statement forms."
Definition:Matrix/Row,Row,"Let 𝐀 be an m × n matrix.

For each i ∈[ 1  . . ]m, the rows of 𝐀 are the ordered n-tuples:
:r_i = ( a_i 1, a_i 2, …, a_i n)

where r_i is called the ith row of 𝐀.


A row of an m × n matrix can also be treated as a 1 × n row matrix in its own right:
:r_i = [ a_i 1 a_i 2     ⋯ a_i n ]
for i = 1, 2, …, m."
Definition:Latin Square/Row,Row,"Let 𝐋 be a Latin square.

The rows of 𝐋 are the lines of elements reading across the page."
Definition:Run (Statistics),Run,A run is a sequence of observations which follows some specified pattern.
Definition:Run (Analytic Geometry),Run,"Let P_1 = ( x_1, y_1 ) and P_2 = ( x_2, y_2 ) be points in the Cartesian plane.


The run from P_1 to P_2 is the difference between their abscissae:
:x_2 - x_1"
Definition:Saddle Point (Game Theory),Saddle Point,"Let G be a two-player zero-sum game.

Let G be defined by a payoff table T.


Let E be an entry in T such that:
:E is the smallest entry in its row
:E is the largest entry in its column.


Then E is a saddle point of G."
Definition:Saddle Point (Geometry),Saddle Point,"Let 𝒮 be a surface defined by the Cartesian equation z = f (   )x, y.

Let P be a point on 𝒮 such that:
:the partial derivatives ∂ z∂ x and ∂ z∂ y are both zero
but:
:there is no local maximum or local minimum at P.


Then P is a saddle point of 𝒮."
Definition:Scalar Field (Linear Algebra),Scalar Field,"Let ( G, +_G, ∘)_K be a vector space, where:

:( K, +_K, ×_K ) is a field

:( G, +_G ) is an abelian group ( G, +_G )

:∘: K × G → G is a binary operation.


Then the field ( K, +_K, ×_K ) is called the scalar field of ( G, +_G, ∘)_K.


If the scalar field is understood, then ( G, +_G, ∘)_K can be rendered ( G, +_G, ∘)."
Definition:Scalar Field (Physics),Scalar Field,"Let F be a field which acts on a region of space S.

Let the point-function giving rise to F be a scalar quantity.


Then F is a scalar field."
Definition:Secant Function,Secant,"=== Definition from Triangle ===
:

In the above right triangle, we are concerned about the angle θ.

The secant of ∠θ is defined as being HypotenuseAdjacent.

=== Definition from Circle ===
=== First Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the first quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

Hence in the first quadrant, the secant is positive.

=== Second Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the second quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

As OP needs to be produced in the opposite direction to P, the secant is therefore a negative function in the second quadrant.

=== Third Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the third quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.


As OP needs to be produced in the opposite direction to P, the secant is therefore a negative function in the third quadrant.

=== Fourth Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the fourth quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

Hence in the fourth quadrant, the secant is positive.

=== Real Function ===
Let x ∈ℝ be a real number.

The real function x is defined as:

:x =  1 cos x

where cos x is the cosine of x.


The definition is valid for all x ∈ℝ such that cos x  0.


Category:Definitions/Secant Function

=== Complex Function ===
Let z ∈ℂ be a complex number.

The complex function z is defined as:

:z =  1 cos z

where cos z is the cosine of z.


The definition is valid for all z ∈ℂ such that cos z  0.


Category:Definitions/Secant Function"
Definition:Secant Line,Secant,"Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


A secant to f is a straight line which intersects the graph of f in (at least) two points.


In the above diagram, the secant is the line AB in  ."
Definition:Sector of Circle,Sector,"A sector of a circle is the region bounded by two radii and an arc.

 
: 
:A sector of a circle is the figure which, when an angle is constructed at the center of the circle, is contained by the straight lines containing the angle and the circumference cut off by them.
 ”
 

In the diagram below, BAC is a sector. 

:


In fact there are two sectors, together making up the whole of the circle.

When describing a sectors by means of its three defining points (as in BAC above), the convention is to report them in the following order:

:(1): The point on the circumference at the end of the clockwise radius
:(2): The point at the center of the circle
:(3): The point on the circumference at the end of the anticlockwise radius

Thus in the sector above, BAC describes the sector indicated by θ, while the sector comprising the rest of the circle is described by CAB.


=== Angle of Sector ===
:

The angle of a sector of a circle is the angle between the two radii which delimit the sector.

In the above diagram, the angle of the sector BAC is θ.


The conjugate angle of θ also forms a sector, denoted CAB (see above)."
Definition:Spherical Sector,Sector,"A spherical sector is a surface of revolution of a sector of a circle C rotated 360 ^∘ around a diameter of C.

The surfaces of the spherical sector are:
:the zone of S, formed by the arc of the sector
:one or two conical surfaces formed by the radius or radii of the sector
where S is the sphere formed as the surface of revolution of C as it rotates 360 ^∘ around the same diameter of C.


=== Spherical Cone ===
A spherical cone is a spherical sector S whose axis of revolution passes through the sector of the circle which is the generating curve of S."
Definition:Segment of Circle,Segment,":

 
: 
:A segment of a circle is the figure contained by a straight line and a circumference of a circle.
 ”
 

=== Base ===
:

The base of a segment of a circle is the straight line forming one of the boundaries of the seqment.

In the above diagram, AB is the base of the highlighted segment.

=== Angle of a Segment ===
 
: 
:An angle of a segment is that contained by a straight line and a circumference of a circle.
 ”
 
That is, it is the angle the base makes with the circumference where they meet.


It can also be defined as the angle between the base and the tangent to the circle at the end of the base:

:


Category:Definitions/Segments of Circles

=== Angle in a Segment ===
 
: 
:An angle in a segment is the angle which, when a point is taken on the circumference of the segment and straight lines are joined from it to the extremities of the straight line which is the base of the segment, is contained by the straight lines so joined.
 ”
 
: 
:And, when the straight lines containing the angle cut off a circumference, the angle is said to stand upon that circumference.
 ”
 

:

Such a segment is said to admit the angle specified.


Category:Definitions/Segments of Circles

=== Similar Segments ===
 
: 
:Similar segments of circles are those which admit equal angles, or in which the angles are equal to one another.
 ”
 


Category:Definitions/Segments of Circles

=== Major Segment ===
Let AB be a chord of a circle 𝒞 defined by the points A and B on the circumference of 𝒞.

The major segment of 𝒞   AB is the segment between AB and the major arc of 𝒞 between A and B.

=== Minor Segment ===
Let AB be a chord of a circle 𝒞 defined by the points A and B on the circumference of 𝒞.

The minor segment of 𝒞   AB is the segment between AB and the minor arc of 𝒞 between A and B."
Definition:Line/Segment,Segment,"A line segment is any line (straight or not) which terminates at two points.


=== Straight Line Segment ===
A straight line segment is a line segment which is straight.


 
:A straight line segment can be drawn joining any two points.
 


Thus a definition for straight line which is frequently encountered is:
:A straight line is the shortest distance between two points.
This is all very well but it assumes that the line in question terminates at two particular endpoints.

=== Endpoint ===
Each of the points at either end of a line segment is called an endpoint of that line segment.

Similarly, the point at which an infinite half-line terminates is called the endpoint of that line.


 
: 
:The extremities of a line are points.
 ”
 

=== Midpoint ===
Let L = AB be a line segment whose endpoints are A and B.

Let M be a point on L such that the line segment AM is equal to the line segment MB.

That is, let M be the bisector of L.


Then M is the midpoint of L."
