title,term,definition
Definition:Symmetry (Geometry),Symmetry,"A symmetry of a geometric figure P is a bijection from P to itself which preserves the distance between points.

In other words, it is a self-congruence.


Intuitively and informally, a symmetry is a movement of the figure so that it looks exactly the same after it has been moved."
Definition:Symmetry Group,Symmetry,"Let P be a geometric figure.

Let S_P be the set of all symmetries of P.

Let ( S_P, ∘) be the algebraic structure such that ∘ denotes the composition of mappings.


Then ( S_P, ∘) is called the symmetry group of P."
Definition:System (Electronics),System,A system is a configuration of electrical devices designed for a specific utilitarian purpose.
Definition:Neighborhood System,System,"Let T = ( S, τ) be a topological space.

A neighborhood system is a family ⟨𝒩_x ⟩_x ∈ S indexed by points of S, such that 𝒩_x is a local basis at x for x ∈ S."
Definition:Numeral System,System,"A numeral system is:
:a set of symbols that is used to represent a specific subset of the set of numbers (usually natural numbers), referred to as numerals
:a set of rules which define how to combine the numerals so as to be able to express other numbers."
Definition:Babylonian Number System,System,"The number system as used in the   was a positional number system where the number base was a combination of decimal (base 10) and sexagesimal (base 60).

The characters were written in   by a combination of:
:a thin vertical wedge shape, to indicate the digit 1
:a fat horizontal wedge shape, to indicate the digit 10
arranged in groups to indicate the digits 2 to 9 and 20 to 50.


:


At 59 the pattern stops, and the number 60 is represented by the digit 1 once again.

Thus these groupings were placed side by side:
:the rightmost grouping would indicate a number from 1 to 59
:the one to the left of that would indicate a number from 60 × 1 to 60 × 59
and so on, each grouping further to the left indicating another multiplication by 60


For fractional numbers there was no actual radix point. Instead, the distinction was inferred by context.


The fact that they had no symbol to indicate the zero digit means that this was not a true positional number system as such.


For informal everyday arithmetic, they used a decimal system which was the decimal part of the full sexagesimal system."
Definition:Number System,System,A number system is a technique for representing numbers.
Definition:Positional Number System,System,"A positional (number) system is a number system with the following properties:

:(1): It has a set of numerals which represent a subset of the numbers.

:(2): The number being represented is written as a string of these numerals, which represent a different value according to their position in the string.


The design of the positional number system is such that all numbers can be represented by such a string, which:
:may or may not be infinite in length
:may or may not be unique."
Definition:Tableau Proof (Formal Systems),Tableau Proof,"A tableau proof for a proof system is a technique for presenting a logical argument in the form of a formal proof in a straightforward, standard form.

On  , the proof system is usually natural deduction.


A tableau proof is a sequence of lines specifying the order of premises, assumptions, inferences and conclusion in support of an argument.


Each line of a tableau proof has a particular format. It consists of the following parts:

* Line: The line number of the proof. This is a simple numbering from 1 upwards.
* Pool: The list of all the lines containing the pool of assumptions for the formula introduced on this line.
* Formula: The propositional formula introduced on this line.
* Rule: The justification for introducing this line. This should be the rule of inference being used to derive this line.
* Depends on: The lines (if any) upon which this line directly depends. For premises and assumptions, this field will be empty.


Optionally, a comment may be added to explicitly point out possible intricacies.

If any assumptions are discharged on a certain line, for the sake of clarity it is preferred that such be mentioned explicitly in a comment.


At the end of a tableau proof, the only lines upon which the proof depends may be those which contain the premises.


=== Length ===
The length of a tableau proof is the number of lines it has.


Category:Definitions/Proof Systems"
Definition:Tableau Proof (Propositional Tableaux),Tableau Proof,"Let 𝐇 be a set of WFFs of propositional logic.

Let 𝐀 be a WFF.


A tableau proof of 𝐀 from 𝐇 is a tableau confutation of 𝐇∪{𝐀}.


This definition also applies when 𝐇 = ∅.

Then a tableau proof of 𝐀 is a tableau confutation of {𝐀}.


If there exists a tableau proof of 𝐀 from 𝐇, one can write:
:𝐇⊢_PT𝐀

Specifically, the notation:
:⊢_PT𝐀
means that there exists a tableau proof of 𝐀.


=== Proof System ===
"
Definition:Tangent Curve,Tangent,A set of curves is tangent to each other  if and only if  they have a point in common at which they have a tangent line in common.
Definition:Tangent Line,Tangent,"Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


Let A = ( x, f (   )x ) be a point on G.


The tangent to f at A is defined as:
:lim_h → 0f (   )x + h - f (   )x/h


Thus the tangent to f at x can be considered as the secant AB to G where:
:B = ( x + h, f (   )x + h)
as B gets closer and closer to A.

By taking h smaller and smaller, the secant approaches more and more closely the tangent to G at A.


Hence the tangent to f is a straight line which intersects the graph of f locally at a single point.


:


In the above diagram, the tangent is the straight line passing through A.

=== Limit of Secant ===
Let 𝒞 be a space curve.

Let 𝒞 be embedded in a Cartesian plane.

Let P be a point on 𝒞.

Let 𝒮 be a secant line to 𝒞 passing through P and another point Q also on 𝒞.


The tangent to 𝒞 at P can be considered as the limit of 𝒮 as Q approaches P.

=== Tangent to Circle ===
 
: 
:A straight line is said to touch a circle which, meeting the circle and being produced, does not cut the circle.
 ”
 

:

In the above diagram, the line is tangent to the circle at the point C.


=== Tangent Circles ===
 
: 
:Circles are said to touch one another which, meeting one another, do not cut one another.
 ”
 

:

In the above diagram, the two circles are tangent to each other at the point C.


Category:Definitions/Circles
Category:Definitions/Tangents

=== Point of Contact ===
Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


Let A = ( x, f (   )x ) be a point on G.

Let ℒ be tangent to f at A.

Then A is known as the point of contact of ℒ to f."
Definition:Tangent Function/Definition from Triangle,Tangent,":

In the above right triangle, we are concerned about the angle θ.

The tangent of ∠θ is defined as being OppositeAdjacent."
Definition:Tangent Function/Real,Tangent,"Let x ∈ℝ be a real number.

The real function tan x is defined as:

:tan x = sin xcos x

where:
: sin x is the sine of x
: cos x is the cosine of x.

The definition is valid for all x ∈ℝ such that cos x  0."
Definition:Tangent Function/Complex,Tangent,"Let z ∈ℂ be a complex number.

The complex function tan z is defined as:

:tan z = sin zcos z

where:
: sin z is the sine of z
: cos z is the cosine of z.

The definition is valid for all z ∈ℂ such that cos z  0."
Definition:Tensor Product of Abelian Groups,Tensor Product,"Let A and B be abelian groups.


=== Definition 1: by universal property ===

Their tensor product is a pair ( A ⊗ B, θ) where:
:A ⊗ B is an abelian group
:θ : A × B → A ⊗ B is a biadditive mapping such that, for every ordered pair ( C, ω) where:
:C is an abelian group
:ω : A × B → C is a biadditive mapping
there exists a unique group homomorphism g : A ⊗ B → C such that ω = g ∘θ.


=== Definition 2: construction ===

Their tensor product is the pair ( A ⊗ B, θ) where:
:A ⊗ B is the quotient of the free abelian group ℤ^( A × B ) on the cartesian product A × B by the subgroup generated by the elements of the form:
:::( a_1 + a_2, b ) - ( a_1, b ) - ( a_2, b )
:::( a, b_1 + b_2 ) - ( a, b_1 ) - ( a, b_2 )
::for a, a_1, a_2 ∈ A, b, b_1, b_2 ∈ B, where we denote ( a, b ) for its image under the canonical mapping A × B →ℤ^( A × B ).
:θ : A × B → A ⊗ B is the composition of the canonical mapping A × B →ℤ^( A × B ) with the quotient group epimorphism ℤ^( A × B ) → A ⊗ B."
Definition:Tensor Product of Modules,Tensor Product,"=== Commutative ring ===

Let R be a commutative ring with unity.

Let M and N be R-modules.


=== Definition 1 ===

Their tensor product is a pair ( M ⊗_R N, θ) where:
:M ⊗_R N is an R-module
:θ : M × N → M ⊗_R N is an R-bilinear mapping
satisfying the following universal property:
:For every pair ( P, ω) of an R-module and an R-bilinear mapping ω : M × N → P, there exists a unique R-module homomorphism f: M ⊗_R N → P with ω = f ∘θ.


=== Definition 2 ===

Their tensor product is the pair ( M ⊗_R N, θ), where:
:M ⊗_R N is the quotient of the free R-module R^( M × N ) on the direct product M × N, by the submodule generated by the set of elements of the form:
::( λ m_1 + m_2, n ) - λ( m_1, n ) - ( m_2, n )
::( m, λ n_1 + n_2 ) - λ( m, n_1 ) - ( m, n_2 )
::for m, m_1, m_2 ∈ M, n, n_1, n_2 ∈ N and λ∈ R, where we denote ( m, n ) for its image under the canonical mapping M × N → R^( M × N ).
:θ : M × N → M ⊗_R N is the composition of the canonical mapping M × N → R^( M × N ) with the quotient module homomorphism R^( M × N ) → M ⊗_R N.


=== Noncommutative ring ===

Let R be a ring.

Let M be a R-right module.

Let N be a R-left module.


First construct a left module as a direct sum of all free left modules with a basis that is a single ordered pair in M × N which is denoted R (   )m, n.

:T = ⊕_s ∈ M × N R s


That this is indeed a module is demonstrated in Tensor Product is Module.


Next for all m, m' ∈ M, n, n' ∈ N and r ∈ R we construct the following free left modules.

:L_m, m', n with a basis of ( m + m', n ), ( m, n ) and ( m', n )
:R_m, n, n' with a basis of ( m, n + n' ), ( m, n ) and ( m, n' )
:A_r, m, n with a basis of r ( m, n ) and ( m r, n )
:B_r, m, n with a basis of r ( m, n ) and ( m, r n )

Let:

:D = ⊕_r ∈ R, n, n' ∈ N, m, m' ∈ M(   )L_m, m', n⊕ R_m, n, n'⊕ A_r, m, n⊕ B_r, m, n

The tensor product M ⊗_R N is then our quotient module T / D."
Definition:Top (Logic),Top,"Top is a constant of propositional logic interpreted to mean the canonical, undoubted tautology whose truth nobody could possibly ever question.

The symbol used is ⊤."
Definition:Top of Lattice,Top,"Let ( S, ∨, ∧, ≼) be a lattice.


=== Definition 1 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let S admit a greatest element ⊤.


Then ⊤ is called the top of S.

=== Definition 2 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let ∧ have an identity element ⊤.


Then ⊤ is called the top of S."
Definition:Trace (Field Theory),Trace,"Let K be a field and L / K a finite field extension of K.

Then by Vector Space on Field Extension is Vector Space, L is naturally a vector space over K.

Let α∈ L, and θ_α be the linear operator:

:θ_α: L → L: β↦αβ


The trace Tr_L / K(   )α of α is the trace of this linear operator."
Definition:Trace (Linear Algebra)/Matrix,Trace,"Let A = [ a ]_n be a square matrix of order n.


The trace of A is:

:tr(   )A = ∑_i  = 1^n a_ii


=== Using Einstein Summation Convention ===
Let A = [ a_ij]_1 ≤ i, j ≤ n be a matrix.


The trace of A, using the Einstein summation convention, is:

:tr(   )A = a_ii"
Definition:Trace (Linear Algebra)/Linear Operator,Trace,"Let V be a vector space.

Let A: V → V be a linear operator of V.


The trace of A is the trace of the matrix of A with respect to some basis.


Category:Definitions/Linear Algebra"
Definition:Trace Sigma-Algebra,Trace,"Let X be a set, and let x3a3 be a σ-algebra on X.

Let E ⊆ X be a subset of X.


Then the trace σ-algebra (of E in x3a3), x3a3_E, is defined as:

:x3a3_E := { E ∩ S: S ∈x3a3}


It is a σ-algebra on E, as proved on Trace σ-Algebra is σ-Algebra."
Definition:Trace Table,Trace,"Let P be a URM program.

The trace table of P consists of:
* The stage of computation;
* The number of the instruction of P that is about to be performed;
* A list of the contents of all the registers used by P at this point.

Thus the trace table is a list of the states of the URM program at each stage."
Definition:Trace of Tensor,Trace,"Let ( M, g ) be a Riemannian manifold.

Let h be a covariant k-tensor field with k ≥ 2.

Let h^♯ be a ( 1, k - 1 )-tensor field obtained from h by raising its index.


Then the trace of h   g is  a covariant ( k - 2 )-tensor field defined as:

:tr_g h := tr(   )h^♯

where tr is the trace over a covariant and a contravariant index.
 "
Definition:Trace of Space Curve,Trace,"Let S be a space curve.

Let P be a coordinate plane.


A trace of S   P is a point at which S intersects P."
Definition:Trajectory (Mechanics),Trajectory,"Let B be a body (which could be a particle) in motion.

The trajectory of B is its path through the medium in which it is moving."
Definition:Trajectory of Dynamical System,Trajectory,"Let S be a dynamical system moving from point A to point B.

The path taken by S is known as the trajectory of S."
Definition:Trajectory of Point under Iteration,Trajectory,"Let f: S → S be an iterated mapping on a set S.

Let x ∈ S be a point of S.


The trajectory of x under f is the ordered subset of S consisting of the points:
:( x, f (   )x, f^2 (   )x, …)
where f^n (   )x is defined as f (   )f^n - 1(   )x, and so on."
Definition:Transcendental (Abstract Algebra)/Field Extension,Transcendental,"A field extension E / F is said to be transcendental  if and only if :
:∃α∈ E: α is transcendental over F

That is, a field extension is transcendental  if and only if  it contains at least one transcendental element.


=== Transcendental Element ===
Let E / F be a field extension.

Let α∈ E.


Then α is transcendental over F  if and only if :
: ∄ f (   )x ∈ F [ x ] ∖{ 0 }: f (   )α = 0
where f (   )x denotes a polynomial in x over F."
Definition:Transcendental (Abstract Algebra)/Ring,Transcendental,"Let ( R, +, ∘) be a commutative ring with unity whose zero is 0_R and whose unity is 1_R.

Let ( D, +, ∘) be an integral subdomain of R.

Let x ∈ R.


Then x is transcendental over D  if and only if :
:∀ n ∈ℤ_≥ 0: ∑_k  = 0^n a_k ∘ x^k = 0_R ∀ k: 0 ≤ k ≤ n: a_k = 0_R


That is, x is transcendental over D  if and only if  the only way to express 0_R as a polynomial in x over D is by the null polynomial."
Definition:Transcendental Number,Transcendental,"A number (either real or complex) is transcendental  if and only if  it is not algebraic.


=== Transcendental Number over Field ===

Some sources define a transcendental number over a more general field:

Let F be a field.

Let z be a complex number.

z is a transcendental number over F  if and only if  z cannot be expressed as a root of a polynomial with coefficients in F."
Definition:Entire Function/Transcendental,Transcendental,"Let f be an entire function that has an essential singularity at ∞.

Then f is a transcendental entire function."
Definition:Superfunction,Transfer Function,"Let C, D ⊆ℂ with z ∈ C  z + 1 ∈ C.

Let F: C → D and H: D → D be holomorphic functions.

Let H (   )F (   )z = F (   )z + 1 for all z ∈ C.

Then F is said to be a superfunction of H, and H is called a transfer function of F.

That is, superfunctions are iterations of transfer functions."
Definition:Transfer Function (Time Series Analysis),Transfer Function,"A transfer function, in the context of time series analysis, is a function of time which theoretically models the future output for each possible input."
Definition:Laplace Transform,Transform,"Let f: ℝ_≥ 0→𝔽 be a function of a real variable t, where 𝔽∈{ℝ, ℂ}.

The Laplace transform of f, denoted ℒ{ f } or F, is defined as:

:ℒ{ f (   )t } = F (   )s = ∫_0^→ +∞ e^-s t f (   )t  d t

whenever this improper integral converges.

If this improper integral does not converge, then ℒ{ f (   )t } does not exist.


Here ℒ{ f } is a complex function of the variable s.


=== Discontinuity at Zero ===
Let f: ℝ_> 0→𝔽 be a function of a real variable t, where 𝔽∈{ℝ, ℂ}.

Let f be discontinuous or not defined at t = 0.

Then the Laplace transform of f  is defined as:

:ℒ{ f (   )t } = F (   )s = ∫_0^+^→ +∞ e^-s t f (   )t  d t = lim_ϵ→ 0^+∫_ϵ^→ +∞ e^-s t f (   )t  d t

whenever this improper integral converges.

If this improper integral does not converge, then ℒ{ f (   )t } does not exist.


Here the integral is improper not only because of its upper limit but also because of its lower limit."
Definition:Hough Transform,Transform,"The Hough transform is a general technique which is now used to identify the locations of features in digital images.

It is a development of the Radon transform suitable for numerical calculation.


 "
Definition:Radon Transform,Transform,"The Radon transform is a transform which reconstructs a function from the values of its integral over a set of lines in the plane.

It is used for measuring data from incomplete observations.


 "
Definition:Mellin Transform,Transform,"Let f (   )t: ℝ_≥ 0→ℂ be a function of a real variable t.

The Mellin transform of f is defined and denoted as:
:ℳ{ f (   )t }(   )s := ∫_0^→ +∞ t^s - 1 f (   )t  d t

wherever this improper integral exists.


Here ℳ(   )f is a complex function of the variable s."
Definition:Legendre Transform,Transform,"Let f (   )x be a strictly convex real function.

Let p = f' (   )x.

Let f^* (   )p = -f (   )x (   )p + p x (   )p.

 

 

The Legendre Transform on x and f is the mapping of the variable and function pair:
:( x, f (   )x ) →( p, f^* (   )p )


 "
Definition:Fourier Transform,Transform,"The Fourier transform of a Lebesgue integrable function f: ℝ^N →ℂ is the function ℱ(   )f: ℝ^N →ℂ given by:
:ℱ(   )f (   )𝐬 := ∫_ℝ^N f (   )𝐱 e^-2 π i 𝐱·𝐬 d𝐱
for 𝐬∈ℝ^N.

Here, the product 𝐱·𝐬 in the exponential is the dot product of the vectors 𝐱 and 𝐬.

In this context ℱ(   )f is to be considered the operator.


=== Real Function ===

Let f: ℝ→ℝ be a real function which is Lebesgue integrable.

Let f: ℝ→ℝ be a real function which is Lebesgue integrable.


=== Formulation 1 ===
Let f: ℝ→ℝ be a real function which is Lebesgue integrable.


The Fourier transform of f is defined and denoted as:
:ℱ(   )f  (   )s = f̂(   )s := ∫_-∞^∞ e^-2 π i s t f (   )t  d t

=== Formulation 2 ===
Let f: ℝ→ℝ be a real function which is Lebesgue integrable.


The Fourier transform of f is defined and denoted as:
:ℱ(   )f (   )s = f̂(   )s := ∫_-∞^∞ e^-i s t f (   )t  d t

=== Formulation 3 ===
Let f: ℝ→ℝ be a real function which is Lebesgue integrable.


The Fourier transform of f is defined and denoted as:
:ℱ(   )f  (   )s = f̂(   )s :=  1 √(2 π)∫_-∞^∞ e^-i s t f (   )t  d t

=== Tempered Distribution ===

Let T ∈𝒮' (   )ℝ be a tempered distribution.

Let 𝒮(   )ℝ be the Schwartz space.


The Fourier transform T̂ of (the tempered distribution) T:

:T̂∈𝒮' (   )ℝ

is defined as:

:∀ϕ∈𝒮(   )ℝ: T̂(   )ϕ := T (   )ϕ̂"
Definition:Transitive Closure of Relation,Transitive Closure,"=== Smallest Transitive Superset ===
Let ℛ be a relation on a set S.


The transitive closure of ℛ is defined as the smallest transitive relation on S which contains ℛ as a subset.


The transitive closure of ℛ is denoted ℛ^+.

=== Intersection of Transitive Supersets ===
Let ℛ be a relation on a set S.


The transitive closure of ℛ is defined as the intersection of all transitive relations on S which contain ℛ.


The transitive closure of ℛ is denoted ℛ^+.

=== Finite Chain ===
Let ℛ be a relation on a set or class S.


The transitive closure of ℛ is the relation ℛ^+ defined as follows:

For x, y ∈ S, x ℛ^+ y  if and only if  for some n ∈ℕ_>0 there exist s_0, s_1, …, s_n ∈ S such that s_0 = x, s_n = y, and:

 
 
 
 
 
 


That is:

:∀ k ∈ℕ_n: s_k ℛ s_k + 1

=== Union of Compositions ===
Let ℛ be a relation on a set S.

Let:

:ℛ^n := ℛ    : n = 1 
ℛ^n-1∘ℛ    : n > 1

where ∘ denotes composition of relations.

Finally, let:

:ℛ^+ = ⋃_i  = 1^∞ℛ^i


Then ℛ^+ is called the transitive closure of ℛ."
Definition:Transitive Closure of Set,Transitive Closure,"=== Definition 1 ===
Let x be a set.

Then the transitive closure of x is the smallest transitive superset of x.

The following is not equivalent to the above, but they are almost the same.

=== Definition 2 ===
Let x be a set.

For each natural number n ∈ℕ_≥ 0 let:

:⋃^n x = ⋃⋃⋯⋃_n x


Then the transitive closure of x is the union of the sets:
:{ x }, x, ⋃ x, ⋃^2 x, …, ⋃^n x, …


More precisely:

Let F be the mapping on the universal class defined by letting:
:F (   )A = ⋃ a
for each set a.

Let G be the mapping on the natural numbers defined recursively by letting:

:G (   )0 = { x }
:G (   )n^+ = F (   )G (   )n

for each natural number n.

Then the transitive closure of x is defined as the union of the image of G."
Definition:Transpose of Linear Transformation,Transpose,"Let R be a commutative ring.

Let G and H be R-modules.

Let G^* and H^* be the algebraic duals of G and H respectively.


Let ℒ_R (   )G, H be the set of all linear transformations from G to H.

Let u ∈ℒ_R (   )G, H.


The transpose of u is the mapping u^⊺: H^* → G^* defined as:
:∀ y ∈ H^*: u^⊺(   )y = y ∘ u
where y ∘ u is the composition of y and u."
Definition:Transpose of Matrix,Transpose,"Let 𝐀 = [ α]_m n be an m × n matrix over a set.


Then the transpose of 𝐀 is denoted 𝐀^⊺ and is defined as:

:𝐀^⊺ = [ β]_n m: ∀ i ∈[ 1  . . ]n, j ∈[ 1  . . ]m: β_i j = α_j i"
Definition:Transversal (Geometry),Transversal,"A transversal of two straight lines lying in the same plane is a straight line which intersects them in two different points.

The transversal is said to cut the two lines that it crosses.

:

In the above diagram, EF is a transversal of the lines AB and CD.


It is also apparent that:
:AB is a transversal of the lines EF and CD
:CD is a transversal of the lines EF and AB
although this is not as obvious.


=== Interior Angle ===
:


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal EF are:
:∠ AHJ
:∠ CJH
:∠ BHJ
:∠ DJH

=== Exterior Angle ===
:


An exterior angle of a transversal is an angle which is not between the two lines cut by a transversal.

In the above figure, the exterior angles with respect to the transversal EF are:
:∠ AHE
:∠ CJF
:∠ BHE
:∠ DJF

=== Alternate Angles ===
:


Alternate angles are interior angles of a transversal which are on opposite sides and different lines.

In the above figure, the pairs of alternate angles   the transversal EF are:
:∠ AHJ and ∠ DJH
:∠ CJH and ∠ BHJ

=== Corresponding Angles ===
:


Corresponding angles are the angles in equivalent positions on the two lines cut by a transversal with respect to that transversal.

In the above figure, the corresponding angles with respect to the transversal EF are:
:∠ AHJ and ∠ CJF
:∠ AHE and ∠ CJH
:∠ BHE and ∠ DJH
:∠ BHJ and ∠ DJF"
Definition:Transversal (Group Theory),Transversal,"Let G be a group.

Let H be a subgroup of G.

Let S ⊆ G be a subset of G.


=== Left Transversal ===
Let G be a group.

Let H be a subgroup of G.

Let S ⊆ G be a subset of G.


S is a left transversal for H in G  if and only if  every left coset of H contains exactly one element of S.

=== Right Transversal ===
Let G be a group.

Let H be a subgroup of G.

Let S ⊆ G be a subset of G.


S is a right transversal for H in G  if and only if  every right coset of H contains exactly one element of S.

=== Transversal ===

A transversal for H in G is either a left transversal or a right transversal.


 
Clearly if S is a transversal for H it contains [ G :   ]H elements, where [ G :   ]H denotes the index of H in G."
Definition:Triangle (Geometry),Triangle,":

A triangle is a polygon with exactly three sides.


Thus a triangle is a 2-simplex.


Because it is a polygon, it follows that it also has three vertices and three angles."
Definition:Triangle (Graph Theory),Triangle,"The complete graph K_3 of order 3 is called a triangle.

:

Category:Definitions/Complete Graphs
Category:Definitions/Examples of Graphs"
Definition:Scalar Triple Product,Triple Product,"Let 𝐚, 𝐛 and 𝐜 be vectors in a Cartesian 3-space:

 
 
 
 
 

where ( 𝐢, 𝐣, 𝐤) is the standard ordered basis of 𝐕.


=== Definition 1 ===
Let 𝐚, 𝐛 and 𝐜 be vectors in a Cartesian 3-space:

 
 
 
 
 

where ( 𝐢, 𝐣, 𝐤) is the standard ordered basis.


The scalar triple product of 𝐚, 𝐛 and 𝐜 is defined and denoted as:

:[ 𝐚, 𝐛, 𝐜] := 𝐚·( 𝐛×𝐜)
where:
:· denotes dot product
:× denotes vector cross product.

=== Definition 2 ===
Let 𝐚, 𝐛 and 𝐜 be vectors in a Cartesian 3-space:

 
 
 
 
 

where ( 𝐢, 𝐣, 𝐤) is the standard ordered basis.


The scalar triple product of 𝐚, 𝐛 and 𝐜 is defined and denoted as:
:[ 𝐚, 𝐛, 𝐜] := 
a_i     a_j     a_k 

b_i     b_j     b_k 

c_i     c_j     c_k

where … is interpreted as a determinant."
Definition:Vector Triple Product,Triple Product,"Let 𝐚, 𝐛 and 𝐜 be vectors in a Cartesian 3-space:

 
 
 
 
 

where ( 𝐢, 𝐣, 𝐤) is the standard ordered basis of 𝐕.


The vector triple product is defined as:
:𝐚×( 𝐛×𝐜)

where × denotes the vector cross product."
Definition:Unit of Ring,Unit,"Let ( R, +, ∘) be a ring with unity whose unity is 1_R.


=== Definition 1 ===
Let ( R, +, ∘) be a ring with unity whose unity is 1_R.


An element x ∈ R is a unit of ( R, +, ∘)  if and only if  x is invertible under ∘.


That is, a unit of R is an element of R which has an inverse.
:∃ y ∈ R: x ∘ y = 1_R = y ∘ x

=== Definition 2 ===
Let ( R, +, ∘) be a ring with unity whose unity is 1_R.


An element x ∈ R is a unit of ( R, +, ∘)  if and only if  x is divisor of 1_R.

=== Product Inverse ===
Let ( R, +, ∘) be a ring with unity.

Let U_R denotes the group of units of R.

The inverse of x ∈ U_R by ∘ is called the (ring) product inverse of x.


The usual means of denoting the product inverse of an element x is by x^-1.

Thus it is distinguished from the additive inverse of x, that is, the (ring) negative of x, which is usually denoted -x.

=== Group of Units ===
Let ( R, +, ∘) be a ring with unity.


Then the set U_R of units of ( R, +, ∘) is called the group of units of ( R, +, ∘).


This can be denoted explicitly as ( U_R, ∘)."
Definition:Unit of System of Sets,Unit,"Let 𝒮 be a system of sets.

Let U ∈𝒮 such that:
:∀ A ∈𝒮: A ∩ U = A


Then U is the unit of 𝒮."
Definition:Singleton,Unit,"A singleton is a set that contains exactly one element.


The singleton containing only the element a can be written { a }.

The set { a } is known as the singleton of a.


=== Warning ===
It is important to distinguish between an element, for example a, and a singleton containing it, that is, { a }.

That is a and { a } are not the same thing.

While it is true that:
:a ∈{ a }
it is not true that:
:a = { a }
neither is it true that:
:a ∈ a"
Definition:Unit of Algebra,Unit,"Let R be a commutative ring.

Let ( A_R, ⊕) be a unital algebra over R.


The unit of ( A_R, ⊕), denoted 1_A, is the identity element of the operation ⊕:
:∀ a ∈ A_R: a ⊕ 1_A = 1_A ⊕ a = a

It is usually denoted 1 when there is no source of confusion with the identity elements of the underlying structures of the algebra."
Definition:Unital Algebra,Unit,"Let R be a commutative ring.

Let ( A, * ) be an algebra over R. 


Then ( A, * ) is a unital algebra  if and only if  the algebraic structure ( A, ⊕) has an identity element.

That is:
:∃ 1_A ∈ A: ∀ a ∈ A: a * 1_A = 1_A * a = a"
Definition:Unity (Abstract Algebra)/Ring,Unit,"Let ( R, +, ∘) be a ring.

If the semigroup ( R, ∘) has an identity, this identity is referred to as the unity of the ring ( R, +, ∘).

It is (usually) denoted 1_R, where the subscript denotes the particular ring to which 1_R belongs (or often 1 if there is no danger of ambiguity).


The ring R itself is then referred to as a ring with unity."
Definition:Unit of Measurement,Unit,"A unit of measurement is a specified magnitude of a given physical quantity, defined by convention.

It is used as a standard for measurement of that physical quantity.

Any other value of the physical quantity can be expressed as a multiple of that unit of measurement."
Definition:Experimental Unit,Unit,"An experimental unit is a subject of an experimental design upon which a treatment is to be applied.

The objective is to investigate how the experimental unit is affected by the treatment compared with other experimental units receiving a different treatment, or indeed no treatment at all."
Definition:Universal Set,Universal,"Sets are considered to be subsets of some large universal set.

Exactly what this universal set is will vary depending on the subject and context.

When discussing particular sets, it should be made clear just what that universal set is.

However, note that from There Exists No Universal Set, this universal set cannot be everything that there is."
Definition:Universal Class,Universal,"The universal class is the class of which all sets are elements.


The universal class is defined most commonly in literature as:

:V = { x: x = x }

where x ranges over all sets.


It can be briefly defined as the class of all sets."
Definition:Universal Object,Universal,"Let C be a category.


A universal object of C is an object that is initial or terminal."
Definition:Universal Cover,Universal,"A universal cover is a covering space which is simply connected.

 

Category:Definitions/Topology"
Definition:Universe of Discourse,Universe,"The universe of discourse is the term used to mean everything we are talking about.


When introducing the symbols:
:∀ (the universal quantifier)
or:
:∃ (the existential quantifier)
it is understood that the objects referred to are those in the specified universe of discourse.

It is usual to define that universe."
Definition:Grothendieck Universe,Universe,"A Grothendieck universe is a set (not a class) which has the properties expected of the universal set 𝕌 of sets in the sense of the Zermelo-Fraenkel axioms with the following properties:

:(1):   𝕌 is a transitive set: If u ∈𝕌 and x ∈ u then x ∈𝕌

:(2): If u, v ∈𝕌 then { u, v }∈𝕌

:(3): If u ∈𝕌 then the power set 𝒫( u ) ∈𝕌

:(4): If A ∈𝕌, and { u_α: α∈ A } is a family of elements u_α∈𝕌 indexed by A, then ⋃_α∈ A u_α∈𝕌


 "
Definition:Population,Universe,"The population of a statistical study is everything in the universe of discourse that is relevant to the study.

It includes all objects, measures, and observations under discussion.


=== Finite Population ===
A finite population is a population which is finite.

=== Infinite Population ===
An infinite population is a population which is infinite."
Definition:Physical Universe,Universe,"The physical universe, or usually just universe, is commonly defined as, and understood to be,  .


=== Real-World ===
Used to describe a phenomenon or object that has a genuine existence in the physical universe."
Definition:Vacuous Truth,Vacuous,"Let P  Q be a conditional statement.

Suppose that P is false.

Then the statement P  Q is a vacuous truth, or is vacuously true.


It is frequently encountered in the form:
:∀ x: P (   )x  Q (   )x
when the propositional function P (   )x is false for all x.

Such a statement is also a vacuous truth.


For example, the statement:
:All cats who are expert chess-players are also fluent in ancient Sanskrit
is (vacuously) true, because (as far as the author knows) there are no cats who are expert chess-players."
Definition:Empty Set,Vacuous,"The empty set is a set which has no elements.

That is, x ∈∅ is false, whatever x is.


It is usually denoted by some variant of a zero with a line through it, for example ∅ or ∅, and can always be represented as {}."
