title,term,definition
Definition:Vector Subspace,Subspace,"Let K be a division ring.

Let ( S, +, ∘)_K be a K-algebraic structure with one operation.


Let T be a closed subset of S.

Let ( T, +_T, ∘_T )_K be a K-vector space where:
:+_T is the restriction of + to T × T and
:∘_T is the restriction of ∘ to K × T.


Then ( T, +_T, ∘_T )_K is a (vector) subspace of ( S, +, ∘)_K.


=== Proper Subspace ===
Let K be a division ring.

Let ( S, +, ∘)_K be a K-algebraic structure with one operation.

Let ( T, +_T, ∘_T )_K be a vector subspace of ( S, +, ∘)_K.


If T is a proper subset of S, then ( T, +_T, ∘_T )_K is a proper (vector) subspace of ( S, +, ∘)_K.

=== Hilbert Spaces ===
Let K be a division ring.

Let (S, +, ∘)_K be a K-algebraic structure with one operation.


Let T be a closed subset of S.

Let (T, +_T, ∘_T)_K be a K-vector space where:
: +_T is the restriction of + to T × T and
: ∘_T is the restriction of ∘ to K × T.


Then (T, +_T, ∘_T)_K is a (vector) subspace of (S, +, ∘)_K.


When considering Hilbert spaces, one wants to deal with projections onto subspaces.

These projections however require the linear subspace to be closed in topological sense in order to be well-defined.

Therefore, in treatises of Hilbert spaces, one encounters the terminology linear manifold for the concept of vector subspace defined above.

The adapted definition of linear subspace is then that it is a topologically closed linear manifold."
Definition:Compound Statement/Substatement,Substatement,A substatement of a compound statement is one of the statements that comprise it.
Definition:Statement Form/Substatement,Substatement,A substatement of a statement form 𝐀 is another statement form which occurs as a part of 𝐀.
Definition:Substitution,Substitution,"Substitution is a word that denotes the process of replacement of every occurrence of a term in an expression or equation with another.


 
* Set Theory:
** Definition:Substitution (Set Theory)


* Formal Systems:
** Definition:Substitution (Formal Systems)
*** Definition:Substitution for Well-Formed Part
*** Definition:Substitution for Letter
**** Definition:Alphabetic Substitution
*** Definition:Substitution of Term
*** Definition:Substitution for Metasymbol


* Mathematical Logic:
** Definition:Substitution (Mathematical Logic)"
Definition:Substitution (Set Theory),Substitution,"Let S and T be non-empty sets such that T is not a subset of S.

Let:
:s ∈ S
:t ∈ T ∖ S
where ∖ denotes set difference.

Let S' be the set defined as:
:S' = ( S ∖{ s }) ∪{ t }

That is, S' is the set obtained by removing s and replacing it with t which is not in S.


The operation of replacing s with t is known as substitution.


Category:Definitions/Set Theory"
Definition:Substitution (Formal Systems)/Well-Formed Part,Substitution,"Let ℱ be a formal language with alphabet 𝒜.

Let 𝐁 be a well-formed formula of ℱ.

Let 𝐀 be a well-formed part of 𝐁.

Let 𝐀' be another well-formed formula.


Then the substitution of 𝐀' for 𝐀 in 𝐁 is the collation resulting from 𝐁 by replacing all occurrences of 𝐀 in 𝐁 by 𝐀'.

It is denoted as 𝐁(   )𝐀' //𝐀.


Note that it is not immediate that 𝐁(   )𝐀' //𝐀 is a well-formed formula of ℱ.

This is either accepted as an axiom or proven as a theorem about the formal language ℱ.


=== Example ===
"
Definition:Substitution (Formal Systems)/Letter,Substitution,"Let ℱ be a formal language with alphabet 𝒜.

Let 𝐁 be a well-formed formula of ℱ.

Let p be a letter of ℱ.

Let 𝐀 be another well-formed formula.

Then the substitution of 𝐀 for p in 𝐁 is the collation resulting from 𝐁 by replacing all occurrences of p in 𝐁 by 𝐀.

It is denoted as 𝐁(   )𝐀// p.


Note that it is not immediate that 𝐁(   )𝐀// p is a well-formed formula of ℱ.

This is either accepted as an axiom or proven as a theorem about the formal language ℱ."
Definition:Alphabetic Substitution,Substitution,"Let 𝐂 be a WFF of the language of predicate logic ℒ_1.

Consider the (abbreviated) WFF Q x: 𝐂 where Q is a quantifier.

Let y be another variable such that:

:y is freely substitutable for x in 𝐂
:y does not occur freely in 𝐂.


Let 𝐂' be the WFF resulting from substituting y for all free occurrences of x in 𝐂.

The change from Q x: 𝐂 to Q y: 𝐂' is called alphabetic substitution."
Definition:Substitution (Formal Systems)/Metasymbol,Substitution,"Let S_1 be a statement form.

Let p be a metasymbol which occurs one or more times in S_1.

Let T be a statement.

Let S_2 be the string formed by replacing every occurrence of p in S_1 with T.


Then S_2 results from the substitution of p by T in S_1.

S_2 is called a substitution instance of S_1."
Definition:Substitution (Mathematical Logic),Substitution,"=== Mapping ===

Let S be a set.

Let f: S^t → S be a mapping.

Let { g_1: S^k → S, g_2: S^k → S, …, g_t: S^k → S } be a set of mappings.

Let the mapping h: S^k → S be defined as:
:h (   )s_1, s_2, …, s_k = f (   )g_1 (   )s_1, s_2, …, s_k, g_2 (   )s_1, s_2, …, s_k, …, g_t (   )s_1, s_2, …, s_k


Then h is said to be obtained from f, g_1, g_2, …, g_k by substitution.


The definition can be generalized in the following ways:
* It can apply to mappings which operate on variously different sets.
* Each of g_1, g_2, …, g_t may have different arities. If g is a mapping of m variables where m > k, we can always consider it a mapping of k variables in which the additional variables play no part. So if g_i is a mapping of k_i variables, we can take k = max{ k_i: i = 1, 2, …, t } and then each g_i is then a mapping of k variables.


=== Partial Function ===

Let f: ℕ^t →ℕ be a partial function.

Let { g_1: ℕ^k →ℕ, g_2: ℕ^k →ℕ, …, g_t: ℕ^k →ℕ} be a set of partial functions.

Let the partial function h: ℕ^k →ℕ be defined as:
:h (   )n_1, n_2, …, n_k≈ f (   )g_1 (   )n_1, n_2, …, n_k, g_2 (   )n_1, n_2, …, n_k, …, g_t (   )n_1, n_2, …, n_k
where ≈ is as defined in Partial Function Equality.


Then h is said to be obtained from f, g_1, g_2, …, g_k by substitution.


Note that h (   )n_1, n_2, …, n_k is defined only when:
* All of g_1 (   )n_1, n_2, …, n_k, g_2 (   )n_1, n_2, …, n_k, …, g_t (   )n_1, n_2, …, n_k are defined
* f (   )g_1 (   )n_1, n_2, …, n_k, g_2 (   )n_1, n_2, …, n_k, …, g_t (   )n_1, n_2, …, n_k is defined."
Definition:Subtree (Graph Theory),Subtree,"Let T = ( V, E ) be a tree.


A subtree of T is a subgraph of T that is also a tree."
Definition:Rooted Subtree,Subtree,"Let ( T, r_T ) be a rooted tree.


A rooted subtree of T is a rooted tree ( S, r_S ) such that:

:S is a subtree of T
:r_S = r_T

Note that the second condition implies that r_T ∈ S."
Definition:Tree (Set Theory)/Subtree,Subtree,"Let ( T, ≼) be a tree.

A subtree of ( T, ≼) is an ordered subset ( S, ≼) with the property that:
:for every ∀ s ∈ S: ∀ t ∈ T: t ≼ s  t ∈ S

That is, such that ( S, ≼) is a lower closure of ( T, ≼).


Category:Definitions/Set Theory"
Definition:Succeed,Successor,"Let ≼ be an ordering.

Let a, b be such that a ≼ b.


Then b succeeds a.

a is then described as being a successor of b."
Definition:Immediate Successor Element,Successor,"Let ( S, ≼) be an ordered set.

Let a, b ∈ S.


Then a is an immediate successor (element) to b  if and only if  b is an immediate predecessor (element) to a.

That is,  if and only if :
:(1):    b ≺ a
:(2):   ∄ c ∈ S: b ≺ c ≺ a

That is, there exists no element strictly between b and a in the ordering ≼.

That is:
:a ≺ b and ( a  . . )b = ∅
where ( a  . . )b denotes the open interval from a to b.


We say that a immediately succeeds b.


=== Class Theory ===
 
Let A be an ordered class under an ordering ≼.

Let a, b ∈ A.


Then a is an immediate successor (element) to b  if and only if  b is an immediate predecessor (element) to a.

That is,  if and only if :
:(1):    b ≺ a
:(2):   ∄ c ∈ S: b ≺ c ≺ a

We say that a immediately succeeds b."
Definition:Successor Mapping/Successor Set,Successor,"Let V be a basic universe.

Let s: V → V denote the successor mapping on V.


For x ∈ V, the result of applying the successor mapping on x is denoted x^+:

:x^+ := s (   )x = x ∪{ x }

x^+ is referred to as the successor (set) of x."
Definition:Successor Mapping,Successor,"Let V be a basic universe.

The successor mapping s is the mapping on V defined and denoted:
:∀ x ∈ V: s (   )x := x ∪{ x }
where x is a set in V.


=== Peano Structure ===
Let ( P, s, 0 ) be a Peano structure.


Then the mapping s: P → P is called the successor mapping on P.


=== Successor Element ===
Let ( P, s, 0 ) be a Peano structure.

Let mapping s: P → P denote the successor mapping on P.


The image element s (   )x of an element x is called the successor element or just successor of x.

=== Successor Mapping on Natural Numbers ===
Let ℕ be the set of natural numbers.

Let s: ℕ→ℕ be the mapping defined as:

:s = {( x, y ): x ∈ℕ, y = x + 1 }


Considering ℕ defined as a Peano structure, this is seen to be an instance of a successor mapping."
Definition:Successor Ordinal,Successor,"A successor ordinal is the successor set of an ordinal:
:α^+ := s (   )α = α∪{α}"
Definition:Addition/Sum,Sum,"Let a + b denote the operation of addition on two objects a and b.

Then the result a + b is referred to as the sum of a and b.


Note that the nature of a and b has deliberately been left unspecified.

They could be, for example, numbers, matrices or more complex expressions constructed from such elements."
Definition:Summation,Sum,"Let ( S, + ) be an algebraic structure where the operation + is an operation derived from, or arising from, the addition operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


=== Definition by Index ===
Let ( S, + ) be an algebraic structure where the operation + is an operation derived from, or arising from, the addition operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


The composite is called the summation of ( a_1, a_2, …, a_n ), and is written:

:∑_j  = 1^n a_j = ( a_1 + a_2 + ⋯ + a_n )


=== Summand ===
Let ( S, + ) be an algebraic structure where the operation + is an operation derived from, or arising from, the addition operation on the natural numbers.

Let { a_1, a_2, …, a_n }⊆ S be a set of elements of S.

Let R (   )j be a propositional function of j.

Let:
:∑_R (   )j a_j
be an instance of a summation on { a_1, a_2, …, a_n }.


The set of elements { a_j ∈ S: 1 ≤ j ≤ n, R (   )j } is called the summand.

=== Definition by Inequality ===
Let ( S, + ) be an algebraic structure where the operation + is an operation derived from, or arising from, the addition operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


The summation of ( a_1, a_2, …, a_n ) can be written:
:∑_1 ≤ j ≤ n a_j = ( a_1 + a_2 + ⋯ + a_n )


=== Multiple Indices ===
Let ∑_0 ≤ j ≤ n a_j denote the summation of ( a_0, a_1, a_2, …, a_n ).


Summands with multiple indices can be denoted by propositional functions in several variables, for example:

:∑_0 ≤ i ≤ n( ∑_0 ≤ j ≤ n a_i j) = ∑_0 ≤ i, j ≤ n a_i j


:∑_0 ≤ i ≤ n( ∑_0 ≤ j ≤ i a_i j) = ∑_0 ≤ j ≤ i ≤ n a_i j

=== Definition by Propositional Function ===
Let ( S, + ) be an algebraic structure where the operation + is an operation derived from, or arising from, the addition operation on the natural numbers.

Let ( a_1, a_2, …, a_n ) ∈ S^n be an ordered n-tuple in S.


Let R (   )j be a propositional function of j.

Then we can write the summation as:

:∑_R (   )j a_j =  The sum of all a_j such that R (   )j holds.


If more than one propositional function is written under the summation sign, they must all hold.


Such an operation on an ordered tuple is known as a summation.


Note that the definition by inequality form 1 ≤ j ≤ n is a special case of such a propositional function.

Also note that the definition by index form ∑_j  = 1^n is merely another way of writing ∑_1 ≤ j ≤ n.

Hence all instances of a summation can be expressed in terms of a propositional function.


=== Iverson's Convention ===
Let ∑_R (   )j a_j be the summation over all a_j such that j satisfies R.


This can also be expressed:
:∑_j ∈ℤ a_j [ R (   )j ]
where [ R (   )j ] is Iverson's convention.

=== Iverson's Convention ===
Let ∑_R (   )j a_j be the summation over all a_j such that j satisfies R.


This can also be expressed:
:∑_j ∈ℤ a_j [ R (   )j ]
where [ R (   )j ] is Iverson's convention.

=== Summation over Finite Subset ===
Let ( G, + ) be a commutative monoid.


Let F ⊆ G be a finite subset of G.


Let { e_1, e_2, …, e_n } be a finite enumeration of F.

Let ( e_1, e_2, …, e_n ) be the ordered tuple formed from the bijection e: [ 1  . . ]n → F.


The summation over F, denoted ∑_g ∈ F g, is defined as the summation over ( e_1, e_2, …, e_n ):
:∑_g ∈ F g = ∑_i  = 1^n e_i

=== Summation over Finite Index ===
Let ( G, + ) be a commutative monoid.


Let ⟨ g_i ⟩_i ∈ I be an indexed subset of G where the indexing set I is finite.


Let { e_1, e_2, …, e_n } be a finite enumeration of I.

Let ( g_e_1, g_e_2, …, g_e_n) be the ordered tuple formed from the composite mapping g ∘ e: [ 1  . . ]n → G.


The summation over I, denoted ∑_i ∈ I g_i, is defined as the summation over ( g_e_1, g_e_2, …, g_e_n):
:∑_i ∈ I g_i = ∑_k  = 1^n g_e_k"
Definition:Support of Mapping to Algebraic Structure/Real-Valued Function,Support,"Let S be a set.

Let f: S →ℝ be a real-valued function.


The support of f is the set of elements x of S whose values under f are non-zero.

That is:
:supp(   )f := { x ∈ S: f (   )x  0 }


That is, the support of a function whose codomain is the set of real numbers is generally defined to be the subset of its domain which maps to anywhere that is not 0.

Category:Definitions/Real Analysis"
Definition:Support of Module,Support,"Let A be a commutative ring with unity.

Let M be a unitary A-module.


The support supp(   )M of M is the set of prime ideals P of A such that the localization of M at P is nonzero:
:supp(   )M = { P ∈Spec( A ) : M_P  0 }

where Spec( A ) is the spectrum of A.

Category:Definitions/Module Theory"
Definition:Support of Element of Direct Product,Support,"Let ⟨( S_i, ∘_i )  ⟩_i ∈ I be a family of algebraic structures with identity.

Let S = ∏_i ∈ I S_i be their direct product.

Let e_i be an identity of S_i for all i ∈ I.

Let m = ⟨ m_i ⟩_i ∈ I∈ S.


The support of m is defined as:
:supp{ i ∈ I: m_i  e_i }

 


=== Finite Support ===

The element is said to have finite support  if and only if  its support is a finite set."
Definition:Support of Continuous Mapping/Real-Valued,Support,"Let f: ℝ^n →ℝ be a continuous real-valued function.

The support of f is the closure of the set of elements x of ℝ^n whose values under f are non-zero.

That is:
:supp(   )f = cl{ x ∈ℝ^n: f (   )x  0 }


Category:Definitions/Real Analysis"
Definition:Support of Distribution,Support,"Let Ω⊆ℝ^n be an open set.

 

Let 𝒟(   )Ω be the space of continuous functions compactly supported in Ω.

Let 𝒟' (   )Ω be the distribution space.

Let T ∈𝒟' (   )Ω be a distribution.


The support supp(   )T ⊆Ω of T is defined by:
:x ∉supp(   )T  if and only if :
::there exists an open neighborhood U of x such that:
:::for all ϕ∈𝒟(   )Ω such that supp(   )ϕ⊆ U:
::::T (   )ϕ = 0


Category:Definitions/Real Analysis"
Definition:Support of Permutation,Support,"Let S be a set.

Let f be a permutation on S.


The support of f is the subset of moved elements:
:supp(   )f = { x ∈ S: f (   )x  x }


 "
Definition:Characteristic Function (Set Theory)/Set/Support,Support,"Let S be a set

Let E ⊆ S be a subset.

Let χ_E: S →{ 0, 1 } be the characteristic function of E.


The support of χ_E, denoted supp(   )χ_E, is the set E.

That is:

:supp(   )χ_E = { x ∈ S: χ_E (   )x = 1 }"
Definition:Supremum of Set/Real Numbers,Supremum,"Let T ⊆ℝ be a subset of the real numbers.


A real number c ∈ℝ is the supremum of T in ℝ  if and only if :

:(1):    c is an upper bound of T in ℝ
:(2):    c ≤ d for all upper bounds d of T in ℝ.


If there exists a supremum of T (in ℝ), we say that:
:T admits a supremum (in ℝ) or
:T has a supremum (in ℝ).


The supremum of T is denoted sup T or sup(   )T.


=== Definition by Propositional Function ===
Let ⟨ a_j ⟩_j ∈ I be a family of elements of the real numbers ℝ indexed by I.

Let R (   )j be a propositional function of j ∈ I.


Then we can define the supremum of ⟨ a_j ⟩_j ∈ I as:

:sup_R (   )j a_j :=  the supremum of all a_j such that R (   )j holds


If more than one propositional function is written under the supremum sign, they must all hold.


=== Finite Range ===
Let ⟨ a_j ⟩_j ∈ I be a family of elements of the real numbers ℝ indexed by I.

Let R (   )j be a propositional function of j ∈ I.


Let the fiber of truth of R (   )j be finite.

Then the supremum of ⟨ a_j ⟩_j ∈ I can be expressed as:

:max_R (   )j a_j =  the maxmum of all a_j such that R (   )j holds

and can be referred to as the maximum of ⟨ a_j ⟩_j ∈ I.


If more than one propositional function is written under the supremum sign, they must all hold.

=== Vacuous Supremum ===
Take the indexed supremum:
:sup _Φ(   )j a_j
where Φ(   )j is a propositional function of j.

Suppose that there are no values of j for which Φ(   )j is true.

Then sup_Φ(   )j a_j is defined as being -∞.

This supremum is called a vacuous supremum.


This is because:
:∀ a ∈ℝ: sup{ a, -∞} = a

Hence for all j for which Φ(   )j is false, the supremum is unaffected.


In this context -∞ is considered as minus infinity, the hypothetical quantity that has the property:

:∀ n ∈ℤ: -∞ < n"
Definition:Supremum of Mapping/Real-Valued Function,Supremum,"Let f: S →ℝ be a real-valued function.

Let f be bounded above on S.


=== Definition 1 ===
Let f: S →ℝ be a real-valued function.

Let f be bounded above on S.


The supremum of f on S is defined by:
:sup_x ∈ S f (   )x := sup f [ S ]
where
:sup f [ S ] is the supremum in ℝ of the image of S under f.

=== Definition 2 ===
Let f: S →ℝ be a real-valued function.

Let f be bounded above on S.


The supremum of f on S is defined as sup_x ∈ S f (   )x := K ∈ℝ such that:

:(1):   ∀ x ∈ S: f (   )x ≤ K
:(2):   ∃ x ∈ S: ∀ϵ∈ℝ_>0: f (   )x > K - ϵ"
Definition:Supremum of Sequence,Supremum,"A special case of a supremum of a mapping is a supremum of a sequence, where the domain of the mapping is ℕ.

Let ( T, ≼) be an ordered set.

Let ⟨ x_n ⟩ be a sequence in T.


Let { x_n: n ∈ℕ} admit a supremum.


Then the supremum of ⟨ x_n ⟩) is defined as:
:sup(   )⟨ x_n ⟩ = sup(   ){ x_n: n ∈ℕ}"
Definition:Supremum of Real Sequence,Supremum,"Let ⟨ x_n ⟩ be a real sequence.


Let { x_n: n ∈ℕ} admit a supremum.


Then the supremum of ⟨ x_n ⟩) is defined as:
:sup(   )⟨ x_n ⟩ = sup(   ){ x_n: n ∈ℕ}"
Definition:Symmetry,Symmetry,"An object or an expression has (or exhibits) symmetry  if and only if  parts of it may be interchanged without changing the object as a whole.


 
* Algebra:
** Symmetric Expression


* Relation Theory:
** Symmetry (of a relation): whether a relation is symmetric, antisymmetric, asymmetric or non-symmetric.


* Mapping Theory:
** Symmetric Mapping: a mapping defined on a cartesian space whose values are preserved under permutation of its arguments:
:::f (   )x_1, x_2, …, x_n = f (   )x_π(   )1, x_π(   )2, … x_π(   )n for all permuations π on { 1, 2, … n }


* Geometry:
** Symmetry: A movement of a geometric figure so that it looks the same after it has been moved.


* Group Theory:
** Symmetry group: The set of all symmetries of a geometric figure, the operation being composition of mappings.


* Linear Algebra:
** Symmetric mapping
** Symmetric matrix"
Definition:Symmetry (Relation),Symmetry,"Let ℛ⊆ S × S be a relation in S.


=== Symmetric ===
Let ℛ⊆ S × S be a relation in S.


=== Definition 1 ===
Let ℛ⊆ S × S be a relation in S.

ℛ is symmetric  if and only if :

:( x, y ) ∈ℛ( y, x ) ∈ℛ

=== Definition 2 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is symmetric  if and only if  it equals its inverse:
:ℛ^-1 = ℛ

=== Definition 3 ===
Let ℛ⊆ S × S be a relation in S.

ℛ is symmetric  if and only if  it is a subset of its inverse:
:ℛ⊆ℛ^-1

=== Class Theory ===
 
Let V be a basic universe.

Let ℛ⊆ V × V be a relation in V.


ℛ is symmetric  if and only if :

:( x, y ) ∈ℛ( y, x ) ∈ℛ

=== Asymmetric ===
Let ℛ⊆ S × S be a relation in S.


=== Definition 1 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is asymmetric  if and only if :

:( x, y ) ∈ℛ( y, x ) ∉ℛ


That is:
:x ℛ y ( y ℛ x )

=== Definition 2 ===
Let ℛ⊆ S × S be a relation in S.


ℛ is asymmetric  if and only if  it and its inverse are disjoint:
:ℛ∩ℛ^-1 = ∅

=== Antisymmetric ===
Let ℛ⊆ S × S be a relation in S.


=== Definition 1 ===
Let S be a set.

Let ℛ⊆ S × S be a relation in S.

ℛ is antisymmetric  if and only if :
:( x, y ) ∈ℛ( y, x ) ∈ℛ x = y
that is:
:{( x, y ), ( y, x )  }⊆ℛ x = y

=== Definition 2 ===
Let ℛ⊆ S × S be a relation in S.

ℛ is antisymmetric  if and only if :
:( x, y ) ∈ℛ x  y ( y, x ) ∉ℛ

=== Class Theory ===
 
Let V be a basic universe.

Let ℛ⊆ V × V be a relation in V.


=== Definition 1 ===
Let V be a basic universe.

Let ℛ⊆ V × V be a relation in V.


ℛ is antisymmetric  if and only if :
:( x, y ) ∈ℛ( y, x ) ∈ℛ x = y
that is:
:{( x, y ), ( y, x )  }⊆ℛ x = y

=== Definition 2 ===
Let V be a basic universe.

Let ℛ⊆ V × V be a relation in V.


ℛ is antisymmetric  if and only if :
:( x, y ) ∈ℛ x  y ( y, x ) ∉ℛ

=== Non-symmetric ===
Let ℛ⊆ S × S be a relation in S.

ℛ is non-symmetric  if and only if  it is neither symmetric nor asymmetric."
Definition:Symmetry (Geometry),Symmetry,"A symmetry of a geometric figure P is a bijection from P to itself which preserves the distance between points.

In other words, it is a self-congruence.


Intuitively and informally, a symmetry is a movement of the figure so that it looks exactly the same after it has been moved."
Definition:Symmetry Group,Symmetry,"Let P be a geometric figure.

Let S_P be the set of all symmetries of P.

Let ( S_P, ∘) be the algebraic structure such that ∘ denotes the composition of mappings.


Then ( S_P, ∘) is called the symmetry group of P."
Definition:System (Electronics),System,A system is a configuration of electrical devices designed for a specific utilitarian purpose.
Definition:Neighborhood System,System,"Let T = ( S, τ) be a topological space.

A neighborhood system is a family ⟨𝒩_x ⟩_x ∈ S indexed by points of S, such that 𝒩_x is a local basis at x for x ∈ S."
Definition:Numeral System,System,"A numeral system is:
:a set of symbols that is used to represent a specific subset of the set of numbers (usually natural numbers), referred to as numerals
:a set of rules which define how to combine the numerals so as to be able to express other numbers."
Definition:Babylonian Number System,System,"The number system as used in the   was a positional number system where the number base was a combination of decimal (base 10) and sexagesimal (base 60).

The characters were written in   by a combination of:
:a thin vertical wedge shape, to indicate the digit 1
:a fat horizontal wedge shape, to indicate the digit 10
arranged in groups to indicate the digits 2 to 9 and 20 to 50.


:


At 59 the pattern stops, and the number 60 is represented by the digit 1 once again.

Thus these groupings were placed side by side:
:the rightmost grouping would indicate a number from 1 to 59
:the one to the left of that would indicate a number from 60 × 1 to 60 × 59
and so on, each grouping further to the left indicating another multiplication by 60


For fractional numbers there was no actual radix point. Instead, the distinction was inferred by context.


The fact that they had no symbol to indicate the zero digit means that this was not a true positional number system as such.


For informal everyday arithmetic, they used a decimal system which was the decimal part of the full sexagesimal system."
Definition:Number System,System,A number system is a technique for representing numbers.
Definition:Positional Number System,System,"A positional (number) system is a number system with the following properties:

:(1): It has a set of numerals which represent a subset of the numbers.

:(2): The number being represented is written as a string of these numerals, which represent a different value according to their position in the string.


The design of the positional number system is such that all numbers can be represented by such a string, which:
:may or may not be infinite in length
:may or may not be unique."
Definition:Tableau (Linear Programming),Tableau,"A tableau is a technique for presenting information obtained by an iterative process during the course of using the simplex method for solving a problem of linear programming.

 "
Definition:Tableau Proof (Formal Systems),Tableau,"A tableau proof for a proof system is a technique for presenting a logical argument in the form of a formal proof in a straightforward, standard form.

On  , the proof system is usually natural deduction.


A tableau proof is a sequence of lines specifying the order of premises, assumptions, inferences and conclusion in support of an argument.


Each line of a tableau proof has a particular format. It consists of the following parts:

* Line: The line number of the proof. This is a simple numbering from 1 upwards.
* Pool: The list of all the lines containing the pool of assumptions for the formula introduced on this line.
* Formula: The propositional formula introduced on this line.
* Rule: The justification for introducing this line. This should be the rule of inference being used to derive this line.
* Depends on: The lines (if any) upon which this line directly depends. For premises and assumptions, this field will be empty.


Optionally, a comment may be added to explicitly point out possible intricacies.

If any assumptions are discharged on a certain line, for the sake of clarity it is preferred that such be mentioned explicitly in a comment.


At the end of a tableau proof, the only lines upon which the proof depends may be those which contain the premises.


=== Length ===
The length of a tableau proof is the number of lines it has.


Category:Definitions/Proof Systems"
Definition:Propositional Tableau,Tableau,"Propositional tableaux are a specific subset of the labeled trees for propositional logic.


=== Identification ===
Let ( T, 𝐇, Φ) be a labeled tree for propositional logic.


Then T is a propositional tableau  if and only if  for each node t of T that is not a leaf node:


:There exists an ancestor WFF 𝐂 of t such that one of the following conditions holds:

:
    	t has precisely one child s
𝐂 is 𝐀

Φ(   )s = 𝐀
         	t has precisely one child s, and one grandchild r
𝐂 is 𝐀𝐁

Φ(   )s = 𝐀 and Φ(   )r = 𝐁
'       	The parent of t satisfies 
   	t has precisely two children s and s'
𝐂 is ( 𝐀𝐁)

Φ(   )s = 𝐀 and Φ(   )s' = 𝐁
          	t has precisely two children s and s'
𝐂 is 𝐀𝐁

Φ(   )s = 𝐀 and Φ(   )s' = 𝐁
    	t has precisely one child s, and one grandchild r
𝐂 is ( 𝐀𝐁)

Φ(   )s = 𝐀 and Φ(   )r = 𝐁
'   	The parent of t satisfies 
      	t has precisely two children s and s'
𝐂 is 𝐀𝐁

Φ(   )s = 𝐀 and Φ(   )s' = 𝐁
	t has precisely one child s, and one grandchild r
𝐂 is ( 𝐀𝐁)

Φ(   )s = 𝐀 and Φ(   )r = 𝐁
          	t has precisely two children s and s'
𝐂 is 𝐀𝐁

Φ(   )s = 𝐀𝐁 and Φ(   )s' = 𝐀𝐁
    	t has precisely two children s and s'
𝐂 is ( 𝐀𝐁)

Φ(   )s = 𝐀𝐁 and Φ(   )s' = 𝐀𝐁


Note how the boxes give an indication of the shape of the relevant ancestor WFF 𝐂.

 

Category:Definitions/Propositional Tableaux
Category:Definitions/Propositional Logic

=== Construction===
=== Finite Propositional Tableau ===
The finite propositional tableaux are precisely those labeled trees singled out by the following bottom-up grammar:

:
Root                                                                 	A labeled tree whose only node is its root node is a finite propositional tableau.
For the following clauses, let t be a leaf node of a finite propositional tableau T.	For the following clauses, let t be a leaf node of a finite propositional tableau T.
                                                                     	If 𝐀 is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀 

is a finite propositional tableau.
                                                                          	If 𝐀𝐁 is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀 
:a child r to s, with Φ(r) = 𝐁

is a finite propositional tableau.
                                                                    	If (𝐀𝐁) is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀
:another child s' to t, with Φ(s') = 𝐁

is a finite propositional tableau.
                                                                           	If 𝐀𝐁 is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀
:another child s' to t, with Φ(s') = 𝐁

is a finite propositional tableau.
                                                                      	If (𝐀𝐁) is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀 
:a child r to s, with Φ(r) = 𝐁

is a finite propositional tableau.
                                                                       	If 𝐀𝐁 is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀
:another child s' to t, with Φ(s') = 𝐁

is a finite propositional tableau.
                                                                  	If (𝐀𝐁) is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀 
:a child r to s, with Φ(r) = 𝐁

is a finite propositional tableau.
                                                                           	If 𝐀𝐁 is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀𝐁 
:another child s' to t, with Φ(s') = 𝐀𝐁

is a finite propositional tableau.
                                                                      	If (𝐀𝐁) is an ancestor WFF of t, the labeled tree obtained from T by adding:
:a child s to t, with Φ(s) = 𝐀𝐁 
:another child s' to t, with Φ(s') = 𝐀𝐁

is a finite propositional tableau.


Note how the boxes give an indication of the ancestor WFF mentioned in the clause.

These clauses together are called the tableau extension rules.

=== Infinite Propositional Tableau ===
An infinite labeled tree ( T, 𝐇, Φ) is a propositional tableau  if and only if :

:There exists an exhausting sequence of sets ⟨ T_n ⟩_n ∈ℕ of T such that for all n ∈ℕ:

::( T_n, 𝐇, Φ_T_n)

:is a finite propositional tableau, where Φ_T_n denotes the restriction of Φ to T_n.

Category:Definitions/Propositional Tableaux"
