,title,term,definition,pred
303,Definition:Group Product,Product,"Let ( G, ∘) be a group.

The term group product can have two different interpretations:


=== Group Law ===
Let ( G, ∘) be a group.


The operation ∘ can be referred to as the group law.

=== Product Element ===
Let ( G, ∘) be a group.


Let a, b ∈ G such that = a ∘ b.

Then g is known as the product of a and b.",Definition:Continued Product
304,Definition:Group Product/Product Element,Product,"Let ( G, ∘) be a group.


Let a, b ∈ G such that = a ∘ b.

Then g is known as the product of a and b.",Definition:Field (Abstract Algebra)/Product
305,Definition:Ring (Abstract Algebra)/Product,Product,"Let ( R, *, ∘) be a ring.


The distributive operation ∘ in ( R, *, ∘) is known as the (ring) product.",Definition:Field (Abstract Algebra)/Product
306,Definition:Field (Abstract Algebra)/Product,Product,"Let ( F, +, ×) be a field.


The distributive operation × in ( F, +, ×) is known as the (field) product.",Definition:Field (Abstract Algebra)/Product
307,Definition:Matrix Product,Product,"=== Matrix Product (Conventional) ===
Let ( R, +, ∘) be a ring.

Let 𝐀 = [ a ]_m n be an m × n matrix over R.

Let 𝐁 = [ b ]_n p be an n × p matrix over R.

Then the matrix product of 𝐀 and 𝐁 is written 𝐀𝐁 and is defined as follows.

Let 𝐀𝐁 = 𝐂 = [ c ]_m p.


Then:
:∀ i ∈[ 1  . . ]m, j ∈[ 1  . . ]p: c_i j = ∑_k  = 1^n a_i k∘ b_k j


Thus [ c ]_m p is the m × p matrix where each entry c_i j is built by forming the (ring) product of each entry in the i'th row of 𝐀 with the corresponding entry in the j'th column of 𝐁 and adding up all those products.


This operation is called matrix multiplication, and 𝐂 is the matrix product of 𝐀 with 𝐁.


It follows that matrix multiplication is defined whenever the first matrix has the same number of columns as the second matrix has rows.


=== Pre-Multiplication ===
Let ( R, +, ∘) be a ring.

Let 𝐀 = [ a ]_m n be an m × n matrix over R.

Let 𝐁 = [ b ]_n p be an n × p matrix over R.


Let 𝐀𝐁 be the product of 𝐀 with 𝐁.

Then 𝐁 is pre-multiplied by 𝐀.

=== Post-Multiplication ===
Let ( R, +, ∘) be a ring.

Let 𝐀 = [ a ]_m n be an m × n matrix over R.

Let 𝐁 = [ b ]_n p be an n × p matrix over R.


Let 𝐀𝐁 be the product of 𝐀 with 𝐁.

Then 𝐀 is post-multiplied by 𝐁.

=== Using Einstein Summation Convention ===
Let ( R, +, ∘) be a ring.

Let 𝐀 = [ a ]_m n be an m × n matrix over R.

Let 𝐁 = [ b ]_n p be an n × p matrix over R.


The matrix product of 𝐀 and 𝐁 can be expressed using the Einstein summation convention as:

Then:
:c_i j := a_i k∘ b_k j


The index which appears twice in the expressions on the   is the entry k, which is the one summated over.

=== Conformable Matrices ===
Let 𝐀 and 𝐁 be matrices.

It needs to be emphasised that matrix product can be defined on 𝐀 and 𝐁  if and only if  𝐀 and 𝐁 are conformable.


That is, if the number of rows of one is equal to the number of columns of the other.

=== Matrix Scalar Product ===
Let 𝔽 denote one of the standard number systems.

Let ℳ(   )m, n be the m × n matrix space over 𝔽.

Let 𝐀 = [ a ]_m n∈ℳ(   )m, n.

Let λ∈𝔽 be any element of F.


The operation of scalar multiplication of 𝐀 by λ is defined as follows.

Let λ𝐀 = 𝐂.

Then:
:∀ i ∈[ 1  . . ]m, j ∈[ 1  . . ]n: c_i j = λ a_i j

λ𝐀 is the scalar product of λ and 𝐀.


Thus 𝐂 = [ c ]_m n is the m × n matrix composed of the product of λ with the corresponding elements of 𝐀.


=== Ring ===
Let ( R, +, ∘) be a ring.

Let 𝐀 = [ a ]_m n be an m × n matrix over ( R, +, ∘).

Let λ∈ R be any element of R.


The scalar product of λ and 𝐀 is defined as follows.

Let λ∘𝐀 = 𝐂.

Then:
:∀ i ∈[ 1  . . ]m, j ∈[ 1  . . ]n: c_i j = λ∘ a_i j


Thus [ c ]_m n is the m × n matrix composed of the product of λ with the corresponding elements of 𝐀.


=== Scalar ===
Let ℳ(   )m, n be a matrix space of order m × n on which scalar multiplication is defined.

Let 𝐀 = [ a ]_m n∈ℳ(   )m, n.


Let λ be an element of the underlying structure such that:

:𝐂 = λ𝐀

where the notation denotes scalar multiplication.


The element λ of the underlying structure of ℳ(   )m, n is known as a scalar.


Category:Definitions/Matrix Scalar Product

=== Scalar ===
Let ℳ(   )m, n be a matrix space of order m × n on which scalar multiplication is defined.

Let 𝐀 = [ a ]_m n∈ℳ(   )m, n.


Let λ be an element of the underlying structure such that:

:𝐂 = λ𝐀

where the notation denotes scalar multiplication.


The element λ of the underlying structure of ℳ(   )m, n is known as a scalar.


Category:Definitions/Matrix Scalar Product

=== Commutative Matrix Product ===
 

=== Kronecker Product ===

Also known as matrix direct product:

Let 𝐀 = [ a ]_m n and 𝐁 = [ b ]_p q be matrices.

The Kronecker product of 𝐀 and 𝐁 is denoted 𝐀⊗𝐁 and is defined as the block matrix:

:𝐀⊗𝐁 = [ a_11𝐁 a_12𝐁     ⋯ a_1n𝐁; a_21𝐁 a_22𝐁     ⋯ a_2n𝐁;     ⋮     ⋮     ⋱     ⋮; a_m1𝐁 a_m2𝐁     ⋯ a_mn𝐁 ]


Writing this out in full:

:𝐀⊗𝐁 = [ a_11 b_11 a_11 b_12         ⋯ a_11 b_1q         ⋯         ⋯ a_1n b_11 a_1n b_12         ⋯ a_1n b_1q; a_11 b_21 a_11 b_22         ⋯ a_11 b_2q         ⋯         ⋯ a_1n b_21 a_1n b_22         ⋯ a_1n b_2q;         ⋮         ⋮         ⋱         ⋮                             ⋮         ⋮         ⋱         ⋮; a_11 b_p1 a_11 b_p2         ⋯ a_11 b_pq         ⋯         ⋯ a_1n b_p1 a_1n b_p2         ⋯ a_1n b_pq;         ⋮         ⋮                   ⋮         ⋱                   ⋮         ⋮                   ⋮;         ⋮         ⋮                   ⋮                   ⋱         ⋮         ⋮                   ⋮; a_m1 b_11 a_m1 b_12         ⋯ a_m1 b_1q         ⋯         ⋯ a_mn b_11 a_mn b_12         ⋯ a_mn b_1q; a_m1 b_21 a_m1 b_22         ⋯ a_m1 b_2q         ⋯         ⋯ a_mn b_21 a_mn b_22         ⋯ a_mn b_2q;         ⋮         ⋮         ⋱         ⋮                             ⋮         ⋮         ⋱         ⋮; a_m1 b_p1 a_m1 b_p2         ⋯ a_m1 b_pq         ⋯         ⋯ a_mn b_p1 a_mn b_p2         ⋯ a_mn b_pq ]


Thus, if:
:𝐀 is a matrix with order m × n
:𝐁 is a matrix with order p × q

then 𝐀⊗𝐁 is a matrix with order m p × n q.

=== Hadamard Product ===

Also known as Matrix Entrywise Product or Schur Product:

Let 𝐀 = [ a ]_m n and 𝐁 = [ b ]_m n be m × n matrices over a ring ( R, +, ×).


The Hadamard product of 𝐀 and 𝐁 is written 𝐀∘𝐁 and is defined as follows:

:𝐀∘𝐁 := 𝐂 = [ c ]_m n

where:

:∀ i ∈[ 1  . . ]m, j ∈[ 1  . . ]n: c_i j = a_i j× b_i j


=== Defined Operation ===


=== Frobenius Inner Product ===
 

=== Cracovian ===
 ",Definition:Group Product/Product Element
308,Definition:Product (Category Theory),Product,"=== Binary Product ===
Let 𝐂 be a metacategory.

Let A and B be objects of 𝐂.


A (binary) product diagram for A and B comprises an object P and morphisms p_1: P → A, p_2: P → B:

::@+1em@L+3px
 A
   
 P
  [l]_*+p_1[r]^*+p_2   
 B

subjected to the following universal mapping property:


:For any object X and morphisms x_1, x_2 like so:

::@+1em@L+3px
 A
   
 X
  [l]_*+x_1[r]^*+x_2   
 B

:there is a unique morphism u: X → P such that:

::@+1em@L+3px   
 X
  [ld]_*+x_1@–>[d]^*+u[rd]^*+x_2

 A
   
 P
  [l]^*+p_1[r]_*+p_2   
 B

:is a commutative diagram, i.e., x_1 = p_1 ∘ u and x_2 = p_2 ∘ u.


In this situation, P is called a (binary) product of A and B and may be denoted A × B.

Generally, one writes ⟨x_1, x_2⟩ for the unique morphism u determined by above diagram.


The morphisms p_1 and p_2 are often taken to be implicit.

They are called projections; if necessary, p_1 can be called the first projection and p_2 the second projection.
 

=== General Definition ===
Let 𝐂 be a metacategory.

Let 𝒞 be any collection of objects of 𝐂.

Let 𝐃𝐢𝐬(   )𝒞 be the discrete category on 𝒞, considered as a subcategory of 𝐂.


A product for 𝒞, denoted ∏𝒞, is a limit for the inclusion functor D: 𝐃𝐢𝐬(   )𝒞→𝐂, considered as a diagram.


For an object C in 𝒞, the associated morphism ∏𝒞→ C is denoted pr_C and called the projection on C.

The whole construction is pictured in the following commutative diagram:

::@R-.5em@L+3px      
 A
  @–>[dd]
  [dddl]_*+a_C[dddr]^*+a_C'

      ∏𝒞[dl]^*pr_C[dr]_*pr_C'
𝐃𝐢𝐬(   )𝒞   
 C
   …  …   
 C'


=== Finite Product ===
Let 𝐂 be a metacategory.

Let ∏𝒞 be a product for a finite set 𝒞 of objects of 𝐂.


Then ∏𝒞 is called a finite product.",Definition:Set Product
309,Definition:Complementary Angles,Complement,":

Let ∠ BAC be a right angle.

Let ∠ BAD + ∠ DAC = ∠ BAC.

That is:
:∠ DAC = ∠ BAC - ∠ BAD


Then ∠ DAC is the complement of ∠ BAD.


Hence, for any angle α (whether less than a right angle or not), the complement of α is π 2 - α.

Measured in degrees, the complement of α is 90^∘ - α.


If α is the complement of β, then it follows that β is the complement of α.

Hence we can say that α and β are complementary.


It can be seen from this that the complement of an angle greater than a right angle is negative.


Thus complementary angles are two angles whose measures add up to the measure of a right angle.

That is, their measurements add up to 90 degrees or π 2 radians.",Definition:Complements of Parallelograms
310,Definition:Complements of Parallelograms,Complement,"Let ABDC and EFHG be two parallelograms with the same angles, which share a diagonal, such that ABDC ∩ EFHG ∅.

:

Then the two parallelograms CIGK and BJHL are known as the complements of the parallelograms ABDC and EFHG.",Definition:Complements of Parallelograms
311,Definition:Complement of Relation,Complement,"Let ℛ⊆ S × T be a relation.


The complement of ℛ is the relative complement of ℛ with respect to S × T:
:∁_S × T(   )ℛ := {( s, t ) ∈ S × T: ( s, t ) ∉ℛ}


If the sets S and T are implicit, then ∁(   )ℛ can be used.",Definition:Complement (Graph Theory)
312,Definition:Set Complement,Complement,"The set complement (or, when the context is established, just complement) of a set S in a universe 𝕌 is defined as:

:∁(   )S = ∁_𝕌(   )S = 𝕌∖ S

See the definition of Relative Complement for the definition of ∁_𝕌(   )S.


Thus the complement of a set S is the relative complement of S in the universe, or the complement of S relative to the universe.

A common alternative to the symbology ∁(   )S, which we will sometimes use, is S.",Definition:Complement of Relation
313,Definition:Relative Complement,Complement,"Let S be a set, and let T ⊆ S, that is: let T be a subset of S.

Then the set difference S ∖ T can be written ∁_S(   )T, and is called the relative complement of T in S, or the complement of T relative to S.

Thus:
:∁_S(   )T = { x ∈ S : x ∉ T }",Definition:Complement of Relation
314,Definition:Logical Complement,Complement,"The (logical) complement of a propositional formula 𝐀 is the negation of 𝐀, that is, 𝐀.

Conversely, the complement of 𝐀 is defined to be 𝐀.


=== Complementary Pair ===
For any propositional formula 𝐀, the set {𝐀, 𝐀} is called a complementary pair of formulas.",Definition:Set Complement
315,Definition:Complement (Lattice Theory),Complement,"Let ( S, ∨, ∧, ≼) be a bounded lattice.

Denote by  and ⊤ the bottom and top of S, respectively.

Let a ∈ S.


Then b ∈ S is called a complement of a  if and only if :

:b ∨ a = ⊤
:b ∧ a =


If a has a unique complement, it is denoted by a.


=== Complemented Lattice ===
Let ( S, ∨, ∧, ≼) be a bounded lattice.

Suppose that every a ∈ S admits a complement.


Then ( S, ∨, ∧, ≼) is called a complemented lattice.",Definition:Complements of Parallelograms
316,Definition:Complement (Graph Theory),Complement,"=== Simple Graph ===
Let G = ( V, E ) be a simple graph.

The complement of G is the simple graph G = ( V, E) which consists of:
:The same vertex set V of G
:The set E defined such that { u, v }∈E{ u, v }∉ E, where u and v are distinct.

=== Loop-Graph ===
Let G = ( V, E ) be a loop-graph.

The complement of G is the loop-graph G = ( V, E) which consists of:
:The same vertex set V of G;
:The set E defined such that:
::{ u, v }∈E{ u, v }∉ E
::{ v, v }∈E{ v, v }∉ E


That is, the complement G of a loop-graph G has loops on all vertices where there are no loops in G.",Definition:Complement of Relation
317,Definition:Class Theory,Class,Class theory is an extension of set theory which allows the creation of collections that are not sets by classes.,Definition:Conjugacy Class
318,Definition:Class (Class Theory),Class,"A class is a collection of all sets such that a particular condition holds.


In class-builder notation, this is written as:

:{ x: p (   )x }

where p (   )x is a statement containing x as a free variable.  

This is read:
:All x such that p (   )x holds.",Definition:Class (Class Theory)
319,Definition:Class Interval,Class,"Let D be a finite set of n observations of a quantitative variable.


=== Integer Data ===
Let D be a finite collection of n data regarding some quantitative variable.

Let the data in D be described by integers.

Let d_min be the value of the smallest datum in D.

Let d_max be the value of the largest datum in D.
 
Let P = { x_0, x_1, x_2, …, x_n - 1, x_n }⊆ℤ be a subdivision of [ a  . . ]b, where a ≤ x_0 ≤ x_n ≤ b.


The integer interval [ a  . . ]b, where a ≤ d_min≤ d_max≤ b, is said to be divided into class intervals of integer intervals of the forms [ x_i  . . ]x_i + 1 or [ x_i  . . ]x_i  if and only if :

:Every datum is assigned into exactly one class interval

:Every class interval is disjoint from every other class interval

:The union of all class intervals contains the entire integer interval [ x_0  . . ]x_n

By convention, the first and last class intervals are not empty class intervals.

=== Real Data ===
Let D be a finite collection of n data regarding some quantitative variable.

Let the data in D be described by rational numbers or by real numbers.

Let d_min be the value of the smallest datum in D.

Let d_max be the value of the largest datum in D.
 
Let P = { x_0, x_1, x_2, …, x_n - 1, x_n }⊆ℝ be a subdivision of [ a  . . ]b, where a ≤ x_0 ≤ x_n ≤ b.


The closed real interval [ a  . . ]b, where a ≤ d_min≤ d_max≤ b, is said to be divided into class intervals of real intervals with endpoints x_i and x_i + 1  if and only if :

:Every datum is assigned into exactly one class interval

:Every class interval is disjoint from every other class interval

:The union of all class intervals contains the entire real interval [ x_0  . . ]x_n


The class intervals may be any combination of open, closed, or half-open intervals that fulfill the above criteria, but usually:

:Every class interval except the last is of the form [ x_i  . . ]x_i + 1

:The last class interval is of the form [ x_n - 1 . . ]x_n 

By convention, the first and last class intervals are not empty class intervals.

=== Boundary of Class Interval ===
The class boundaries of a class interval are the endpoints of the integer interval or real interval which defines the class interval.

=== Class Mark ===
A class mark is a value within a class interval used to identify that class interval uniquely.

It is usual to use the midpoint.


=== Class Midpoint ===
When a class mark is defined to be the midpoint of the class interval it identifies, it is often called the class midpoint.

=== Empty Class Interval ===
A class interval is empty  if and only if  it is of frequency zero.

=== Relative Sizes of Class Interval ===
",Definition:Class (Class Theory)
320,Definition:Differentiability Class,Class,"Let f: ℝ→ℝ be a real function.

Then f (   )x is of differentiability class C^k  if and only if :
:d^kd x^k f (   )x ∈ C

where C denotes the class of continuous real functions.


That is, f is in differentiability class k  if and only if  there exists a kth derivative of f which is continuous.


If d^kd x^k f (   )x is continuous for all k ∈ℕ, then f (   )x is of differentiability class C^∞.",Definition:Class (Class Theory)
321,Definition:Homotopy Class,Class,"Let X and Y be topological spaces.

Let K ⊆ X be any subset.

Let f : X → Y be a continuous mapping.

The K-homotopy class of f is the equivalence class of f under the equivalence relation defined by homotopy relative to K.


=== Homotopy Class of Path ===
Let T = ( S, τ) be a topological space.

Let f: [ 0  . . ]1 → S be a path in T.


The homotopy class of the path f is the homotopy class of f relative to { 0, 1 }.


That is, the equivalence class of f under the equivalence relation defined by path-homotopy.",Definition:Class (Class Theory)
322,Definition:Equivalence Class,Class,"Let S be a set.

Let ℛ⊆ S × S be an equivalence relation on S.

Let x ∈ S.


Then the equivalence class of x under ℛ is the set:
:[[ x ]]_ℛ = { y ∈ S: ( x, y ) ∈ℛ}


If ℛ is an equivalence on S, then each t ∈ S that satisfies ( x, t ) ∈ℛ (or ( t, x ) ∈ℛ) is called a ℛ-relative of x.


That is, the equivalence class of x under ℛ is the set of all ℛ-relatives of x.


=== Representative of Equivalence Class ===
Let S be a set.

Let ℛ⊆ S × S be an equivalence relation on S.

Let x ∈ S.


Let [[ x ]]_ℛ be the equivalence class of x under ℛ.

Let y ∈[[ x ]]_ℛ.

Then y is a representative of [[ x ]]_ℛ.",Definition:Class Theory
323,Definition:Conjugacy Class,Class,"The equivalence classes into which the conjugacy relation divides its group into are called conjugacy classes.

The conjugacy class of an element x ∈ G can be denoted C_x.",Definition:Class (Class Theory)
324,Definition:NP Complexity Class,Class,"In computability theory, NP is a complexity class in which there exists some nondeterministic Turing machine that will either:
:halt within p (   )| x | steps
or:
:run forever

where:
:p is a polynomial
:| x | is the length of the input to the Machine.",Definition:Class (Class Theory)
325,Definition:Zero Locus of Set of Polynomials,Zero Locus,"Let k be a field.

Let n≥1 be a natural number.

Let A = k [ X_1, …, X_n ] be the polynomial ring in n variables over k.

Let I ⊆ A be a set.


Then the zero locus of I is the set:

:V (   )I = { x ∈ k^n : ∀ f ∈ I: f (   )x = 0 }",Definition:Zero Locus of Set of Polynomials
326,Definition:Vanishing Set of Subset of Ring,Zero Locus,"Let A be a commutative ring with unity.

Let S ⊆ A be a subset.


The vanishing set of S is the set of prime ideals of A containing S:
:V (   )S = {𝔭∈Spec( A ): 𝔭⊇ S }",Definition:Zero Locus of Set of Polynomials
327,Definition:Topological Subspace,Subspace,"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


Define:
:τ_H := { U ∩ H: U ∈τ}⊆𝒫( H )

where 𝒫( H ) denotes the power set of H.


Then the topological space T_H = ( H, τ_H ) is called a (topological) subspace of T.


The set τ_H is referred to as the subspace topology on H (induced by τ).",Definition:Vector Subspace
328,Definition:Metric Subspace,Subspace,"Let ( A, d ) be a metric space.

Let H ⊆ A.

Let d_H: H × H →ℝ be the restriction d _H × H of d to H.

That is, let ∀ x, y ∈ H: d_H (   )x, y = d (   )x, y.


Then d_H is the metric induced on H by d or the subspace metric of d (with respect to H).


The metric space ( H, d_H ) is called a metric subspace of ( A, d ).",Definition:Vector Subspace
329,Definition:Vector Subspace,Subspace,"Let K be a division ring.

Let ( S, +, ∘)_K be a K-algebraic structure with one operation.


Let T be a closed subset of S.

Let ( T, +_T, ∘_T )_K be a K-vector space where:
:+_T is the restriction of + to T × T and
:∘_T is the restriction of ∘ to K × T.


Then ( T, +_T, ∘_T )_K is a (vector) subspace of ( S, +, ∘)_K.


=== Proper Subspace ===
Let K be a division ring.

Let ( S, +, ∘)_K be a K-algebraic structure with one operation.

Let ( T, +_T, ∘_T )_K be a vector subspace of ( S, +, ∘)_K.


If T is a proper subset of S, then ( T, +_T, ∘_T )_K is a proper (vector) subspace of ( S, +, ∘)_K.

=== Hilbert Spaces ===
Let K be a division ring.

Let (S, +, ∘)_K be a K-algebraic structure with one operation.


Let T be a closed subset of S.

Let (T, +_T, ∘_T)_K be a K-vector space where:
: +_T is the restriction of + to T × T and
: ∘_T is the restriction of ∘ to K × T.


Then (T, +_T, ∘_T)_K is a (vector) subspace of (S, +, ∘)_K.


When considering Hilbert spaces, one wants to deal with projections onto subspaces.

These projections however require the linear subspace to be closed in topological sense in order to be well-defined.

Therefore, in treatises of Hilbert spaces, one encounters the terminology linear manifold for the concept of vector subspace defined above.

The adapted definition of linear subspace is then that it is a topologically closed linear manifold.",Definition:Vector Subspace
330,Definition:Conic Section/Eccentricity,Eccentricity,"Let K be a conic section specified in terms of:
:a given straight line D
:a given point F
:a given constant e

where K is the locus of points P such that the distance p from P to D and the distance q from P to F are related by the condition:
:q = e p


The constant e is known as the eccentricity of the conic section.",Definition:Conic Section/Eccentricity
331,Definition:Eccentricity of Vertex,Eccentricity,"Let G = ( V, E ) be a graph.

Let v ∈ V be a vertex of G.


The eccentricity of v is the maximum distance from v to another vertex of G:


That is:
:E (   )v = max_u ∈ V D (   )v, u

where D (   )v, u denotes the distance from v to u.",Definition:Eccentricity of Vertex
332,Definition:Universe (Set Theory),Universal,"Sets are considered to be subsets of some large universal set, also called the universe.

Exactly what this universe is will vary depending on the subject and context.

When discussing particular sets, it should be made clear just what that universe is.

However, note that from There Exists No Universal Set, this universe cannot be everything that there is.


The traditional symbol used to signify the universe is 𝔄.

However, this is old-fashioned and inconvenient, so some newer texts have taken to using 𝕌 or just U instead.


With this notation, this definition can be put into symbols as:
:∀ S: S ⊆𝕌


The use of 𝕌 or a variant is not universal: some sources use X.",Definition:Universal Class
333,Definition:Universal Class,Universal,"The universal class is the class of which all sets are elements.


The universal class is defined most commonly in literature as:

:V = { x: x = x }

where x ranges over all sets.


It can be briefly defined as the class of all sets.",Definition:Universal Object
334,Definition:Universal Object,Universal,"Let C be a category.


A universal object of C is an object that is initial or terminal.",Definition:Universal Object
335,Definition:Universal Cover,Universal,"A universal cover is a covering space which is simply connected.

 

Category:Definitions/Topology",Definition:Universal Object
336,Definition:Periodic Real Function/Period,Period,"Let f: ℝ→ℝ be a periodic real function.


The period of f is the smallest value L ∈ℝ_>0 such that:
:∀ x ∈ℝ: f (   )x = f (   )x + L",Definition:Periodic Real Function/Period
337,Definition:Periodic Function/Real,Period,"Let f: ℝ→ℝ be a real function.


Then f is periodic  if and only if :
:∃ L ∈ℝ_ 0: ∀ x ∈ℝ: f (   )x = f (   )x + L


=== Period ===
Let f: ℝ→ℝ be a periodic real function.


The period of f is the smallest value L ∈ℝ_>0 such that:
:∀ x ∈ℝ: f (   )x = f (   )x + L

=== Frequency ===
Let f: ℝ→ℝ be a periodic real function.

The frequency ν of f is the reciprocal of the period L of f:
:ν =  1 L

where:
:∀ x ∈ X: f (   )x = f (   )x + L

=== Amplitude ===
Let f: ℝ→ℝ be a periodic real function.


The amplitude of f is the maximum absolute difference of the value of f from a reference level.",Definition:Periodic Function/Real
338,Definition:Model (Logic),Model,"Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


=== Model of Logical Formula ===
Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


Let ϕ be a logical formula of ℒ.

Then ℳ is a model of ϕ  if and only if :

:ℳ_ℳϕ

that is,  if and only if  ϕ is valid in ℳ.


 

Category:Definitions/Model Theory
Category:Definitions/Formal Semantics

=== Model of Set of Logical Formulas ===
Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


Let ℱ be a set of logical formulas of ℒ.

Then ℳ is a model of ℱ  if and only if :

:ℳ_ℳϕ for every ϕ∈ℱ

that is,  if and only if  it is a model of every logical formula ϕ∈ℱ.",Definition:Model (Predicate Logic)
339,Definition:Model (Predicate Logic),Model,"Let ℒ_1 be the language of predicate logic.

Let 𝒜 be a structure for predicate logic.


Then 𝒜 models a sentence 𝐀  if and only if :

:val_𝒜(   )𝐀 = T

where val_𝒜(   )𝐀 denotes the value of 𝐀 in 𝒜.


This relationship is denoted:

:𝒜_PL𝐀


When pertaining to a collection of sentences ℱ, one says 𝒜 models ℱ  if and only if :

:∀𝐀∈ℱ: 𝒜_PL𝐀

that is,  if and only if  it models all elements of ℱ.

This can be expressed symbolically as:

:𝒜_PLℱ",Definition:Model (Logic)
340,Definition:Mathematical Model,Model,"A mathematical model is an equation, or a system of equations, whose purpose is to provide an approximation to the behavior of a real-world phenomenon.


=== Constant ===
Let P be a stochastic process which is being modelled by means of a model M.

A constant of M is a number which implements some aspect of P which is not changed during the evolution of P.

=== Parameter ===
Let P be a stochastic process which is being modelled by means of a model M.

A parameter of M is a number which implements some aspect of P which is designed so as to be able to be modified during the evolution of P as a result of analysis of the behaviour of P over time.",Definition:Model (Logic)
341,Definition:Diagram (Graphical Technique),Diagram,"A diagram is a graphical technique for illustrating a concept in picture form.

It is generally considered that its use should be limited to that of an aid to understanding, and should not be used in order to prove something.",Definition:Diagram (Graphical Technique)
342,Definition:Diagram (Category Theory),Diagram,"Let 𝐉 and 𝐂 be metacategories.


A diagram of type 𝐉 in 𝐂 is a functor D: 𝐉→𝐂.


=== Index Category ===

In this context, 𝐉 is referred to as the index category.

Its objects are typically denoted by lowercase letters, i, j etc.


Furthermore, one writes D_i in place of the formally more correct D (i).

Similarly, for α: i → j a morphism one writes D_α in place of D (α).",Definition:Diagram (Graphical Technique)
343,Definition:Iterated Binary Operation,Composite,"=== Indexed Iteration ===
Let ( G, * ) be a magma.

Let a, b ∈ℤ be integers.

Let [ a  . . ]b be the integer interval between a and b.

Let f: [ a  . . ]b → G be a mapping.


The indexed iteration of * of f from a to b is recursively defined and denoted:

:∏_k  = a^b f (   )k =  f (   )a     : b = a 
( ∏_k  = a^b - 1 f (   )k ) * f (   )b     : b > a


For each ordered n-tuple ( a_1, a_2, …, a_n ) ∈ S^n, the composite of ( a_1, a_2, …, a_n ) for ⊕ is the value at ( a_1, a_2, …, a_n ) of the n-ary operation defined by ⊕.


This composite is recursively defined and denoted:

 
 
 
 
 


=== Degenerate case ===

 

Let ( G, * ) be a unitary magma with identity e.

Let a, b ∈ℤ be integers such that a < b.


Then:
:∏_i  = a^b f (   )i = e

=== Iteration over Finite Set ===
Let ( G, * ) be a commutative semigroup.

Let S be a finite non-empty set.

Let f: S → G be a mapping.

Let n ∈ℕ be the cardinality of S.

Let g: ℕ_

=== Commutative Monoid ===

Let G be a commutative monoid.

Let S be a non-empty set.

Let f: S → G be a mapping

 

=== Iteration over Set with Finite Support ===
Let ( G, * ) be a commutative monoid.

Let S be a set.

Let f: S → G be a mapping.

Let the support supp(   )f be finite.


The iteration of * of f over S, denoted ∏_s ∈ S f (   )s, is the iteration over the finite set supp(   )f of f:
:∏_s ∈ S f (   )s = ∏_s ∈supp(   )f f (   )s",Definition:Iterated Binary Operation
344,Definition:Composite Number,Composite,"A composite number c is a positive integer that has strictly more than two positive divisors.

That is, an integer greater than 1 which is not prime is defined as composite.


 
: 
:A composite number is that which is measured by some number.
 ”
 

=== Sequence of Composite Numbers ===
 ",Definition:Iterated Binary Operation
345,Definition:Graph (Graph Theory)/Vertex,Vertex," 

Let G = ( V, E ) be a graph.

The vertices (singular: vertex) are the elements of V.

Informally, the vertices are the points that are connected by the edges.


In the above, the vertices are the points A, B, C, D, E, F, G which are marked as dots.",Definition:Ellipse/Vertex
346,Definition:Vertex (Geometry),Vertex,"A vertex is a point on the boundary of a geometric figure at which 2 or more line segments meet.

=== Vertex of Polygon ===

:

:

A corner of a polygon is known as a vertex.

Thus, in the polygon above, the vertices are A, B, C, D and E.

=== Vertex of Polyhedron ===
The vertices of a polyhedron are the vertices of the polygons which constitute its faces.",Definition:Ellipse/Vertex
347,Definition:Polygon/Vertex,Vertex,":

A corner of a polygon is known as a vertex.

Thus, in the polygon above, the vertices are A, B, C, D and E.",Definition:Ellipse/Vertex
348,Definition:Polyhedron/Vertex,Vertex,The vertices of a polyhedron are the vertices of the polygons which constitute its faces.,Definition:Ellipse/Vertex
349,Definition:Angle/Vertex,Vertex,The point at which the arms of an angle meet is known as the vertex of that angle.,Definition:Ellipse/Vertex
350,Definition:Solid Angle/Vertex,Vertex,The common vertex of the angles containing a solid angle is known as the vertex of that solid angle.,Definition:Ellipse/Vertex
351,Definition:Cone (Geometry)/Apex,Vertex,"Consider a cone consisting of the set of all straight lines joining the boundary of a plane figure PQR to a point A not in the same plane of PQR:


:


In the above diagram, the point A is known as the apex of the cone.",Definition:Ellipse/Vertex
352,Definition:Vertex of Conic Section,Vertex,"=== Vertex of Ellipse ===
:


Let K be an ellipse.

A vertex of K is either of the two endpoints of the major axis of K.


In the above diagram, V_1 and V_2 are the vertices of K.

=== Vertex of Parabola ===
:


Let P be a parabola.

The vertex of P is the point where the axis intersects P.


In the above diagram, V is the vertex of P.

=== Vertex of Hyperbola ===
",Definition:Ellipse/Vertex
353,Definition:Ellipse/Vertex,Vertex,":


Let K be an ellipse.

A vertex of K is either of the two endpoints of the major axis of K.


In the above diagram, V_1 and V_2 are the vertices of K.",Definition:Ellipse/Vertex
